出表日期,報告年度,公司代號,公司名稱,前10大股東持股情形,date
1150513,113,1513,中興電,https://doc.twse.com.tw/server-java/t144sb10?step=9&filename=2025_1513_20250523F17.pdf,2026-05-15
1150513,113,1514,亞力,https://doc.twse.com.tw/server-java/t144sb10?step=9&filename=2025_1514_20250611F17.pdf,2026-05-15
1150513,113,1515,力山,https://doc.twse.com.tw/server-java/t144sb10?step=9&filename=2025_1515_20250522F17.pdf,2026-05-15
1150513,113,1516,川飛,https://doc.twse.com.tw/server-java/t144sb10?step=9&filename=2025_1516_20250613F17.pdf,2026-05-15
1150513,113,1517,利奇,https://doc.twse.com.tw/server-java/t144sb10?step=9&filename=2025_1517_20250626F17.pdf,2026-05-15
1150513,113,1519,華城,https://doc.twse.com.tw/server-java/t144sb10?step=9&filename=2025_1519_20250613F17.pdf,2026-05-15
1150513,113,1521,大億,https://doc.twse.com.tw/server-java/t144sb10?step=9&filename=2025_1521_20250610F17.pdf,2026-05-15
1150513,113,1522,堤維西,https://doc.twse.com.tw/server-java/t144sb10?step=9&filename=2025_1522_20250619F17.pdf,2026-05-15
1150513,113,1524,耿鼎,https://doc.twse.com.tw/server-java/t144sb10?step=9&filename=2025_1524_20250617F17.pdf,2026-05-15
1150513,113,1525,江申,https://doc.twse.com.tw/server-java/t144sb10?step=9&filename=2025_1525_20250526F17.pdf,2026-05-15
1150513,113,1526,日馳,https://doc.twse.com.tw/server-java/t144sb10?step=9&filename=2025_1526_20250619F17.pdf,2026-05-15
1150513,113,1527,鑽全,https://doc.twse.com.tw/server-java/t144sb10?step=9&filename=2025_1527_20250618F17.pdf,2026-05-15
1150513,113,1528,恩德,https://doc.twse.com.tw/server-java/t144sb10?step=9&filename=2025_1528_20250526F17.pdf,2026-05-15
1150513,113,1529,樂事綠能,https://doc.twse.com.tw/server-java/t144sb10?step=9&filename=2025_1529_20250523F17.pdf,2026-05-15
1150513,113,1530,亞崴,https://doc.twse.com.tw/server-java/t144sb10?step=9&filename=2025_1530_20250527F17.pdf,2026-05-15
1150513,113,1531,高林股,https://doc.twse.com.tw/server-java/t144sb10?step=9&filename=2025_1531_20250626F17.pdf,2026-05-15
1150513,113,1532,勤美,https://doc.twse.com.tw/server-java/t144sb10?step=9&filename=2025_1532_20250617F17.pdf,2026-05-15
1150513,113,1533,車王電,https://doc.twse.com.tw/server-java/t144sb10?step=9&filename=2025_1533_20250617F17.pdf,2026-05-15
1150513,113,1535,中宇,https://doc.twse.com.tw/server-java/t144sb10?step=9&filename=2025_1535_20250625F17.pdf,2026-05-15
1150513,113,1536,和大,https://doc.twse.com.tw/server-java/t144sb10?step=9&filename=2025_1536_20250610F17.pdf,2026-05-15
1150513,113,1537,廣隆,https://doc.twse.com.tw/server-java/t144sb10?step=9&filename=2025_1537_20250619F17.pdf,2026-05-15
1150513,113,1538,正峰,https://doc.twse.com.tw/server-java/t144sb10?step=9&filename=2025_1538_20250625F17.pdf,2026-05-15
1150513,113,1539,巨庭,https://doc.twse.com.tw/server-java/t144sb10?step=9&filename=2025_1539_20250617F17.doc,2026-05-15
1150513,113,1540,喬福,https://doc.twse.com.tw/server-java/t144sb10?step=9&filename=2025_1540_20250627F17.pdf,2026-05-15
1150513,113,1541,錩泰,https://doc.twse.com.tw/server-java/t144sb10?step=9&filename=2025_1541_20250606F17.pdf,2026-05-15
1150513,113,1558,伸興,https://doc.twse.com.tw/server-java/t144sb10?step=9&filename=2025_1558_20250613F17.pdf,2026-05-15
1150513,113,1560,中砂,https://doc.twse.com.tw/server-java/t144sb10?step=9&filename=2025_1560_20250619F17.pdf,2026-05-15
1150513,113,1563,巧新,https://doc.twse.com.tw/server-java/t144sb10?step=9&filename=2025_1563_20250521F17.pdf,2026-05-15
1150513,113,1568,倉佑,https://doc.twse.com.tw/server-java/t144sb10?step=9&filename=2025_1568_20250527F17.pdf,2026-05-15
1150513,113,1582,信錦,https://doc.twse.com.tw/server-java/t144sb10?step=9&filename=2025_1582_20250529F17.pdf,2026-05-15
1150513,113,1583,程泰,https://doc.twse.com.tw/server-java/t144sb10?step=9&filename=2025_1583_20250529F17.pdf,2026-05-15
1150513,113,1587,吉茂,https://doc.twse.com.tw/server-java/t144sb10?step=9&filename=2025_1587_20250604F17.pdf,2026-05-15
1150513,113,1589,永冠-KY,https://doc.twse.com.tw/server-java/t144sb10?step=9&filename=2025_1589_20250528F17.pdf,2026-05-15
1150513,113,1590,亞德客-KY,https://doc.twse.com.tw/server-java/t144sb10?step=9&filename=2025_1590_20250521F17.pdf,2026-05-15
1150513,113,1597,直得,https://doc.twse.com.tw/server-java/t144sb10?step=9&filename=2025_1597_20250528F17.pdf,2026-05-15
1150513,113,1598,岱宇,https://doc.twse.com.tw/server-java/t144sb10?step=9&filename=2025_1598_20250528F17.pdf,2026-05-15
1150513,113,1603,華電,https://doc.twse.com.tw/server-java/t144sb10?step=9&filename=2025_1603_20250625F17.pdf,2026-05-15
1150513,113,1604,聲寶,https://doc.twse.com.tw/server-java/t144sb10?step=9&filename=2025_1604_20250613F17.pdf,2026-05-15
1150513,113,1605,華新,https://doc.twse.com.tw/server-java/t144sb10?step=9&filename=2025_1605_20250516F17.pdf,2026-05-15
1150513,113,1608,華榮,https://doc.twse.com.tw/server-java/t144sb10?step=9&filename=2025_1608_20250618F17.pdf,2026-05-15
