出表日期,年度,季別,公司代號,公司名稱,營業收入(百萬元),毛利率(%)(營業毛利)/(營業收入),營業利益率(%)(營業利益)/(營業收入),稅前純益率(%)(稅前純益)/(營業收入),稅後純益率(%)(稅後純益)/(營業收入),date
1150515,115,1,2451,創見,13628.47,76.39,71.80,74.04,59.60,2026-05-15
1150515,115,1,2453,凌群,1583.06,24.72,6.85,7.35,5.64,2026-05-15
1150515,115,1,2454,聯發科,149150.51,46.30,15.35,18.12,16.34,2026-05-15
1150515,115,1,2455,全新,959.31,38.09,23.63,25.39,20.34,2026-05-15
1150515,115,1,2457,飛宏,2095.36,21.18,-6.50,-5.52,-6.92,2026-05-15
1150515,115,1,2458,義隆,3224.77,47.65,24.15,26.05,20.96,2026-05-15
1150515,115,1,2459,敦吉,1246.42,30.51,14.95,15.61,11.98,2026-05-15
1150515,115,1,2460,建通,1130.64,11.43,3.20,3.60,1.68,2026-05-15
1150515,115,1,2462,良得電,964.56,8.70,-2.22,1.75,0.14,2026-05-15
1150515,115,1,2464,盟立,1864.91,18.79,2.24,2.87,2.65,2026-05-15
1150515,115,1,2465,麗臺,1569.19,10.65,5.87,8.29,6.87,2026-05-15
1150515,115,1,2467,志聖,2261.51,49.47,24.37,27.13,21.33,2026-05-15
1150515,115,1,2471,資通,232.26,31.14,2.48,11.87,10.01,2026-05-15
1150515,115,1,2472,立隆電,2943.09,30.01,18.68,17.68,13.53,2026-05-15
1150515,115,1,2474,可成,3773.95,28.80,6.45,49.06,40.69,2026-05-15
1150515,115,1,2476,鉅祥,2167.65,29.92,17.83,17.58,12.72,2026-05-15
1150515,115,1,2477,美隆電,506.12,26.62,1.55,6.34,3.59,2026-05-15
1150515,115,1,2478,大毅,1419.77,25.01,13.10,14.10,11.45,2026-05-15
1150515,115,1,2480,敦陽科,2420.98,23.46,12.41,13.89,11.55,2026-05-15
1150515,115,1,2481,強茂,3421.16,32.74,6.50,11.73,9.04,2026-05-15
1150515,115,1,2482,連宇,113.89,38.24,-31.98,-21.06,-15.82,2026-05-15
1150515,115,1,2483,百容,480.53,13.23,-0.30,3.09,3.46,2026-05-15
1150515,115,1,2484,希華,558.49,22.20,6.84,11.65,9.28,2026-05-15
1150515,115,1,2485,兆赫,1045.69,22.49,9.39,15.41,12.82,2026-05-15
1150515,115,1,2486,一詮,1620.29,21.05,6.99,5.31,3.81,2026-05-15
1150515,115,1,2488,漢平,600.01,24.51,11.50,15.71,12.29,2026-05-15
1150515,115,1,2489,瑞軒,5814.69,8.69,1.07,1.91,1.64,2026-05-15
1150515,115,1,2492,華新科,9538.39,18.30,7.54,15.06,10.35,2026-05-15
1150515,115,1,2493,揚博,937.50,29.19,17.97,20.45,17.01,2026-05-15
1150515,115,1,2495,普安,370.13,39.81,12.57,27.70,24.40,2026-05-15
1150515,115,1,2496,卓越,210.34,55.51,17.66,18.97,14.81,2026-05-15
1150515,115,1,2497,怡利電,1130.84,26.29,8.13,12.57,8.86,2026-05-15
1150515,115,1,2498,宏達電,652.62,41.70,-86.23,-35.01,-37.03,2026-05-15
1150515,115,1,2504,國產,5032.86,26.62,21.85,21.55,16.94,2026-05-15
1150515,115,1,2505,國揚,421.64,26.93,8.03,19.72,15.14,2026-05-15
1150515,115,1,2506,太設,324.39,52.05,16.13,21.13,16.41,2026-05-15
1150515,115,1,2509,全坤建,64.34,27.57,-38.63,-161.20,-161.88,2026-05-15
1150515,115,1,2511,太子,2153.31,30.48,6.59,5.16,4.35,2026-05-15
1150515,115,1,2514,龍邦,5519.55,13.36,6.36,6.53,5.19,2026-05-15
1150515,115,1,2516,新建,1624.34,5.64,3.03,3.48,3.48,2026-05-15
1150515,115,1,2520,冠德,4862.54,23.48,13.54,12.33,9.00,2026-05-15
1150515,115,1,2524,京城,656.59,48.54,35.59,22.86,20.08,2026-05-15
1150515,115,1,2527,宏璟,4588.72,27.50,24.56,23.19,19.56,2026-05-15
1150515,115,1,2528,皇普,10.28,7.92,-398.67,-440.34,-444.29,2026-05-15
1150515,115,1,2530,華建,186.71,19.68,-2.09,-16.41,-17.55,2026-05-15
1150515,115,1,2534,宏盛,209.17,73.99,30.22,-2.48,-5.46,2026-05-15
1150515,115,1,2535,達欣工,7159.00,14.30,10.61,12.81,10.45,2026-05-15
1150515,115,1,2536,宏普,885.98,22.46,14.10,5.83,5.78,2026-05-15
1150515,115,1,2537,聯上發,1212.62,21.38,13.81,12.38,9.84,2026-05-15
1150515,115,1,2538,基泰,82.55,96.30,46.63,20.53,10.13,2026-05-15
1150515,115,1,2542,興富發,16191.91,30.11,24.17,24.20,19.89,2026-05-15
1150515,115,1,2546,根基,4271.99,7.76,5.33,5.54,4.36,2026-05-15
1150515,115,1,2547,日勝生,1604.26,50.58,21.82,9.45,5.19,2026-05-15
1150515,115,1,2548,華固,4206.42,26.00,20.69,21.60,17.29,2026-05-15
1150515,115,1,2597,潤弘,7352.77,17.70,13.49,13.78,11.12,2026-05-15
1150515,115,1,2603,長榮,86511.47,15.48,10.34,12.30,10.05,2026-05-15
1150515,115,1,2605,新興,1366.85,42.65,35.32,39.31,28.34,2026-05-15
1150515,115,1,2606,裕民,3891.77,31.96,25.38,25.38,25.38,2026-05-15
1150515,115,1,2608,嘉里大榮,3102.76,18.59,11.97,11.11,8.87,2026-05-15
1150515,115,1,2609,陽明,38660.50,7.30,1.94,4.92,3.87,2026-05-15
1150515,115,1,2610,華航,56997.03,20.60,11.29,12.32,10.26,2026-05-15
1150515,115,1,2611,志信,353.43,26.51,9.97,18.23,16.54,2026-05-15
1150515,115,1,2612,中航,1239.78,33.39,23.12,20.26,19.71,2026-05-15
1150515,115,1,2614,東森,1238.75,29.88,3.48,7.44,6.82,2026-05-15
1150515,115,1,2617,台航,1083.59,41.99,38.77,34.38,27.51,2026-05-15
1150515,115,1,2618,長榮航,60515.85,26.22,18.64,18.25,14.65,2026-05-15
1150515,115,1,2630,亞航,1096.14,9.11,2.62,2.08,1.64,2026-05-15
1150515,115,1,2633,台灣高鐵,13890.56,46.85,43.23,17.71,15.10,2026-05-15
1150515,115,1,2634,漢翔,7587.09,7.80,3.59,4.53,3.44,2026-05-15
1150515,115,1,2636,台驊控股,4846.23,15.67,2.60,4.31,3.07,2026-05-15
1150515,115,1,2637,慧洋-KY,4338.02,28.68,27.60,27.69,27.55,2026-05-15
1150515,115,1,2642,宅配通,816.74,4.17,-8.28,-8.45,-8.72,2026-05-15
1150515,115,1,2645,長榮航太,4739.31,27.54,23.83,25.47,20.37,2026-05-15
1150515,115,1,2701,萬企,65.65,80.59,67.56,95.43,76.47,2026-05-15
1150515,115,1,2704,國賓,378.53,29.89,3.11,27.08,15.54,2026-05-15
1150515,115,1,2705,六福,510.86,28.27,0.14,-7.80,-7.80,2026-05-15
1150515,115,1,2706,第一店,89.87,77.50,67.94,96.27,76.90,2026-05-15
1150515,115,1,2707,晶華,1946.38,35.95,28.90,47.00,37.64,2026-05-15
1150515,115,1,2712,遠雄來,125.17,15.88,-11.55,-11.65,-11.65,2026-05-15
1150515,115,1,2722,夏都,132.19,22.59,-24.56,-25.43,-26.00,2026-05-15
1150515,115,1,2723,美食-KY,4026.81,61.06,8.04,8.58,5.98,2026-05-15
1150515,115,1,2727,王品,6518.70,47.64,8.25,8.11,6.49,2026-05-15
1150515,115,1,2731,雄獅,8129.67,15.95,5.10,6.03,4.85,2026-05-15
1150515,115,1,2739,寒舍,1423.27,40.61,11.96,10.60,8.37,2026-05-15
1150515,115,1,2748,雲品,776.93,33.66,16.07,15.98,12.78,2026-05-15
1150515,115,1,2753,八方雲集,2262.83,36.45,12.55,12.34,9.85,2026-05-15
1150515,115,1,2762,世界健身-KY,2811.38,21.78,10.69,9.56,7.80,2026-05-15
1150515,115,1,2850,新產,,,,,,2026-05-15
1150515,115,1,2852,第一保,,,,,,2026-05-15
1150515,115,1,2901,欣欣,33.93,87.07,19.55,28.29,22.63,2026-05-15
1150515,115,1,2904,匯僑,100.61,23.10,-7.34,-9.20,-6.98,2026-05-15
1150515,115,1,2908,特力,9402.24,29.58,2.94,2.46,1.88,2026-05-15
1150515,115,1,2910,統領,134.95,90.51,59.00,49.92,37.97,2026-05-15
1150515,115,1,2912,統一超,88527.61,34.58,4.26,5.22,4.03,2026-05-15
1150515,115,1,2913,農林,121.94,37.85,-1.57,-27.17,-27.17,2026-05-15
1150515,115,1,2923,鼎固-KY,2068.44,59.16,52.88,24.55,1.41,2026-05-15
1150515,115,1,2939,永邑-KY,76.24,15.47,-29.74,-17.84,-17.95,2026-05-15
1150515,115,1,2945,三商家購,3837.10,26.96,1.25,1.21,0.95,2026-05-15
1150515,115,1,3002,歐格,190.90,8.44,-13.18,-5.79,-3.66,2026-05-15
1150515,115,1,3004,豐達科,1204.09,25.24,13.94,13.26,10.27,2026-05-15
1150515,115,1,3006,晶豪科,7266.90,47.52,31.03,32.37,28.40,2026-05-15
1150515,115,1,3008,大立光,15544.08,49.41,37.39,46.89,39.73,2026-05-15
1150515,115,1,3011,今皓,147.12,2.36,-56.36,-69.02,-62.29,2026-05-15
1150515,115,1,3013,晟銘電,2929.03,21.15,13.33,12.54,9.60,2026-05-15
1150515,115,1,3014,聯陽,1734.05,57.21,28.74,29.21,26.45,2026-05-15
1150515,115,1,3015,全漢,3045.12,17.98,0.87,3.27,2.60,2026-05-15
1150515,115,1,3016,嘉晶,1058.98,17.77,10.60,11.88,9.50,2026-05-15
1150515,115,1,3017,奇鋐,49037.95,29.77,24.51,24.43,17.69,2026-05-15
1150515,115,1,3018,隆銘綠能,81.16,-2.58,-56.93,-62.20,-62.46,2026-05-15
1150515,115,1,3019,亞光,6209.31,17.30,7.76,6.69,5.71,2026-05-15
1150515,115,1,3021,鴻名,703.86,19.42,4.59,3.82,2.25,2026-05-15
1150515,115,1,3022,威強電,1592.35,28.15,2.29,11.91,10.48,2026-05-15
1150515,115,1,3023,信邦,8292.84,24.51,11.53,13.45,10.40,2026-05-15
1150515,115,1,3024,憶聲,257.62,25.75,1.47,3.33,2.33,2026-05-15
1150515,115,1,3025,星通,123.79,66.34,20.88,31.96,27.44,2026-05-15
1150515,115,1,3026,禾伸堂,3618.45,24.24,13.36,15.72,12.59,2026-05-15
1150515,115,1,3027,盛達,351.29,23.57,-2.39,3.23,0.48,2026-05-15
1150515,115,1,3028,增你強,17721.80,9.10,5.40,5.03,4.08,2026-05-15
1150515,115,1,3029,零壹,6876.94,11.80,5.61,6.17,5.03,2026-05-15
1150515,115,1,3030,德律,2441.42,60.27,38.16,41.51,33.85,2026-05-15
1150515,115,1,3031,佰鴻,285.29,26.21,6.24,9.10,7.72,2026-05-15
1150515,115,1,3033,威健,30857.49,6.18,3.41,3.06,2.36,2026-05-15
1150515,115,1,3034,聯詠,23145.30,39.06,17.40,18.96,16.28,2026-05-15
1150515,115,1,3035,智原,2588.50,47.30,3.70,6.92,5.22,2026-05-15
1150515,115,1,3037,欣興,37446.46,17.96,7.36,16.82,14.37,2026-05-15
1150515,115,1,3038,全台,732.36,22.82,5.74,8.36,7.23,2026-05-15
1150515,115,1,3040,遠見,35.19,58.12,9.32,21.22,7.47,2026-05-15
1150515,115,1,3042,晶技,3339.21,32.33,15.08,16.57,13.50,2026-05-15
1150515,115,1,3043,科風,187.43,22.99,-3.50,0.38,0.37,2026-05-15
1150515,115,1,3044,健鼎,20964.23,26.51,18.34,19.59,14.05,2026-05-15
1150515,115,1,3045,台灣大,49778.30,21.56,11.92,11.39,9.09,2026-05-15
1150515,115,1,3046,建碁,1818.01,9.07,5.21,6.10,5.16,2026-05-15
1150515,115,1,3047,訊舟,761.07,23.06,-11.24,-7.50,-8.33,2026-05-15
1150515,115,1,3048,益登,33502.24,3.99,2.02,1.24,0.99,2026-05-15
1150515,115,1,3049,精金,99.55,39.60,7.16,227.08,20.24,2026-05-15
1150515,115,1,3050,鈺德,280.85,29.42,-6.09,-1.06,-3.59,2026-05-15
1150515,115,1,3051,力特,376.38,30.49,12.23,18.38,19.75,2026-05-15
1150515,115,1,3052,夆典,871.12,9.71,5.01,5.65,4.49,2026-05-15
1150515,115,1,3054,立萬利,135.88,75.63,53.71,90.68,83.73,2026-05-15
1150515,115,1,3055,蔚華科,84.07,31.88,-64.46,-19.01,-19.62,2026-05-15
1150515,115,1,3056,富華新,284.53,16.43,-7.26,0.90,1.19,2026-05-15
1150515,115,1,3057,喬鼎,167.73,45.08,-0.62,0.94,0.61,2026-05-15
1150515,115,1,3059,華晶科,2020.29,23.94,4.96,8.12,6.06,2026-05-15
1150515,115,1,3060,銘異,1081.25,15.40,4.37,6.13,4.57,2026-05-15
1150515,115,1,3090,日電貿,4492.39,19.85,13.32,13.72,10.94,2026-05-15
1150515,115,1,3092,鴻碩,414.42,9.24,-23.97,-24.23,-24.82,2026-05-15
1150515,115,1,3094,聯傑,47.21,74.98,4.97,15.84,12.20,2026-05-15
1150515,115,1,3130,一零四,643.70,86.46,17.76,19.99,18.42,2026-05-15
1150515,115,1,3135,凌航,3957.69,30.35,27.43,27.10,21.63,2026-05-15
1150515,115,1,3138,耀登,394.78,41.44,-3.23,0.03,-0.40,2026-05-15
1150515,115,1,3150,鈺寶-創,81.09,44.22,-3.25,-0.50,-0.88,2026-05-15
1150515,115,1,3164,景岳,89.17,54.08,-8.05,3.79,2.03,2026-05-15
1150515,115,1,3167,大量,1946.21,42.34,21.03,21.86,14.49,2026-05-15
1150515,115,1,3168,眾福科,869.66,22.82,6.79,7.01,6.66,2026-05-15
1150515,115,1,3189,景碩,11104.97,21.16,8.02,8.68,7.89,2026-05-15
1150515,115,1,3209,全科,17067.41,5.03,2.85,3.25,2.06,2026-05-15
1150515,115,1,3229,晟鈦,342.92,10.96,6.17,10.35,10.30,2026-05-15
1150515,115,1,3231,緯創,846303.03,5.21,3.44,2.78,2.13,2026-05-15
1150515,115,1,3257,虹冠電,130.52,44.98,1.22,18.25,11.62,2026-05-15
1150515,115,1,3266,昇陽,508.76,25.38,11.95,11.47,8.88,2026-05-15
1150515,115,1,3305,昇貿,3764.70,18.27,11.35,10.19,6.41,2026-05-15
1150515,115,1,3308,聯德,1.57,62.63,-671.05,-7.08,54.46,2026-05-15
1150515,115,1,3311,閎暉,527.36,11.06,-0.84,9.85,9.45,2026-05-15
1150515,115,1,3321,同泰,440.91,1.68,-13.30,-13.07,-13.56,2026-05-15
1150515,115,1,3338,泰碩,859.46,18.98,3.11,3.00,2.71,2026-05-15
1150515,115,1,3356,奇偶,281.26,49.63,3.64,70.40,62.95,2026-05-15
1150515,115,1,3376,新日興,2352.70,14.28,-0.44,1.83,1.26,2026-05-15
1150515,115,1,3380,明泰,5314.55,18.36,0.08,0.96,0.51,2026-05-15
1150515,115,1,3406,玉晶光,6140.74,33.56,19.55,20.18,14.52,2026-05-15
1150515,115,1,3416,融程電,946.68,36.52,15.09,17.10,15.37,2026-05-15
1150515,115,1,3419,譁裕,435.72,12.19,-10.32,-8.92,-8.92,2026-05-15
1150515,115,1,3432,台端,67.06,14.22,-15.12,-14.33,-14.33,2026-05-15
1150515,115,1,3437,榮創,346.45,3.92,-25.59,-22.32,-20.81,2026-05-15
1150515,115,1,3443,創意,11447.81,27.20,15.93,16.81,14.38,2026-05-15
1150515,115,1,3447,展達,823.56,9.40,0.95,2.02,1.62,2026-05-15
1150515,115,1,3450,聯鈞,2086.88,24.80,12.75,14.62,8.60,2026-05-15
1150515,115,1,3501,維熹,1259.96,15.37,2.74,1.70,1.37,2026-05-15
1150515,115,1,3504,揚明光,684.96,18.23,-1.39,1.08,0.87,2026-05-15
1150515,115,1,3515,華擎,13366.64,14.96,7.22,7.44,6.37,2026-05-15
1150515,115,1,3518,柏騰,62.02,-13.12,-105.99,482.53,456.90,2026-05-15
1150515,115,1,3528,安馳,3501.68,13.88,10.04,6.72,5.38,2026-05-15
1150515,115,1,3530,晶相光,541.94,20.46,4.33,7.84,6.32,2026-05-15
1150515,115,1,3532,台勝科,3308.77,0.83,-3.18,-2.48,-2.06,2026-05-15
1150515,115,1,3535,晶彩科,325.30,46.09,20.97,23.98,23.98,2026-05-15
1150515,115,1,3543,州巧,836.73,9.41,-6.03,-2.39,-2.80,2026-05-15
1150515,115,1,3545,敦泰,2473.85,23.02,-5.88,-1.77,0.20,2026-05-15
1150515,115,1,3550,聯穎,1007.81,17.41,1.97,2.87,2.13,2026-05-15
1150515,115,1,3557,嘉威,1431.21,34.33,6.20,3.57,2.84,2026-05-15
1150515,115,1,3563,牧德,863.42,60.58,38.68,43.69,34.32,2026-05-15
1150515,115,1,3583,辛耘,3120.33,33.63,12.95,14.14,10.99,2026-05-15
1150515,115,1,3588,通嘉,397.06,33.61,4.85,7.04,5.72,2026-05-15
1150515,115,1,3591,艾笛森,581.64,22.25,3.78,4.54,3.32,2026-05-15
1150515,115,1,3592,瑞鼎,5437.40,28.58,5.28,6.19,5.33,2026-05-15
1150515,115,1,3596,智易,12784.12,15.16,6.43,6.95,5.39,2026-05-15
1150515,115,1,3605,宏致,2821.54,24.59,5.23,5.07,3.82,2026-05-15
1150515,115,1,3607,谷崧,642.27,13.13,-0.85,0.60,0.52,2026-05-15
1150515,115,1,3617,碩天,2931.93,53.86,16.26,17.80,13.75,2026-05-15
1150515,115,1,3622,洋華,363.42,38.43,21.05,47.93,46.84,2026-05-15
1150515,115,1,3645,達邁,564.14,35.12,18.83,21.14,15.52,2026-05-15
1150515,115,1,3652,精聯,620.78,34.92,5.21,5.86,4.87,2026-05-15
1150515,115,1,3653,健策,5305.22,41.78,31.98,33.47,26.47,2026-05-15
1150515,115,1,3661,世芯-KY,4186.86,50.18,32.66,42.61,34.09,2026-05-15
1150515,115,1,3665,貿聯-KY,20863.65,28.77,14.90,14.59,10.90,2026-05-15
1150515,115,1,3669,圓展,689.06,60.62,9.45,10.59,9.43,2026-05-15
1150515,115,1,3679,新至陞,1027.20,31.24,19.63,23.71,16.35,2026-05-15
1150515,115,1,3694,海華,3021.75,14.75,4.78,5.58,5.14,2026-05-15
1150515,115,1,3702,大聯大,316500.46,4.49,2.68,2.28,1.82,2026-05-15
1150515,115,1,3703,欣陸,6361.11,14.38,5.10,4.97,4.64,2026-05-15
1150515,115,1,3704,合勤控,6310.21,24.01,1.83,1.78,1.86,2026-05-15
1150515,115,1,3705,永信,1840.87,44.23,16.16,18.24,13.76,2026-05-15
1150515,115,1,3706,神達,31863.92,9.21,3.72,5.16,4.82,2026-05-15
1150515,115,1,3708,上緯投控,188.81,16.26,-37.61,4.45,-3.17,2026-05-15
1150515,115,1,3711,日月光投控,173662.15,20.07,10.10,10.48,8.39,2026-05-15
1150515,115,1,3714,富采,5245.48,11.14,-5.84,-2.27,-2.63,2026-05-15
1150515,115,1,3715,定穎投控,5631.56,16.12,2.32,-7.39,-4.49,2026-05-15
1150515,115,1,3717,聯嘉投控,1850.29,17.27,5.74,5.87,5.31,2026-05-15
1150515,115,1,4104,佳醫,2342.96,21.19,7.70,12.55,10.09,2026-05-15
1150515,115,1,4106,雃博,583.21,49.46,9.98,10.58,7.96,2026-05-15
1150515,115,1,4108,懷特,34.52,35.36,-96.16,-78.48,-78.48,2026-05-15
1150515,115,1,4119,旭富,375.80,21.91,8.82,7.61,5.35,2026-05-15
1150515,115,1,4133,亞諾法,87.91,52.50,11.68,21.54,18.96,2026-05-15
1150515,115,1,4137,麗豐-KY,918.06,79.65,15.53,26.26,12.67,2026-05-15
1150515,115,1,4142,國光生,82.32,-90.58,-242.02,-243.53,-243.53,2026-05-15
1150515,115,1,4148,全宇生技-KY,527.66,27.89,5.00,6.82,2.79,2026-05-15
1150515,115,1,4155,訊映,383.78,31.96,15.66,19.48,16.56,2026-05-15
1150515,115,1,4164,承業醫,1160.48,23.13,6.65,4.42,3.12,2026-05-15
1150515,115,1,4169,泰宗,172.89,44.65,-16.09,-15.16,-15.24,2026-05-15
1150515,115,1,4195,基米-創,151.79,29.25,-20.41,-31.49,-31.49,2026-05-15
1150515,115,1,4306,炎洲,3266.44,17.04,5.07,9.25,5.61,2026-05-15
1150515,115,1,4438,廣越,2776.63,11.91,-3.20,1.77,2.03,2026-05-15
1150515,115,1,4439,冠星-KY,1813.17,19.37,7.58,6.65,5.44,2026-05-15
1150515,115,1,4440,宜新實業,294.73,17.32,13.94,14.18,11.60,2026-05-15
1150515,115,1,4441,振大環球,1889.97,25.32,17.54,21.90,17.39,2026-05-15
1150515,115,1,4532,瑞智,6030.90,14.09,5.88,6.37,4.19,2026-05-15
1150515,115,1,4536,拓凱,2316.96,34.31,17.11,19.38,15.77,2026-05-15
1150515,115,1,4540,全球傳動,788.26,13.94,-5.37,0.82,-2.78,2026-05-15
1150515,115,1,4545,銘鈺,528.26,15.23,0.56,3.34,3.08,2026-05-15
1150515,115,1,4551,智伸科,2271.95,23.48,15.27,17.33,13.67,2026-05-15
1150515,115,1,4555,氣立,405.96,30.13,2.06,1.87,1.35,2026-05-15
1150515,115,1,4560,強信-KY,452.02,36.23,16.40,15.72,11.47,2026-05-15
1150515,115,1,4562,穎漢,176.93,40.69,-6.74,6.01,5.42,2026-05-15
1150515,115,1,4564,元翎,193.64,-21.44,-39.29,-35.25,-35.52,2026-05-15
1150515,115,1,4566,時碩工業,1354.55,21.89,2.84,4.83,3.16,2026-05-15
1150515,115,1,4569,六方科-KY,499.36,28.11,16.63,19.58,19.58,2026-05-15
1150515,115,1,4571,鈞興-KY,783.93,34.50,18.97,18.71,15.94,2026-05-15
1150515,115,1,4572,駐龍,182.82,33.39,20.38,25.23,20.22,2026-05-15
1150515,115,1,4576,大銀微系統,855.05,39.01,16.65,18.28,15.31,2026-05-15
1150515,115,1,4581,光隆精密-KY,279.27,33.23,16.70,14.08,10.70,2026-05-15
1150515,115,1,4583,台灣精銳,858.34,53.13,35.52,41.00,33.25,2026-05-15
1150515,115,1,4585,達明,483.44,49.88,5.40,15.82,14.02,2026-05-15
1150515,115,1,4588,玖鼎電力,219.36,32.20,17.58,15.35,12.28,2026-05-15
1150515,115,1,4590,富田-創,267.55,30.18,-8.96,30.32,24.26,2026-05-15
1150515,115,1,4720,德淵,943.91,22.22,3.67,3.96,2.50,2026-05-15
1150515,115,1,4722,國精化,889.64,14.15,3.10,3.78,2.50,2026-05-15
1150515,115,1,4736,泰博,1074.47,49.50,25.40,33.78,27.34,2026-05-15
1150515,115,1,4737,華廣,405.26,30.17,-21.84,-24.90,-19.56,2026-05-15
1150515,115,1,4739,康普,2370.73,17.93,13.22,11.98,9.39,2026-05-15
1150515,115,1,4746,台耀,1064.01,42.98,14.17,4.73,1.41,2026-05-15
1150515,115,1,4755,三福化,1140.68,22.06,9.51,10.96,7.88,2026-05-15
1150515,115,1,4764,雙鍵,822.85,26.53,14.65,14.01,10.72,2026-05-15
1150515,115,1,4766,南寶,5836.44,35.11,17.63,19.50,14.45,2026-05-15
1150515,115,1,4770,上品,1058.61,34.94,19.88,22.30,19.05,2026-05-15
1150515,115,1,4771,望隼,1030.73,40.99,28.92,30.14,23.43,2026-05-15
1150515,115,1,4807,日成-KY,614.90,27.72,14.27,14.90,10.74,2026-05-15
1150515,115,1,4906,正文,3112.33,10.35,-6.58,-4.61,-4.21,2026-05-15
1150515,115,1,4912,聯德控股-KY,1740.52,19.98,5.54,6.87,5.16,2026-05-15
1150515,115,1,4915,致伸,15918.65,15.90,4.34,4.74,3.77,2026-05-15
1150515,115,1,4919,新唐,7987.92,39.34,-1.40,2.15,0.09,2026-05-15
1150515,115,1,4930,燦星網,1399.64,10.25,-6.03,-5.85,-5.08,2026-05-15
1150515,115,1,4935,茂林-KY,1045.47,10.89,-6.29,5.41,4.90,2026-05-15
1150515,115,1,4938,和碩,244105.40,4.42,1.16,1.42,1.17,2026-05-15
1150515,115,1,4942,嘉彰,1341.34,19.77,5.60,6.84,5.47,2026-05-15
1150515,115,1,4943,康控-KY,531.72,-3.54,-21.58,-20.64,-8.16,2026-05-15
1150515,115,1,4949,有成精密,787.62,39.04,12.45,13.26,10.20,2026-05-15
1150515,115,1,4952,凌通,586.80,37.01,8.64,9.78,9.31,2026-05-15
1150515,115,1,4956,光鋐,360.76,20.13,5.00,8.25,6.59,2026-05-15
1150515,115,1,4958,臻鼎-KY,40728.19,21.64,6.15,5.89,5.03,2026-05-15
1150515,115,1,4960,誠美材,1822.83,-3.76,-16.16,-9.00,-8.51,2026-05-15
1150515,115,1,4961,天鈺,4501.22,27.80,6.54,8.40,7.10,2026-05-15
1150515,115,1,4967,十銓,9044.81,38.01,32.12,31.67,25.36,2026-05-15
1150515,115,1,4968,立積,930.20,33.46,2.14,6.53,5.75,2026-05-15
1150515,115,1,4976,佳凌,255.02,-14.13,-33.75,-27.07,-26.63,2026-05-15
1150515,115,1,4989,榮科,977.05,4.93,1.25,2.34,1.87,2026-05-15
1150515,115,1,4994,傳奇,310.46,67.02,11.35,10.64,9.07,2026-05-15
1150515,115,1,4999,鑫禾,389.99,10.29,-12.33,-10.19,-10.19,2026-05-15
1150515,115,1,5007,三星,1526.90,27.58,19.59,21.67,17.73,2026-05-15
1150515,115,1,5203,訊連,585.33,84.51,13.43,21.82,18.10,2026-05-15
1150515,115,1,5215,科嘉-KY,745.69,23.01,8.45,10.29,8.28,2026-05-15
1150515,115,1,5222,全訊,177.70,53.97,17.42,17.51,11.37,2026-05-15
1150515,115,1,5225,東科-KY,2323.13,14.89,4.92,5.88,5.23,2026-05-15
1150515,115,1,5234,達興材料,1201.30,43.10,20.10,22.10,18.90,2026-05-15
1150515,115,1,5243,乙盛-KY,3137.33,24.76,11.00,10.74,7.90,2026-05-15
1150515,115,1,5244,弘凱,161.20,24.15,-25.57,-19.52,-20.23,2026-05-15
1150515,115,1,5258,虹堡,1603.80,31.99,-1.54,-2.24,-3.57,2026-05-15
1150515,115,1,5269,祥碩,3497.96,50.79,23.09,55.36,53.00,2026-05-15
1150515,115,1,5283,禾聯碩,1223.40,28.91,-0.61,1.38,1.12,2026-05-15
1150515,115,1,5284,jpp-KY,1166.23,37.51,21.02,22.88,18.41,2026-05-15
1150515,115,1,5285,界霖,1357.37,18.68,9.87,9.53,7.52,2026-05-15
1150515,115,1,5288,豐祥-KY,2061.14,23.24,14.46,16.79,11.91,2026-05-15
1150515,115,1,5292,華懋,623.56,27.90,20.20,23.07,17.45,2026-05-15
1150515,115,1,5388,中磊,16646.40,13.66,2.94,2.30,1.82,2026-05-15
1150515,115,1,5434,崇越,18536.69,13.58,7.72,9.28,7.20,2026-05-15
1150515,115,1,5469,瀚宇博,15693.99,16.20,7.89,10.35,6.72,2026-05-15
1150515,115,1,5471,松翰,762.70,42.56,9.07,13.16,10.53,2026-05-15
1150515,115,1,5484,慧友,179.88,16.43,-9.56,12.44,12.41,2026-05-15
1150515,115,1,5515,建國,2015.28,19.41,13.33,23.65,19.56,2026-05-15
1150515,115,1,5519,隆大,676.98,32.78,24.84,25.05,18.89,2026-05-15
1150515,115,1,5521,工信,2612.84,5.28,1.97,2.39,2.43,2026-05-15
1150515,115,1,5522,遠雄,5663.13,36.88,26.72,26.92,24.34,2026-05-15
1150515,115,1,5525,順天,1698.93,32.74,24.42,23.47,18.02,2026-05-15
1150515,115,1,5531,鄉林,142.62,6.51,-165.66,6.76,4.99,2026-05-15
1150515,115,1,5533,皇鼎,342.42,28.63,16.14,16.14,13.13,2026-05-15
1150515,115,1,5534,長虹,876.90,25.17,8.61,8.37,6.46,2026-05-15
1150515,115,1,5538,東明-KY,3164.55,16.49,9.60,8.95,7.16,2026-05-15
1150515,115,1,5607,遠雄港,1214.03,51.33,44.24,36.88,29.93,2026-05-15
1150515,115,1,5608,四維航,768.63,11.52,1.20,-9.63,-8.61,2026-05-15
1150515,115,1,5706,鳳凰,714.09,14.96,7.30,9.20,7.67,2026-05-15
