Code,Name,TradeVolume,Transaction,TradeValue,TradePrice,BestBidPrice,BestBidVolume,BestAskPrice,BestAskVolume,date
2461,光群雷,206,5,3325,16.1500,16.1000,3027,16.1500,387,2026-05-15
2462,良得電,2,2,40,20.1500,20.1500,1280,21.3000,119,2026-05-15
2464,盟立,1859,37,213785,115.0000,115.0000,6829,115.5000,222,2026-05-15
2465,麗臺,200,6,16600,83.0000,82.7000,2754,83.0000,457,2026-05-15
2466,冠西電,,,,,48.8000,2043,,,2026-05-15
2467,志聖,1408,41,865920,615.0000,615.0000,5611,617.0000,603,2026-05-15
2468,華經,1,1,32,32.8500,32.8500,1600,32.9000,598,2026-05-15
2471,資通,20,2,1035,51.8000,50.4000,3031,,,2026-05-15
2472,立隆電,3324,66,769495,231.5000,231.5000,3583,232.0000,1294,2026-05-15
2474,可成,1252,15,241636,193.0000,193.0000,11678,194.5000,998,2026-05-15
2476,鉅祥,1125,15,135000,120.0000,120.0000,4656,120.5000,212,2026-05-15
2477,美隆電,15,1,312,20.8500,20.7500,3844,20.8500,1138,2026-05-15
2478,大毅,1312,18,107841,82.2000,82.2000,8692,82.4000,980,2026-05-15
2480,敦陽科,601,9,89549,149.0000,149.0000,7124,150.0000,2487,2026-05-15
2481,強茂,5218,62,605288,116.0000,116.0000,20638,119.0000,6058,2026-05-15
2482,連宇,1,1,16,16.6000,16.6000,2854,17.8000,396,2026-05-15
2483,百容,1,1,24,24.1000,24.1000,548,24.3000,481,2026-05-15
2484,希華,1308,12,50092,38.3000,38.2000,2337,38.3000,85,2026-05-15
2485,兆赫,3488,61,249724,71.6000,71.5000,17819,71.6000,834,2026-05-15
2486,一詮,3238,37,841880,260.0000,259.5000,3122,260.0000,5792,2026-05-15
2488,漢平,168,4,8701,51.8000,51.5000,7592,51.8000,1816,2026-05-15
2489,瑞軒,10262,85,416094,40.5500,40.5500,13733,40.6000,14544,2026-05-15
2491,吉祥全,153,2,3090,20.2000,20.0000,1905,20.2000,1612,2026-05-15
2492,華新科,9781,152,2151820,220.0000,220.0000,101240,,,2026-05-15
2493,揚博,387,7,54180,140.0000,140.0000,1140108,,,2026-05-15
2495,普安,135,5,4940,36.6000,36.6000,2143,36.8000,60,2026-05-15
2496,卓越,156,2,10077,64.6000,64.6000,3416,64.9000,2311,2026-05-15
2497,怡利電,80,3,4582,57.3000,57.3000,4340,57.8000,284,2026-05-15
2498,宏達電,8824,56,389123,44.1000,44.1000,932383,,,2026-05-15
2501,國建,717,9,15877,22.1500,22.1000,6388,22.1500,5084,2026-05-15
2504,國產,843,15,28826,34.2000,34.2000,6467,34.2500,2195,2026-05-15
2505,國揚,1710,9,30093,17.6000,17.6000,6471,17.7500,1598,2026-05-15
2506,太設,2280,11,19444,8.5300,8.5300,4847,8.5700,4669,2026-05-15
2509,全坤建,11,2,145,13.2000,13.2000,2414,13.3000,1322,2026-05-15
2511,太子,1426,13,10892,7.6400,7.6300,3187,7.6400,1964,2026-05-15
2514,龍邦,,,,,13.2000,5644,13.2500,1599,2026-05-15
2515,中工,5629,35,72878,12.9500,12.9000,39583,12.9500,25970,2026-05-15
2516,新建,631,5,7979,12.6500,12.6500,9926,12.8000,1401,2026-05-15
2520,冠德,211,5,6561,31.1000,31.1000,14446,31.2000,10840,2026-05-15
2524,京城,1,1,34,34.3500,34.3500,1810,,,2026-05-15
2527,宏璟,12,1,402,33.5000,33.3500,4209,33.5000,3305,2026-05-15
2528,皇普,292,5,6451,22.1000,22.1000,8570,22.2500,2707,2026-05-15
2530,華建,358,14,7473,20.9000,20.9000,6998,21.0500,947,2026-05-15
2534,宏盛,894,14,16131,18.0500,18.0000,14045,18.0500,3991,2026-05-15
2535,達欣工,558,9,41903,75.1000,75.0000,5674,75.1000,2237,2026-05-15
2536,宏普,20,2,404,20.2000,20.1500,1334,20.2000,577,2026-05-15
2537,聯上發,43,6,424,9.9900,9.9300,4159,9.9900,1803,2026-05-15
2538,基泰,709,7,6839,9.6500,9.6500,1849,9.7800,550,2026-05-15
2539,櫻花建,200,7,7767,38.8500,38.8500,5997,38.9000,660,2026-05-15
2540,愛山林,2124,15,116178,54.7000,54.6000,8331,54.7000,3604,2026-05-15
2542,興富發,11590,81,499505,43.1000,43.1000,12434,43.1500,16013,2026-05-15
2543,皇昌,2431,21,97109,39.9500,39.9000,7190,39.9500,768,2026-05-15
2545,皇翔,464,5,17584,37.9000,37.8500,2678,37.9000,902,2026-05-15
2546,根基,1,1,85,85.0000,85.0000,2284,85.2000,92,2026-05-15
2547,日勝生,948,13,9617,10.1500,10.1000,19163,10.1500,2264,2026-05-15
2548,華固,1631,21,204686,125.5000,125.5000,9352,126.0000,2813,2026-05-15
2597,潤弘,269,8,42635,158.5000,158.0000,1823,158.5000,2307,2026-05-15
2601,益航,300,7,1432,4.7900,4.7800,3496,4.7900,1831,2026-05-15
2603,長榮,6475,87,1362973,210.5000,210.5000,8071,211.0000,19833,2026-05-15
2605,新興,813,12,25402,31.2500,31.2000,15140,31.2500,10968,2026-05-15
2606,裕民,947,12,61079,64.5000,64.5000,9149,64.6000,4939,2026-05-15
2607,榮運,1793,21,84271,47.0000,47.0000,3147,47.1500,2746,2026-05-15
2608,嘉里大榮,552,7,16338,29.6000,29.6000,5810,29.7500,423,2026-05-15
2609,陽明,8459,94,412348,48.7500,48.7000,34190,48.7500,22294,2026-05-15
2610,華航,3801,40,70688,18.6000,18.6000,24689,18.6500,18272,2026-05-15
2611,志信,417,10,5500,13.2000,13.1500,2544,13.2000,1109,2026-05-15
2612,中航,711,4,40527,57.0000,57.0000,2799,57.3000,1578,2026-05-15
2613,中櫃,571,12,12384,21.7000,21.7000,2886,21.8500,858,2026-05-15
2614,東森,4728,38,86983,18.4000,18.3500,25598,18.4000,6767,2026-05-15
2615,萬海,2424,30,181548,74.9000,74.9000,10138,75.0000,6445,2026-05-15
2616,山隆,138,12,1886,13.7000,13.7000,4701,13.7500,702,2026-05-15
2617,台航,632,6,18420,29.1500,29.1500,3088,29.2000,505,2026-05-15
2618,長榮航,9858,80,345030,35.0000,35.0000,12815,35.0500,10385,2026-05-15
2630,亞航,592,12,25540,43.1500,43.1000,2838,43.1500,36658,2026-05-15
2633,台灣高鐵,1775,16,46150,26.0000,26.0000,26119,26.0500,12887,2026-05-15
2634,漢翔,871,13,40759,46.8000,46.8000,19072,47.0000,7549,2026-05-15
2636,台驊控股,165,8,11200,67.9000,67.8000,5197,67.9000,2558,2026-05-15
2637,慧洋-KY,456,9,34151,74.9000,74.9000,2985,75.0000,556,2026-05-15
2642,宅配通,399,12,8414,21.1000,21.1000,1867,21.1500,1701,2026-05-15
2645,長榮航太,613,13,95628,156.0000,155.0000,5233,156.0000,1540,2026-05-15
2646,星宇航空,3190,38,64580,20.2500,20.2500,16038,20.3000,1173,2026-05-15
2701,萬企,327,4,3400,10.4000,10.4000,5987,10.4500,2828,2026-05-15
2702,華園,39,3,508,13.0500,13.0000,1760,13.0500,1193,2026-05-15
2704,國賓,1,1,42,42.2500,42.2500,5348,42.3500,841,2026-05-15
2705,六福,1089,18,16654,15.3000,15.2500,1850,15.3000,1405,2026-05-15
2706,第一店,368,7,4488,12.2000,12.2000,1372,,,2026-05-15
2707,晶華,744,19,128712,173.0000,173.0000,5433,175.0000,588,2026-05-15
2712,遠雄來,,,,,15.5000,699,16.0500,1390,2026-05-15
2722,夏都,69,1,1611,23.3500,23.3500,560,23.4000,1404,2026-05-15
2723,美食-KY,50,1,3260,65.2000,65.1000,2661,65.2000,1096,2026-05-15
2727,王品,825,20,194700,236.0000,236.0000,5311,236.5000,6045,2026-05-15
2731,雄獅,622,8,100142,161.0000,161.0000,4497,161.5000,250,2026-05-15
2739,寒舍,26,1,910,35.0000,35.0000,2045,,,2026-05-15
2748,雲品,32,1,1280,40.0000,39.8000,2398,40.0000,281,2026-05-15
2753,八方雲集,200,16,35600,178.0000,178.0000,5570,179.0000,400,2026-05-15
2762,世界健身-KY,405,4,33858,83.6000,83.6000,6017,83.7000,1553,2026-05-15
2801,彰銀,8827,86,180474,20.4500,20.4500,45977,20.5500,19077,2026-05-15
2812,台中銀,23854,186,454353,19.0500,19.0500,47772,19.1000,8359,2026-05-15
2816,旺旺保,65,1,2034,31.3000,31.3000,4186,31.3500,2256,2026-05-15
2820,華票,909,13,15311,16.8500,16.8500,14525,16.9000,2316,2026-05-15
2832,台產,625,12,33496,53.6000,53.6000,4250,53.9000,1171,2026-05-15
2834,臺企銀,14422,111,230752,16.0000,16.0000,67627,16.0500,28151,2026-05-15
2836,高雄銀,2487,24,29339,11.8000,11.8000,5948,11.8500,7015,2026-05-15
2836A,高雄銀甲特,,,,,23.2500,599,24.5000,180,2026-05-15
2838,聯邦銀,4757,32,95839,20.1500,20.1500,3884,20.2000,4218,2026-05-15
2838A,聯邦銀甲特,145,1,7917,54.6000,54.6000,1841,54.8000,1381,2026-05-15
2845,遠東銀,4920,37,59518,12.1000,12.0500,24748,12.1000,4569,2026-05-15
2849,安泰銀,2583,33,34215,13.2500,13.2000,7608,13.2500,1018,2026-05-15
2850,新產,170,3,22695,133.5000,133.5000,4566,134.0000,87,2026-05-15
2851,中再保,658,15,21842,33.2000,33.1500,1947,33.2000,1659,2026-05-15
2852,第一保,326,11,8636,26.5000,26.5000,6026,26.6000,1319,2026-05-15
2855,統一證,5138,52,206537,40.2000,40.2000,7748,40.2500,6414,2026-05-15
2867,三商壽,3368,19,25927,7.7000,7.6900,5776,7.7000,4464,2026-05-15
2880,華南金,4206,67,137094,32.6000,32.6000,25131,32.6500,13520,2026-05-15
2881,富邦金,9965,121,941670,94.5000,94.4000,8818,94.5000,15121,2026-05-15
2881A,富邦特,41,1,2624,64.0000,64.0000,4167,64.1000,1343,2026-05-15
2881B,富邦金乙特,50,2,3125,62.5000,62.4000,4497,62.5000,1639,2026-05-15
2881C,富邦金丙特,565,14,28921,51.2000,51.2000,4291,51.3000,2333,2026-05-15
2882,國泰金,13483,106,1035465,76.8000,76.8000,20737,76.9000,15471,2026-05-15
2882A,國泰特,,,,,62.0000,17253,62.3000,880,2026-05-15
2882B,國泰金乙特,45,2,2731,60.7000,60.6000,3297,60.7000,602,2026-05-15
2883,凱基金,23065,155,509693,22.1000,22.0500,31330,22.1000,18049,2026-05-15
2883B,凱基金乙特,2563,12,20984,8.1900,8.1900,18524,8.2000,5705,2026-05-15
2884,玉山金,9749,107,310460,31.8500,31.8500,32897,31.9000,25539,2026-05-15
2885,元大金,10698,96,594777,55.6000,55.6000,46103,55.7000,10049,2026-05-15
2886,兆豐金,12283,131,482675,39.3000,39.3000,39263,39.3500,20263,2026-05-15
2887,台新新光金,22110,173,510683,23.1000,23.1000,58498,23.1500,30728,2026-05-15
2887E,台新新光戊特一,319,4,16428,51.5000,51.5000,20851,51.6000,1254,2026-05-15
2887F,台新新光戊特二,22,1,1041,47.3500,47.3500,3296,47.7000,185,2026-05-15
2887G,台新新光庚特一,1,1,42,42.0000,42.0000,1496,42.4500,1093,2026-05-15
2887H,台新新光庚特二,269,3,10974,40.8000,40.8000,3515,40.8500,1180,2026-05-15
2887I,台新新光辛特,13296,79,124543,9.3700,9.3700,19304,9.3800,21261,2026-05-15
2887Z1,台新新光己特,,,,,17.3000,4752,17.4500,2336,2026-05-15
2889,國票金,4463,57,65138,14.6000,14.6000,17324,14.6500,2282,2026-05-15
2890,永豐金,12011,127,366313,30.5000,30.5000,19338,30.5500,4808,2026-05-15
2891,中信金,9749,122,533229,54.7000,54.6000,11416,54.7000,17004,2026-05-15
2891B,中信金乙特,553,4,35501,64.2000,64.2000,5841,64.4000,672,2026-05-15
2891C,中信金丙特,60,7,3735,62.3000,62.2000,4097,62.3000,128,2026-05-15
2892,第一金,16216,93,476717,29.4000,29.4000,24057,29.4500,35560,2026-05-15
2897,王道銀行,393,4,3948,10.0500,10.0500,14136,10.1000,2087,2026-05-15
2897B,王道銀乙特,,,,,11.9500,2924,12.0000,499,2026-05-15
2901,欣欣,24,1,556,23.2000,23.2000,1485,25.6000,1299,2026-05-15
2903,遠百,2321,24,51866,22.3500,22.3000,5785,22.3500,2102,2026-05-15
2904,匯僑,152,5,2354,15.5000,15.4500,4171,15.5000,3354,2026-05-15
2905,三商,1032,7,13724,13.3000,13.3000,4009,13.3500,1076,2026-05-15
2906,高林,928,8,11412,12.3000,12.2500,2626,12.3000,1994,2026-05-15
2908,特力,469,1,9731,20.7500,20.7500,2367,20.8000,1533,2026-05-15
2910,統領,,,,,21.3500,4146,22.2500,1459,2026-05-15
2911,麗嬰房,950,9,4750,5.0000,5.0000,3813,5.0300,1102,2026-05-15
2912,統一超,508,21,115057,226.5000,226.5000,5671,227.0000,1312,2026-05-15
2913,農林,8181,68,89149,10.9000,10.8500,31923,10.9000,38456,2026-05-15
2915,潤泰全,3445,46,147089,42.7000,42.7000,11793,42.7500,11771,2026-05-15
2923,鼎固-KY,925,5,20350,22.0000,21.9000,190,22.0000,636,2026-05-15
2929,淘帝-KY,662,3,3646,5.5100,5.5100,2783,6.0000,89,2026-05-15
2939,永邑-KY,254,2,6044,23.8000,23.8000,895,,,2026-05-15
2945,三商家購,25,1,1021,40.8500,40.5500,567,40.8500,673,2026-05-15
3002,歐格,20,2,360,18.0000,17.5000,3657,18.0000,137,2026-05-15
3003,健和興,891,5,54795,61.5000,61.5000,3672,61.8000,210,2026-05-15
3004,豐達科,244,8,28424,116.5000,116.5000,4788,117.0000,215,2026-05-15
3005,神基,1398,26,146790,105.0000,105.0000,11299,105.5000,3424,2026-05-15
3006,晶豪科,4090,35,973420,238.0000,238.0000,712388,,,2026-05-15
3008,大立光,5771,249,18092085,3135.0000,3135.0000,345018,,,2026-05-15
3010,華立,334,5,44088,132.0000,132.0000,5806,133.0000,237,2026-05-15
3011,今皓,202,9,2560,12.7000,12.6000,1261,12.7000,278,2026-05-15
3013,晟銘電,544,16,57664,106.0000,106.0000,3869,108.5000,2794,2026-05-15
3014,聯陽,394,16,54766,139.0000,138.5000,3349,139.0000,2840,2026-05-15
3015,全漢,4,1,202,50.6000,50.6000,5001,50.7000,61,2026-05-15
3016,嘉晶,600,13,76200,127.0000,126.0000,1889,127.0000,5924,2026-05-15
3017,奇鋐,5594,331,14404550,2575.0000,2575.0000,11273,2580.0000,1794,2026-05-15
3018,隆銘綠能,91,4,922,10.1500,10.1500,846,10.2000,1004,2026-05-15
3019,亞光,3812,85,560364,147.0000,146.5000,7059,147.0000,2541,2026-05-15
3021,鴻名,81,2,1377,17.0000,17.0000,2916,17.0500,60,2026-05-15
3022,威強電,73,3,4964,68.0000,67.8000,2950,68.0000,1214,2026-05-15
3023,信邦,188,15,55648,296.0000,296.0000,3975,297.5000,218,2026-05-15
3024,憶聲,1139,15,18844,16.5500,16.5500,4979,16.6000,1818,2026-05-15
3025,星通,32,5,1943,60.8000,60.8000,2778,61.0000,402,2026-05-15
3026,禾伸堂,8253,128,2950427,357.5000,357.5000,46558,,,2026-05-15
3027,盛達,6,3,104,17.5000,17.5000,1186,17.5500,1424,2026-05-15
3028,增你強,1496,37,117873,78.8000,78.8000,5598,79.0000,196,2026-05-15
3029,零壹,305,4,29736,97.5000,97.5000,2922,97.7000,964,2026-05-15
3030,德律,1164,39,473159,406.5000,406.5000,5337,407.0000,499,2026-05-15
3031,佰鴻,8,2,240,30.0000,30.0000,2319,,,2026-05-15
3032,偉訓,275,7,22026,80.1000,80.1000,4578,80.3000,575,2026-05-15
3033,威健,6007,58,278710,46.4000,46.4000,6658,46.4500,877,2026-05-15
3034,聯詠,2947,71,1452871,493.0000,492.5000,6347,493.0000,3711,2026-05-15
3035,智原,6073,89,1205477,198.5000,198.5000,12328,199.0000,365,2026-05-15
3036,文曄,2486,37,681164,274.0000,274.0000,15839,275.0000,654,2026-05-15
3037,欣興,9023,209,7994378,886.0000,886.0000,44828,887.0000,4304,2026-05-15
3038,全台,473,11,10826,22.9000,22.9000,2180,23.0000,682,2026-05-15
3040,遠見,86,4,3387,39.4000,39.4000,3422,41.4000,32,2026-05-15
3041,揚智,2251,22,53566,23.8000,23.8000,5361,24.0000,1611,2026-05-15
3042,晶技,3148,44,472200,150.0000,150.0000,8877,151.0000,2604,2026-05-15
3043,科風,1114,11,21608,19.4000,19.4000,5604,19.5500,2330,2026-05-15
3044,健鼎,1516,54,782256,516.0000,515.0000,8915,516.0000,1209,2026-05-15
3045,台灣大,3382,42,387228,114.5000,114.5000,26072,115.0000,5992,2026-05-15
3046,建碁,842,7,42942,51.0000,51.0000,8250,51.3000,2483,2026-05-15
3047,訊舟,279,4,3974,14.2500,14.2500,4765,14.3500,759,2026-05-15
3048,益登,5805,43,296055,51.0000,51.0000,1761813,,,2026-05-15
3049,精金,2600,27,32877,12.6500,12.6500,2679,12.7000,645,2026-05-15
3050,鈺德,15,2,182,12.2000,12.0500,3199,12.2000,550,2026-05-15
3051,力特,1056,13,27874,26.4000,26.2500,5598,26.4000,692,2026-05-15
3052,夆典,1070,24,11330,10.6000,10.6000,2506,10.6500,722,2026-05-15
3054,立萬利,,,,,67.5000,1075,67.8000,752,2026-05-15
3055,蔚華科,1895,22,201814,106.5000,106.5000,3627,107.0000,519,2026-05-15
3056,富華新,1400,12,19316,13.8000,13.8000,9032,13.9000,4346,2026-05-15
3057,喬鼎,1343,15,25517,19.0000,19.0000,1801,19.0500,692,2026-05-15
3058,立德,313,6,2581,8.2500,8.2500,4003,8.2900,504,2026-05-15
3059,華晶科,481,15,19260,40.0500,39.9500,5048,40.0500,367,2026-05-15
3060,銘異,181,8,5046,27.9000,27.8000,2383,27.9000,1255,2026-05-15
3062,建漢,1649,19,44598,27.0500,27.0500,2144,27.1500,1123,2026-05-15
3090,日電貿,2529,41,330026,130.5000,130.5000,11996,131.0000,3157,2026-05-15
3092,鴻碩,1,1,29,29.3500,29.3500,1574,29.4500,192,2026-05-15
3094,聯傑,185,9,6221,33.6500,33.6500,4229,,,2026-05-15
3130,一零四,103,3,22969,223.0000,219.5000,2067,223.0000,1734,2026-05-15
3135,凌航,1799,33,403873,224.5000,224.5000,15149,225.0000,222,2026-05-15
3138,耀登,756,19,115668,153.0000,153.0000,2193,155.0000,706,2026-05-15
3149,正達,3087,35,166379,53.9000,53.9000,6368,54.1000,257,2026-05-15
3150,鈺寶-創,159,1,2917,18.3500,18.3500,390,,,2026-05-15
3164,景岳,3157,59,54596,17.3000,17.2500,5434,17.3000,5607,2026-05-15
3167,大量,878,28,671670,765.0000,750.0000,451,765.0000,3026,2026-05-15
3168,眾福科,,,,,43.9500,1438,,,2026-05-15
3189,景碩,14441,250,7538202,522.0000,522.0000,9929,523.0000,9401,2026-05-15
3209,全科,1363,21,86000,63.1000,63.1000,2970,63.5000,2550,2026-05-15
3229,晟鈦,648,13,26141,40.3500,,,40.3500,1554,2026-05-15
3231,緯創,9771,175,1358169,139.0000,138.5000,39929,139.0000,8488,2026-05-15
3257,虹冠電,586,7,31876,54.4000,54.3000,2441,54.4000,943,2026-05-15
3266,昇陽,43,2,547,12.7500,12.6000,2404,12.7500,286,2026-05-15
3296,勝德,1,1,21,21.5500,21.5500,3744,,,2026-05-15
3305,昇貿,2442,41,308910,126.5000,126.0000,8207,126.5000,3857,2026-05-15
3308,聯德,244,4,4976,20.4000,20.4000,1104,20.4500,245,2026-05-15
3311,閎暉,312,11,9806,31.4500,31.3000,1638,31.4500,1769,2026-05-15
3312,弘憶股,2229,27,108765,48.8000,48.8000,5870,48.8500,1441,2026-05-15
3321,同泰,1458,9,23328,16.0000,16.0000,5038,16.0500,1956,2026-05-15
3338,泰碩,196,6,13542,69.1000,69.1000,2451,69.3000,160,2026-05-15
3346,麗清,456,6,7296,16.0000,16.0000,4494,16.7000,623,2026-05-15
3356,奇偶,2466,23,154364,62.6000,62.6000,2021,62.7000,2124,2026-05-15
3376,新日興,1985,39,392031,197.5000,197.0000,9019,197.5000,5862,2026-05-15
3380,明泰,569,14,18143,31.9000,31.9000,14456,31.9500,158,2026-05-15
3406,玉晶光,3590,109,2021170,563.0000,563.0000,9299,564.0000,146,2026-05-15
3413,京鼎,2705,36,868305,321.0000,321.0000,4015,321.5000,2788,2026-05-15
3416,融程電,21,3,3549,169.0000,169.0000,1983,169.5000,26,2026-05-15
3419,譁裕,200,3,2768,13.8500,13.7500,1498,13.8500,39,2026-05-15
3432,台端,81,2,1551,19.1500,19.1500,719,19.4500,981,2026-05-15
3437,榮創,254,6,6195,24.4000,24.4000,1303,24.4500,1731,2026-05-15
3443,創意,1937,264,9830275,5075.0000,5075.0000,1927,5080.0000,1842,2026-05-15
3447,展達,100,1,3710,37.1000,36.4500,2246,40.0000,30,2026-05-15
3450,聯鈞,5716,126,2417868,423.0000,423.0000,9184,423.5000,2192,2026-05-15
3481,群創,146870,766,5206242,35.4500,35.4500,178261,35.5000,60074,2026-05-15
3494,誠研,100,2,754,7.5500,7.3500,1497,7.5500,2122,2026-05-15
3501,維熹,500,4,20399,40.8000,39.6000,1923,40.8000,565,2026-05-15
3504,揚明光,921,19,65755,71.4000,71.4000,6142,71.5000,1018,2026-05-15
3515,華擎,70,5,15994,228.5000,228.5000,3205,229.0000,207,2026-05-15
3518,柏騰,88,5,3188,36.2500,36.1000,549,36.2500,2773,2026-05-15
3528,安馳,270,6,22543,83.5000,83.5000,3389,,,2026-05-15
3530,晶相光,1,1,68,68.8000,68.8000,2436,70.2000,399,2026-05-15
3532,台勝科,624,15,153504,246.0000,246.0000,38,246.5000,9097,2026-05-15
3533,嘉澤,1584,63,3896640,2460.0000,2455.0000,2150,2460.0000,1084,2026-05-15
3535,晶彩科,396,13,48904,123.5000,123.0000,4854,123.5000,1745,2026-05-15
3543,州巧,406,5,15345,37.8000,37.8000,1093,42.2000,3996,2026-05-15
3545,敦泰,1114,20,64612,58.0000,57.8000,2604,58.0000,54,2026-05-15
3550,聯穎,543,10,11455,21.1000,21.1000,3305,22.0000,672,2026-05-15
3557,嘉威,395,4,11197,28.3500,28.3500,189846,,,2026-05-15
3563,牧德,740,37,607540,821.0000,821.0000,8581,828.0000,681,2026-05-15
3576,聯合再生,6978,61,123134,17.6500,17.6500,7534,17.7000,5923,2026-05-15
3583,辛耘,2084,95,1944372,933.0000,933.0000,6742,934.0000,509,2026-05-15
3588,通嘉,389,12,23530,60.5000,60.5000,4168,60.7000,1770,2026-05-15
3591,艾笛森,951,13,22389,23.5500,23.5500,9914,23.7000,420,2026-05-15
3592,瑞鼎,418,10,110352,264.0000,264.0000,4104,265.0000,187,2026-05-15
3593,力銘,115,4,2005,17.4500,17.4500,1212,17.5500,1635,2026-05-15
3596,智易,466,7,84112,180.5000,180.5000,5712,181.0000,706,2026-05-15
3605,宏致,1581,21,127895,80.9000,80.9000,8609,82.0000,433,2026-05-15
3607,谷崧,1,1,14,14.4500,14.4500,507,14.7000,556,2026-05-15
3617,碩天,2,1,390,195.0000,195.0000,4148,198.0000,581,2026-05-15
3622,洋華,,,,,55.2000,4498,55.4000,198,2026-05-15
3645,達邁,1203,38,135939,113.0000,113.0000,10376,114.5000,1535,2026-05-15
3652,精聯,1,1,30,30.3000,30.3000,1497,,,2026-05-15
3653,健策,2632,139,8869840,3370.0000,3370.0000,9345,3380.0000,154,2026-05-15
3661,世芯-KY,2556,185,12345480,4830.0000,4825.0000,626,4830.0000,6042,2026-05-15
3665,貿聯-KY,5688,263,12798000,2250.0000,,,2250.0000,6655,2026-05-15
3669,圓展,24,2,920,38.3500,38.3500,1681,38.4500,240,2026-05-15
3673,TPK-KY,2060,25,134510,65.3000,65.3000,17317,65.4000,1729,2026-05-15
3679,新至陞,2,1,240,120.0000,118.5000,3718,120.0000,698,2026-05-15
3686,達能,1274,6,21911,17.2000,17.2000,2718,17.2500,1450,2026-05-15
3694,海華,61,2,3568,58.5000,58.5000,2767,59.4000,100,2026-05-15
3701,大眾控,395,16,22548,57.1000,57.0000,2121,57.1000,77,2026-05-15
3702,大聯大,6462,47,714041,110.5000,110.5000,10136,111.0000,5959,2026-05-15
3703,欣陸,2424,25,48590,20.0500,20.0500,3887,21.0000,558,2026-05-15
3704,合勤控,1244,19,45651,36.7000,36.6500,3599,36.7000,2377,2026-05-15
3705,永信,300,4,16768,55.9000,55.8000,1571,55.9000,1007,2026-05-15
3706,神達,4670,45,381995,81.8000,81.7000,26012,81.8000,13544,2026-05-15
3708,上緯投控,161,8,18837,117.0000,116.5000,2378,117.0000,20349,2026-05-15
3711,日月光投控,11448,246,6296400,550.0000,550.0000,25213,551.0000,5761,2026-05-15
3712,永崴投控,805,13,14443,17.9500,,,17.9500,40104,2026-05-15
3714,富采,4603,69,315742,68.6000,68.4000,14162,68.6000,7635,2026-05-15
3715,定穎投控,3729,52,678678,182.0000,181.5000,6170,182.0000,10736,2026-05-15
3716,中化控股,307,4,10651,34.7000,34.7000,4589,34.7500,2991,2026-05-15
3717,聯嘉投控,34,3,754,22.2000,22.2000,1614,23.5000,259,2026-05-15
4104,佳醫,605,9,41863,69.2000,69.0000,6192,69.2000,684,2026-05-15
4106,雃博,100,6,2287,22.9000,22.9000,1129,22.9500,1078,2026-05-15
4108,懷特,41,2,483,11.8000,11.7500,3984,11.8000,1210,2026-05-15
4119,旭富,721,11,29484,40.9000,40.8000,5039,40.9000,823,2026-05-15
4133,亞諾法,217,12,4586,21.1500,21.1500,1090,21.2500,601,2026-05-15
4137,麗豐-KY,,,,,106.5000,2371,107.5000,220,2026-05-15
4142,國光生,10,5,180,18.0000,17.7000,2439,18.0000,1189,2026-05-15
4148,全宇生技-KY,,,,,35.9500,1279,37.6000,95,2026-05-15
4155,訊映,9,3,126,14.1000,14.0000,884,14.1000,2026,2026-05-15
4164,承業醫,134,6,3769,28.1500,28.1000,2816,28.1500,209,2026-05-15
4169,泰宗,693,8,103950,150.0000,150.0000,817,150.5000,1000,2026-05-15
4178,永笙-KY,207,1,3943,19.0500,,,19.0500,1551,2026-05-15
4190,佐登-KY,8,2,200,25.1000,24.6500,556,25.1000,1578,2026-05-15
4195,基米-創,250,3,4936,19.7500,19.5000,3284,19.7500,3044,2026-05-15
