Code,Name,TradeVolume,Transaction,TradeValue,TradePrice,BestBidPrice,BestBidVolume,BestAskPrice,BestAskVolume,date
3532,台勝科,600,17,132896,221.5000,,,221.5000,7811,2026-05-17
3533,嘉澤,608,52,1416640,2330.0000,2325.0000,1893,2330.0000,3132,2026-05-17
3535,晶彩科,441,11,54243,123.0000,123.0000,4405,126.0000,1595,2026-05-17
3543,州巧,,,,,36.4500,1199,38.1500,356,2026-05-17
3545,敦泰,964,20,53208,55.2000,55.2000,3361,55.3000,2175,2026-05-17
3550,聯穎,1104,17,23007,20.8500,20.8500,1226,20.9000,1187,2026-05-17
3557,嘉威,17,3,460,27.1000,27.0500,1722,27.1000,1451,2026-05-17
3563,牧德,3088,86,2702000,875.0000,875.0000,3192,876.0000,1764,2026-05-17
3576,聯合再生,7958,66,134861,16.9500,16.9500,5517,17.0000,6364,2026-05-17
3583,辛耘,1870,83,1662430,889.0000,888.0000,5811,889.0000,594,2026-05-17
3588,通嘉,655,10,39300,60.0000,59.9000,2360,60.0000,2118,2026-05-17
3591,艾笛森,89,7,2118,23.8500,23.7000,1985,23.8500,1321,2026-05-17
3592,瑞鼎,160,10,40000,250.0000,249.0000,3326,250.0000,654,2026-05-17
3593,力銘,201,6,3476,17.3000,17.3000,2960,17.5000,742,2026-05-17
3596,智易,818,25,150100,183.5000,183.5000,2747,184.0000,309,2026-05-17
3605,宏致,1169,13,90827,77.7000,77.7000,6338,79.4000,338,2026-05-17
3607,谷崧,3,3,42,14.1000,14.0000,1598,14.1000,829,2026-05-17
3617,碩天,111,7,20979,189.0000,189.0000,2773,192.5000,207,2026-05-17
3622,洋華,833,9,44149,53.0000,52.9000,2950,53.0000,482,2026-05-17
3645,達邁,2769,44,293514,106.0000,106.0000,7238,106.5000,2822,2026-05-17
3652,精聯,688,1,20536,29.8500,29.8500,810,,,2026-05-17
3653,健策,2176,116,7539840,3465.0000,3465.0000,3863,3470.0000,673,2026-05-17
3661,世芯-KY,2950,385,13570000,4600.0000,4600.0000,1072,4605.0000,7646,2026-05-17
3665,貿聯-KY,2574,111,5444010,2115.0000,2115.0000,10924,2120.0000,180,2026-05-17
3669,圓展,15,1,568,37.9000,37.7500,531,37.9000,191,2026-05-17
3673,TPK-KY,2306,32,150573,65.3000,65.3000,14094,66.0000,4823,2026-05-17
3679,新至陞,107,2,12626,118.0000,116.0000,4122,118.0000,510,2026-05-17
3686,達能,361,10,6366,17.6500,17.6500,2827,17.7000,983,2026-05-17
3694,海華,46,2,2754,59.9000,59.9000,2512,60.8000,9273,2026-05-17
3701,大眾控,726,11,40433,55.7000,55.7000,5040,55.9000,197,2026-05-17
3702,大聯大,4629,40,504561,109.0000,109.0000,15315,109.5000,8942,2026-05-17
3703,欣陸,353,5,7094,20.1000,20.1000,2000,20.1500,714,2026-05-17
3704,合勤控,3142,30,119543,38.0500,38.0500,2872,38.1500,3848,2026-05-17
3705,永信,563,5,31414,55.8000,55.8000,2984,55.9000,1682,2026-05-17
3706,神達,3931,45,315646,80.3000,80.2000,23119,80.3000,11463,2026-05-17
3708,上緯投控,204,8,23256,114.0000,113.5000,1998,114.0000,19106,2026-05-17
3711,日月光投控,14215,321,7775605,547.0000,546.0000,5661,547.0000,8195,2026-05-17
3712,永崴投控,555,9,8989,16.2000,,,16.2000,41247,2026-05-17
3714,富采,5297,55,355944,67.2000,67.1000,11293,67.2000,8116,2026-05-17
3715,定穎投控,4049,55,712624,176.0000,175.5000,12803,176.0000,7029,2026-05-17
3716,中化控股,1832,21,61364,33.5000,33.4500,4448,33.7000,1805,2026-05-17
3717,聯嘉投控,101,6,2241,22.2000,22.1500,3013,22.2000,651,2026-05-17
4104,佳醫,1273,34,86686,68.1000,68.1000,4438,69.0000,1749,2026-05-17
4106,雃博,105,4,2393,22.8000,22.8000,1634,22.8500,1053,2026-05-17
4108,懷特,6,6,66,11.7000,11.7000,1525,11.7500,1085,2026-05-17
4119,旭富,516,14,20893,40.5000,40.5000,1771,41.2500,120,2026-05-17
4133,亞諾法,170,6,3570,21.0000,20.9500,2920,21.0000,1213,2026-05-17
4137,麗豐-KY,25,3,2637,105.5000,105.5000,2108,107.0000,177,2026-05-17
4142,國光生,105,7,1810,17.2500,17.2500,4921,17.8500,4066,2026-05-17
4148,全宇生技-KY,150,3,5250,35.0000,35.0000,1331,37.1000,95,2026-05-17
4155,訊映,1244,12,17784,14.3000,14.3000,701,14.5000,1998,2026-05-17
4164,承業醫,934,3,28020,30.0000,28.3500,1770,30.0000,2174,2026-05-17
4169,泰宗,350,6,51973,148.5000,148.5000,147,149.5000,2585,2026-05-17
4178,永笙-KY,64,1,1152,18.0000,18.0000,1934,18.9500,1899,2026-05-17
4190,佐登-KY,63,2,1549,24.6000,24.5000,1538,24.6000,1794,2026-05-17
4195,基米-創,300,2,5550,18.5000,18.5000,5113,18.7500,3172,2026-05-17
4306,炎洲,1398,16,18379,13.1500,13.1500,6941,13.2000,2849,2026-05-17
4414,如興,938,8,8775,9.3600,9.3600,8870,9.3800,211,2026-05-17
4426,利勤,991,3,7728,7.8000,7.8000,2200,7.9200,2837,2026-05-17
4438,廣越,6,1,343,57.2000,57.2000,3629,58.0000,402,2026-05-17
4439,冠星-KY,,,,,95.0000,1908,96.3000,1424,2026-05-17
4440,宜新實業,,,,,18.5000,2574,18.6500,785,2026-05-17
4441,振大環球,500,4,106500,213.0000,203.5000,546,213.0000,55,2026-05-17
4526,東台,3578,28,132559,37.0500,37.0500,1956,37.1000,1367,2026-05-17
4532,瑞智,602,8,13846,23.0000,23.0000,1231,23.4000,224,2026-05-17
4536,拓凱,50,2,7700,154.0000,154.0000,2728,154.5000,446,2026-05-17
4540,全球傳動,1204,20,85358,70.9000,70.9000,32649,,,2026-05-17
4545,銘鈺,30,4,870,29.0000,28.8000,4498,29.0000,1432,2026-05-17
4551,智伸科,462,9,69762,151.0000,150.5000,1908,151.0000,196,2026-05-17
4552,力達-KY,35,4,690,19.8000,19.8000,3827,19.9000,3661,2026-05-17
4555,氣立,300,6,12673,42.2500,41.9000,797,42.2500,1306,2026-05-17
4557,永新-KY,,,,,50.0000,1658,50.1000,174,2026-05-17
4560,強信-KY,,,,,33.9000,699,34.3000,302,2026-05-17
4562,穎漢,1,1,39,39.0500,39.0500,54596,,,2026-05-17
4564,元翎,331,9,5423,16.4000,16.4000,1262,16.6000,1283,2026-05-17
4566,時碩工業,20,2,1257,62.9000,62.9000,2895,63.1000,201,2026-05-17
4569,六方科-KY,100,4,20400,204.0000,200.0000,2794,204.0000,251,2026-05-17
4571,鈞興-KY,782,20,165784,212.0000,211.5000,2682,212.0000,642,2026-05-17
4572,駐龍,40,1,5780,144.5000,144.0000,2023,144.5000,658,2026-05-17
4576,大銀微系統,464,26,123188,265.5000,265.5000,207468,,,2026-05-17
4581,光隆精密-KY,,,,,49.4000,1498,,,2026-05-17
4583,台灣精銳,486,23,377622,777.0000,777.0000,2566,778.0000,437,2026-05-17
4585,達明,469,26,166495,355.0000,355.0000,5132,356.0000,402,2026-05-17
4588,玖鼎電力,50,2,2740,54.8000,54.8000,1827,61.2000,1099,2026-05-17
4590,富田-創,500,4,36549,73.1000,73.1000,705,75.1000,200,2026-05-17
4720,德淵,490,10,13230,27.0000,26.9000,1998,27.0000,800,2026-05-17
4722,國精化,1817,25,478774,263.5000,263.0000,5640,263.5000,1856,2026-05-17
4736,泰博,171,1,20862,122.0000,121.5000,5797,122.0000,4041,2026-05-17
4737,華廣,667,4,39753,59.6000,59.6000,10172,60.6000,700,2026-05-17
4739,康普,1469,29,141456,96.3000,95.8000,6302,96.3000,3482,2026-05-17
4746,台耀,10,2,547,54.8000,53.5000,1798,54.8000,491,2026-05-17
4755,三福化,204,8,27844,136.5000,136.5000,1874,139.0000,26,2026-05-17
4763,材料*-KY,2920,28,121757,41.7000,41.7000,6318,41.8500,32407,2026-05-17
4764,雙鍵,355,7,105080,296.0000,295.0000,216,296.0000,1408,2026-05-17
4766,南寶,161,10,59892,372.0000,371.5000,4784,372.0000,546,2026-05-17
4770,上品,,,,,228.5000,2686,229.0000,209,2026-05-17
4771,望隼,1,1,188,188.0000,185.0000,1784,188.0000,299,2026-05-17
4807,日成-KY,51,4,1228,24.1000,24.1000,4148,24.2000,2248,2026-05-17
4904,遠傳,7323,63,713975,97.5000,97.5000,16850,97.8000,20652,2026-05-17
4906,正文,3080,30,120730,39.2000,39.2000,6328,39.3000,2400,2026-05-17
4912,聯德控股-KY,771,6,80955,105.0000,105.0000,6863,105.5000,1330,2026-05-17
4915,致伸,500,7,36698,73.4000,72.8000,2525,73.4000,1104,2026-05-17
4916,事欣科,555,12,37625,67.8000,67.7000,1228,67.8000,2188,2026-05-17
4919,新唐,8666,113,1338878,154.5000,154.5000,12551,155.0000,3628,2026-05-17
4927,泰鼎-KY,1231,11,60502,49.1500,49.1500,15766,50.0000,414,2026-05-17
4930,燦星網,34,3,582,17.1500,17.1500,4588,17.3000,1225,2026-05-17
4934,太極,420,7,6990,16.6500,16.6000,3768,16.6500,141,2026-05-17
4935,茂林-KY,1,1,35,35.9500,35.8000,2597,35.9500,307,2026-05-17
4938,和碩,2666,36,205282,77.0000,76.9000,15255,77.0000,6937,2026-05-17
4942,嘉彰,,,,,36.9000,699,37.2500,120,2026-05-17
4943,康控-KY,,,,,9.2900,1304,9.3000,1626,2026-05-17
4949,有成精密,671,8,57770,86.1000,86.1000,2833,,,2026-05-17
4952,凌通,5,1,252,50.5000,50.4000,1911,50.5000,57,2026-05-17
4956,光鋐,171,7,7353,43.0000,43.0000,1806,,,2026-05-17
4958,臻鼎-KY,23934,380,9633379,402.5000,402.0000,42058,402.5000,15928,2026-05-17
4960,誠美材,2737,26,93737,34.2500,34.2500,5266,34.3500,1609,2026-05-17
4961,天鈺,1752,26,294336,168.0000,168.0000,4377,168.5000,2672,2026-05-17
4967,十銓,3813,56,1054283,276.5000,276.5000,5091,277.0000,2083,2026-05-17
4968,立積,854,16,95219,111.5000,111.5000,4383,112.0000,1548,2026-05-17
4976,佳凌,264,6,8078,30.6000,30.5500,1429,30.6000,378,2026-05-17
4977,眾達-KY,1616,33,366832,227.0000,227.0000,4729,227.5000,294,2026-05-17
4989,榮科,2130,23,187440,88.0000,88.0000,6068,88.4000,594,2026-05-17
4994,傳奇,,,,,91.4000,1751,92.0000,837,2026-05-17
4999,鑫禾,376,11,7630,20.3000,20.2000,1916,20.3000,676,2026-05-17
5007,三星,,,,,56.3000,2054,57.1000,1177,2026-05-17
5203,訊連,482,7,30606,63.5000,63.5000,2510,64.0000,616,2026-05-17
5215,科嘉-KY,77,2,3311,43.0000,43.0000,2523,43.2500,1739,2026-05-17
5222,全訊,2255,14,284130,126.0000,126.0000,2451,126.5000,158,2026-05-17
5225,東科-KY,,,,,70.6000,2300,71.5000,1137,2026-05-17
5234,達興材料,1024,31,410106,400.5000,400.0000,3565,400.5000,2672,2026-05-17
5243,乙盛-KY,1264,22,129554,102.5000,102.5000,2644,103.0000,7030,2026-05-17
5244,弘凱,50,1,1932,38.6500,38.6500,2048,41.0000,222,2026-05-17
5258,虹堡,457,14,24446,53.5000,53.2000,3296,53.5000,432,2026-05-17
5269,祥碩,2987,99,4375955,1465.0000,1460.0000,5307,1465.0000,4857,2026-05-17
5283,禾聯碩,205,3,10638,51.9000,51.8000,3292,51.9000,2657,2026-05-17
5284,jpp-KY,1068,27,401027,375.5000,374.0000,3823,375.5000,2385,2026-05-17
5285,界霖,184,10,13740,74.7000,74.7000,3784,76.2000,113,2026-05-17
5288,豐祥-KY,20,2,3070,153.5000,153.0000,2568,153.5000,995,2026-05-17
5292,華懋,150,6,34050,227.0000,227.0000,1889,227.5000,250,2026-05-17
5306,桂盟,470,6,39995,85.1000,84.9000,2614,85.1000,374,2026-05-17
5388,中磊,284,10,22093,77.8000,77.8000,8256,78.0000,6253,2026-05-17
5434,崇越,880,17,364320,414.0000,412.0000,2808,414.0000,1133,2026-05-17
5469,瀚宇博,281,12,22390,79.7000,79.6000,4152,79.7000,1158,2026-05-17
5471,松翰,1061,10,53895,50.8000,50.5000,2098,50.8000,718,2026-05-17
5484,慧友,1870,27,76670,41.0000,41.0000,4302,41.4500,311,2026-05-17
5515,建國,793,8,31877,40.2000,40.2000,1442,40.3500,4289,2026-05-17
5519,隆大,,,,,32.1000,2298,32.5000,748,2026-05-17
5521,工信,1704,19,17546,10.3000,10.3000,8808,10.5000,520,2026-05-17
5522,遠雄,61,3,4331,71.0000,71.0000,1991,71.2000,98,2026-05-17
5525,順天,10,1,227,22.7000,22.5000,3450,22.7000,3073,2026-05-17
5531,鄉林,914,4,7312,8.0000,8.0000,1938,8.0300,608,2026-05-17
5533,皇鼎,,,,,13.9000,1890,14.0000,238,2026-05-17
5534,長虹,222,3,16983,76.5000,76.5000,7757,76.7000,5140,2026-05-17
5538,東明-KY,90,3,3261,36.2500,36.0500,700,36.2500,247,2026-05-17
5546,永固-KY,,,,,16.1500,549,17.0000,1273,2026-05-17
5607,遠雄港,539,16,25598,47.5000,47.4000,499,47.5000,2842,2026-05-17
5608,四維航,1489,16,21065,14.1500,14.1500,2410,14.2500,1329,2026-05-17
5706,鳳凰,620,12,31057,50.1000,50.1000,4738,50.3000,94,2026-05-17
5871,中租-KY,2674,44,284775,106.5000,106.5000,17585,107.0000,7854,2026-05-17
5871A,中租-KY甲特,180,1,18360,102.0000,102.0000,5514,102.5000,4100,2026-05-17
5876,上海商銀,913,17,36604,40.1000,40.0000,10625,40.1000,9326,2026-05-17
5880,合庫金,19451,137,444397,22.8500,22.8000,28834,22.8500,20765,2026-05-17
5906,台南-KY,,,,,43.0500,33,46.6000,1142,2026-05-17
5907,大洋-KY,,,,,5.2000,739,5.5000,1998,2026-05-17
6005,群益證,5051,52,157828,31.2500,31.2500,10377,31.3000,4868,2026-05-17
6024,群益期,80,2,4584,57.3000,56.7000,1964,57.3000,1435,2026-05-17
6108,競國,,,,,18.6000,1710,18.7000,276,2026-05-17
6112,邁達特,260,5,10920,42.0000,42.0000,3796,43.2000,12294,2026-05-17
6115,鎰勝,301,5,14085,46.8000,46.8000,1662,46.8500,763,2026-05-17
6116,彩晶,10542,71,108032,10.2500,10.2500,32246,10.3000,3377,2026-05-17
6117,迎廣,521,9,42722,82.0000,82.0000,2640,82.4000,1155,2026-05-17
6120,達運,1825,12,22990,12.6000,12.5500,1528,12.6000,3352,2026-05-17
6128,上福,,,,,19.5000,797,20.5000,278,2026-05-17
6133,金橋,16,6,336,21.0500,20.8500,3166,21.0500,8,2026-05-17
6136,富爾特,14,2,347,24.8500,24.8500,773,24.9000,117,2026-05-17
6139,亞翔,899,45,626603,697.0000,696.0000,6177,697.0000,3534,2026-05-17
6141,柏承,7615,32,215114,28.2500,28.2500,100846,,,2026-05-17
6142,友勁,1046,16,8347,7.9900,7.9900,4066,8.0600,20,2026-05-17
6152,百一,906,13,13403,14.8000,14.7500,2099,14.8000,536,2026-05-17
6153,嘉聯益,1055,19,17613,16.7000,16.7000,22410,16.8000,2016,2026-05-17
6155,鈞寶,1070,14,52746,49.3000,49.0000,6827,49.3000,1321,2026-05-17
6164,華興,947,12,11076,11.7000,11.7000,1893,11.7500,1518,2026-05-17
6165,浪凡,30,1,1455,48.5000,48.5000,1153,53.8000,538,2026-05-17
6166,凌華,1648,25,184576,112.0000,112.0000,6042,112.5000,2166,2026-05-17
6168,宏齊,53,5,1387,26.2000,26.2000,1721,26.3000,2,2026-05-17
6176,瑞儀,893,22,89300,100.0000,100.0000,8768,100.5000,1979,2026-05-17
6177,達麗,250,3,11411,45.6500,45.6500,3264,45.9000,2444,2026-05-17
6183,關貿,1,1,92,92.2000,92.2000,2927,93.7000,217,2026-05-17
6184,大豐電,10,1,462,46.2000,46.2000,3390,46.4000,237,2026-05-17
6189,豐藝,335,5,16080,48.0000,48.0000,2148,48.1000,2433,2026-05-17
6191,精成科,2571,33,233441,90.8000,90.8000,5271,90.9000,325,2026-05-17
6192,巨路,574,5,72898,127.0000,127.0000,4413,131.0000,926,2026-05-17
6196,帆宣,2887,69,1177896,408.0000,408.0000,7743,411.0000,101,2026-05-17
6197,佳必琪,1531,33,333758,218.0000,217.5000,5521,218.0000,5529,2026-05-17
6201,亞弘電,220,4,10548,47.9500,47.9000,1695,47.9500,1116,2026-05-17
6202,盛群,2601,24,137853,53.0000,53.0000,3085,53.3000,4819,2026-05-17
6205,詮欣,795,13,61055,76.8000,76.8000,1982,85.0000,520,2026-05-17
6206,飛捷,1126,25,146380,130.0000,129.0000,6889,130.0000,999,2026-05-17
6209,今國光,775,8,52155,67.3000,67.2000,7219,67.3000,20560,2026-05-17
6213,聯茂,9250,168,2340250,253.0000,253.0000,11264,253.5000,1680,2026-05-17
6214,精誠,1081,12,131882,122.0000,122.0000,1648,122.5000,1043,2026-05-17
6215,和椿,1566,19,204360,130.5000,130.5000,412583,,,2026-05-17
6216,居易,,,,,22.5500,1414,23.0000,1162,2026-05-17
6224,聚鼎,536,11,38427,71.7000,71.7000,2253,79.7000,999,2026-05-17
6225,天瀚,2524,10,88462,35.0500,35.0500,34540,,,2026-05-17
6226,光鼎,103,5,1207,11.7500,11.7500,621,12.0500,1,2026-05-17
6230,尼得科超眾,,,,,139.0000,1892,142.0000,171,2026-05-17
6235,華孚,1428,14,57473,40.2500,40.2500,3446,40.3000,510,2026-05-17
6239,力成,8962,137,2231538,249.0000,248.5000,11171,249.0000,7053,2026-05-17
6243,迅杰,453,6,15128,33.4000,33.4000,3393,33.5000,438,2026-05-17
6257,矽格,4445,93,964565,217.0000,217.0000,4280,217.5000,4656,2026-05-17
6269,台郡,1084,12,62111,57.3000,57.3000,10107,57.5000,5895,2026-05-17
6271,同欣電,2420,51,430760,178.0000,177.5000,10746,178.0000,10212,2026-05-17
6272,驊陞,199,1,6129,30.8000,30.7000,4345,30.8000,1759,2026-05-17
6277,宏正,205,4,14656,71.5000,71.5000,1823,71.8000,378,2026-05-17
6278,台表科,8793,108,1952046,222.0000,222.0000,9459,222.5000,615,2026-05-17
6281,全國電,310,3,15933,51.4000,51.1000,2097,51.4000,186,2026-05-17
6282,康舒,2367,25,117634,49.7000,49.7000,13950,49.7500,6995,2026-05-17
6283,淳安,3,3,75,25.1500,25.1500,1695,25.3000,515,2026-05-17
6285,啟碁,5909,115,1533366,259.5000,259.5000,4144,260.0000,15431,2026-05-17
6405,悅城,200,2,11740,58.7000,58.5000,370,58.7000,271,2026-05-17
6409,旭隼,390,19,280020,718.0000,716.0000,1022,718.0000,3672,2026-05-17
6412,群電,670,19,59222,88.4000,88.3000,4689,88.4000,919,2026-05-17
6414,樺漢,815,24,262430,322.0000,322.0000,3601,326.5000,1258,2026-05-17
6415,矽力*-KY,2111,61,990059,469.0000,468.5000,4920,469.0000,4613,2026-05-17
6416,瑞祺電通,490,5,43512,88.8000,88.8000,1223,89.3000,354,2026-05-17
6426,統新,204,9,52428,257.0000,257.0000,2931,263.0000,1412,2026-05-17
6431,光麗-KY,5,3,102,20.5000,20.5000,3588,20.9000,422,2026-05-17
6438,迅得,715,16,117260,164.0000,164.0000,4714,164.5000,238,2026-05-17
6442,光聖,2057,117,3661460,1780.0000,1780.0000,10188,1795.0000,49,2026-05-17
6443,元晶,4847,35,184414,38.0500,38.0500,14763,38.1000,2265,2026-05-17
6446,藥華藥,4842,99,3999492,826.0000,825.0000,2686,826.0000,4515,2026-05-17
6449,鈺邦,1124,14,295612,263.0000,263.0000,17567,,,2026-05-17
6451,訊芯-KY,840,22,484680,577.0000,577.0000,317556,,,2026-05-17
6456,GIS-KY,1901,19,126792,66.7000,66.7000,2861,69.0000,2081,2026-05-17
6464,台數科,10,1,769,76.9000,76.9000,1850,77.1000,1735,2026-05-17
6472,保瑞,2436,50,863552,354.5000,354.0000,6628,354.5000,6273,2026-05-17
6477,安集,357,6,11725,32.8500,32.8500,3440,33.0000,1300,2026-05-17
6491,晶碩,61,6,17964,294.5000,294.0000,2018,294.5000,1006,2026-05-17
6504,南六,10,10,380,38.6500,38.6000,1708,38.6500,899,2026-05-17
6505,台塑化,4132,60,211954,51.3000,51.3000,8302,51.5000,44372,2026-05-17
6515,穎崴,365,81,3617150,9910.0000,9900.0000,2759,9910.0000,321,2026-05-17
6525,捷敏-KY,321,9,34026,106.0000,106.0000,1901,115.0000,590,2026-05-17
6526,達發,874,45,603934,691.0000,691.0000,5092,692.0000,1790,2026-05-17
6531,愛普*,4148,116,4459100,1075.0000,1070.0000,327,1075.0000,4206,2026-05-17
6533,晶心科,643,18,144994,225.5000,225.5000,2535,227.0000,679,2026-05-17
6534,正瀚-創,,,,,95.3000,5031,97.2000,812,2026-05-17
6541,泰福-KY,1529,24,58627,38.3500,38.3000,2467,38.3500,1081,2026-05-17
6550,北極星藥業-KY,16,1,274,17.1500,17.1500,3812,17.5000,2244,2026-05-17
6552,易華電,100,1,2850,28.5000,28.3500,840,28.5000,2264,2026-05-17
6558,興能高,330,9,10360,31.4000,31.3500,2002,31.4000,633,2026-05-17
6573,虹揚-KY,208,2,2797,13.4500,13.3000,1000,13.4500,292,2026-05-17
6579,研揚,724,14,108958,150.5000,150.5000,2538,151.0000,862,2026-05-17
6581,鋼聯,,,,,105.5000,1798,108.5000,40,2026-05-17
6582,申豐,108,2,3326,30.8000,30.7500,2180,30.8000,314,2026-05-17
6585,鼎基,,,,,91.3000,2177,93.3000,38,2026-05-17
6589,台康生技,410,2,18286,44.6000,44.6000,1073562,,,2026-05-17
6591,動力-KY,11,2,566,51.5000,51.5000,2530,52.0000,2261,2026-05-17
6592,和潤企業,1120,21,66748,59.6000,59.6000,4403,59.7000,2630,2026-05-17
6592A,和潤企業甲特,,,,,97.1000,2872,97.2000,776,2026-05-17
6592B,和潤企業乙特,71,1,6887,97.0000,97.0000,4682,97.2000,3885,2026-05-17
6598,ABC-KY,3,3,72,24.2000,24.2000,4916,24.3500,1861,2026-05-17
6605,帝寶,100,3,13200,132.0000,130.5000,2136,132.0000,46,2026-05-17
6606,建德工業,,,,,24.8000,1301,24.9000,429,2026-05-17
6614,資拓宏宇,,,,,40.0000,1120,41.0000,1000,2026-05-17
6625,必應,20,2,1441,72.1000,72.1000,3128,72.5000,2747,2026-05-17
6641,基士德-KY,,,,,18.1000,1505,18.5500,826,2026-05-17
6645,金萬林-創,,,,,11.9500,592,12.0000,1427,2026-05-17
6655,科定,,,,,132.5000,1398,135.0000,750,2026-05-17
6657,華安,,,,,39.5500,1698,,,2026-05-17
6658,聯策,652,8,126488,194.0000,185.0000,595,194.0000,1264,2026-05-17
6666,羅麗芬-KY,,,,,40.3000,2317,42.7000,189,2026-05-17
6668,中揚光,100,1,3750,37.5000,37.3500,1823,37.5000,584,2026-05-17
6669,緯穎,4050,407,20695500,5110.0000,5105.0000,2792,5110.0000,3186,2026-05-17
6670,復盛應用,57,5,14991,263.0000,262.5000,2582,263.0000,1336,2026-05-17
6671,三能-KY,,,,,28.2000,399,,,2026-05-17
6672,騰輝電子-KY,1113,35,202566,182.0000,182.0000,3713,182.5000,10362,2026-05-17
6674,鋐寶科技,,,,,17.2000,599,,,2026-05-17
6689,伊雲谷,863,17,56001,64.9000,64.9000,2250,65.3000,15,2026-05-17
6691,洋基工程,304,17,190912,628.0000,628.0000,2760,630.0000,449,2026-05-17
6695,芯鼎,217,8,11260,51.9000,51.9000,2776,52.1000,280,2026-05-17
6698,旭暉應材,87,7,2851,32.8000,32.8000,952,32.9500,103,2026-05-17
6706,惠特,1117,16,178159,159.5000,159.0000,3600,159.5000,7635,2026-05-17
6715,嘉基,282,17,135078,479.0000,478.0000,1499,479.0000,161,2026-05-17
6719,力智,135,7,27135,201.0000,200.5000,4756,201.0000,1247,2026-05-17
6722,輝創,,,,,37.9500,3397,38.6000,450,2026-05-17
6742,澤米,484,11,21780,45.0000,45.0000,2690,46.5000,598,2026-05-17
6743,安普新,558,7,16095,28.8500,28.7000,1174,28.8500,1398,2026-05-17
6753,龍德造船,853,6,112169,131.5000,130.5000,4100,131.5000,1737,2026-05-17
6754,匯僑設計,,,,,45.5000,2060,,,2026-05-17
6756,威鋒電子,58,3,5770,99.5000,99.5000,2184,100.0000,182,2026-05-17
6757,台灣虎航,712,6,37379,52.5000,52.5000,12425,52.7000,179,2026-05-17
6768,志強-KY,,,,,84.3000,2588,86.6000,2643,2026-05-17
6770,力積電,33893,277,2128411,62.8000,62.8000,19621,62.9000,17567,2026-05-17
6771,平和環保-創,,,,,41.4000,1368,42.0000,300,2026-05-17
6776,展碁國際,,,,,57.2000,4870,57.6000,2062,2026-05-17
6781,AES-KY,946,54,1102090,1165.0000,1160.0000,2143,1165.0000,2303,2026-05-17
6782,視陽,82,3,15620,190.5000,190.0000,1823,190.5000,211,2026-05-17
6789,采鈺,1560,68,918840,589.0000,589.0000,6511,590.0000,2215,2026-05-17
6790,永豐實,,,,,40.0000,812,40.4500,2141,2026-05-17
6792,詠業,10,1,595,59.5000,59.0000,1298,59.5000,215,2026-05-17
6794,向榮生技,,,,,80.9000,1411,84.9000,1,2026-05-17
6796,晉弘,500,6,30448,60.9000,60.9000,1864,61.1000,526,2026-05-17
6799,來頡,30,3,2798,93.3000,93.0000,2344,93.3000,98,2026-05-17
6805,富世達,970,66,1692650,1745.0000,1745.0000,2650,1770.0000,318,2026-05-17
6806,森崴能源,2564,30,39990,15.6000,,,15.6000,377879,2026-05-17
6807,峰源-KY,,,,,33.1000,1722,,,2026-05-17
6830,汎銓,751,18,554238,738.0000,738.0000,4571,745.0000,1,2026-05-17
6831,邁科,647,30,468428,724.0000,723.0000,428,724.0000,524,2026-05-17
6834,天二科技,556,15,27907,50.2000,49.9000,7929,50.2000,495,2026-05-17
6835,圓裕,1,1,37,37.9000,37.5000,2173,37.9000,1,2026-05-17
6838,台新藥,,,,,26.0000,1614,,,2026-05-17
6854,錼創科技-KY創,270,8,40093,148.5000,148.5000,2315,149.0000,1554,2026-05-17
6861,睿生光電,590,11,275530,467.0000,455.5000,4105,467.0000,844,2026-05-17
6862,三集瑞-KY,15,2,2430,162.0000,161.5000,2730,162.0000,357,2026-05-17
6863,永道-KY,371,9,39697,107.0000,107.0000,1875,107.5000,56,2026-05-17
6869,雲豹能源,186,5,15139,81.4000,81.4000,3618,83.8000,1975,2026-05-17
6873,泓德能源,992,11,82630,83.3000,83.3000,1940,86.0000,39979,2026-05-17
6885,全福生技,506,10,11025,21.8000,21.8000,982,22.1000,31,2026-05-17
6887,寶綠特-KY,,,,,36.0000,569,,,2026-05-17
6890,來億-KY,122,5,20252,166.0000,166.0000,3075,166.5000,312,2026-05-17
6901,鑽石投資,501,9,6910,13.8000,13.8000,376,13.9500,218,2026-05-17
6902,GOGOLOOK,314,2,34854,111.0000,111.0000,114744,,,2026-05-17
6906,現觀科,20,1,1300,65.0000,65.0000,1604,69.9000,210,2026-05-17
6908,宏碁遊戲-創,,,,,38.6500,30,38.7500,14,2026-05-17
6909,創控,128,3,6656,52.0000,52.0000,2320,52.2000,685,2026-05-17
6914,阜爾運通,711,8,101673,143.0000,142.5000,1913,143.0000,488,2026-05-17
6916,華凌,,,,,17.9000,518,18.0000,590,2026-05-17
6918,愛派司,,,,,74.4000,1623,75.4000,601,2026-05-17
6919,康霈*,495,10,47764,96.5000,96.5000,6493,96.6000,645,2026-05-17
6921,嘉雨思-創,,,,,76.5000,618,,,2026-05-17
6923,中台,,,,,78.2000,1597,79.4000,2,2026-05-17
6924,榮惠-KY創,,,,,132.0000,129158,,,2026-05-17
6928,攸泰科技,,,,,45.1500,2306,,,2026-05-17
6931,青松健康,563,4,22941,40.7500,40.7000,608,40.7500,345,2026-05-17
6933,AMAX-KY,65,3,10725,165.0000,164.5000,1848,168.0000,101,2026-05-17
6934,心誠鎂,,,,,72.4000,748,,,2026-05-17
