TWSECode,TWSEAvailableVolume,GRETAICode,GRETAIAvailableVolume,date
2483,"112,366",6217,"2,162,268",2026-05-15
2484,"3,975,792",6218,"1,141,383",2026-05-15
2485,"11,409,338",6219,"124,395",2026-05-15
2486,"2,912,830",6220,"126,015",2026-05-15
2488,"80,774",6221,"94,422",2026-05-15
2489,"8,879,869",6222,"10,224",2026-05-15
2491,"164,779",6223,"410,457",2026-05-15
2492,"5,284,203",6227,"296,233",2026-05-15
2493,"1,083,885",6229,"183,831",2026-05-15
2495,"3,248,979",6231,"600,387",2026-05-15
2496,"6,714",6233,"257,097",2026-05-15
2497,"334,769",6234,"1,466,808",2026-05-15
2498,"549,977",6237,"205,251",2026-05-15
2501,"1,252,513",6240,"5,603",2026-05-15
2504,"728,121",6244,"2,759,282",2026-05-15
2505,"169,128",6245,"477,586",2026-05-15
2506,"43,178",6246,"46,107",2026-05-15
2509,"74,787",6248,"39,071",2026-05-15
2511,"379,785",6259,"253,051",2026-05-15
2514,"64,453",6261,"1,958,236",2026-05-15
2515,"1,976,112",6263,"124,365",2026-05-15
2520,"468,266",6265,"2,619,964",2026-05-15
2524,"29,484",6266,"101,262",2026-05-15
2527,"247,063",6270,"370,420",2026-05-15
2528,"204,376",6274,"2,471,705",2026-05-15
2530,"444,829",6275,"428,858",2026-05-15
2534,"191,841",6276,"19,134",2026-05-15
2535,"288,208",6279,"244,267",2026-05-15
2536,"113,931",6284,"535,395",2026-05-15
2537,"253,095",6290,"2,726,773",2026-05-15
2538,"123,308",6291,"681,887",2026-05-15
2539,"343,400",6292,"90,031",2026-05-15
2540,"371,702",6294,"19,850",2026-05-15
2542,"3,272,818",6411,"159,320",2026-05-15
2543,"802,704",6417,"89,350",2026-05-15
2545,"106,419",6418,"102,262",2026-05-15
2546,"51,286",6419,"208,289",2026-05-15
2547,"649,432",6423,"139,347",2026-05-15
2548,"566,698",6425,"1,272,919",2026-05-15
2597,"223,840",6432,"457,065",2026-05-15
2603,"2,988,051",6435,"358,013",2026-05-15
2605,"2,922,852",6441,"189,580",2026-05-15
2606,"1,391,325",6462,"806,229",2026-05-15
2607,"159,480",6465,"162,190",2026-05-15
2608,"87,767",6469,"184,886",2026-05-15
2609,"4,883,889",6470,"23,672",2026-05-15
2610,"8,341,651",6482,"7,758",2026-05-15
2611,"170,095",6485,"249,607",2026-05-15
2612,"177,678",6486,"79,089",2026-05-15
2613,"105,415",6488,"2,773,084",2026-05-15
2614,"270,934",6494,"130,530",2026-05-15
2615,"2,398,590",6496,"4,332",2026-05-15
2616,"196,479",6498,"54,924",2026-05-15
2617,"210,459",6499,"159,975",2026-05-15
2618,"7,399,341",6506,"86,343",2026-05-15
2630,"418,881",6508,"23,619",2026-05-15
2633,"1,644,590",6509,"1,381,136",2026-05-15
2634,"1,665,381",6510,"287,899",2026-05-15
2636,"87,343",6516,"23,267",2026-05-15
2637,"747,482",6517,"61,871",2026-05-15
2642,"24,637",6523,"24,023",2026-05-15
2645,"424,714",6530,"1,453,338",2026-05-15
2646,"1,348,118",6532,"716,505",2026-05-15
2701,"27,787",6538,"55,830",2026-05-15
2702,"119,508",6542,"4,935",2026-05-15
2704,"42,502",6546,"206,828",2026-05-15
2705,"182,365",6547,"855,081",2026-05-15
2706,"40,203",6548,"3,050,742",2026-05-15
2707,"96,435",6560,"24,686",2026-05-15
2712,"8,854",6561,"40,784",2026-05-15
2722,"19,188",6568,"375,883",2026-05-15
2723,"98,196",6569,"19,565",2026-05-15
2727,"110,203",6570,"43,921",2026-05-15
2731,"286,011",6577,"9,548",2026-05-15
2739,"67,878",6578,"55,634",2026-05-15
2748,"64,900",6584,"353,232",2026-05-15
2753,"67,164",6588,"1,408,512",2026-05-15
2762,"27,127",6593,"23,351",2026-05-15
2801,"5,353,696",6596,"124,371",2026-05-15
2812,"4,773,484",6603,"729,363",2026-05-15
2816,"56,321",6609,"195,850",2026-05-15
2820,"388,826",6612,"8,684",2026-05-15
2832,"69,534",6613,"144,183",2026-05-15
2834,"9,733,816",6615,"8,858",2026-05-15
2836,"469,975",6616,"17,742",2026-05-15
2838,"505,987",6617,"92,823",2026-05-15
2845,"2,224,865",6620,"155,443",2026-05-15
2849,"39,706",6624,"11,467",2026-05-15
2850,"104,690",6629,"19,215",2026-05-15
2851,"721,002",6637,"13,513",2026-05-15
2852,"95,389",6640,"237,898",2026-05-15
2855,"2,513,067",6642,"97,125",2026-05-15
2867,"2,713,910",6643,"474,384",2026-05-15
2880,"5,828,030",6649,"22,599",2026-05-15
2881,"7,342,795",6651,"147,164",2026-05-15
2882,"8,963,774",6654,"10,996",2026-05-15
2883,"14,938,548",6664,"871,117",2026-05-15
2884,"10,181,265",6667,"286,512",2026-05-15
2885,"8,153,781",6679,"204,061",2026-05-15
2886,"7,367,041",6680,"3,148",2026-05-15
2887,"24,760,761",6683,"326,727",2026-05-15
2887I,"1,786,790",6684,"118,577",2026-05-15
2889,"936,564",6690,"20,397",2026-05-15
2890,"8,231,071",6692,"16,533",2026-05-15
2891,"15,876,881",6693,"462,670",2026-05-15
2892,"8,160,703",6697,"21,662",2026-05-15
2897,"1,012,005",6703,"27,899",2026-05-15
2901,"12,528",6712,"80,597",2026-05-15
2903,"589,223",6716,"200,981",2026-05-15
2904,"18,767",6720,"26,278",2026-05-15
2905,"203,355",6725,"384,713",2026-05-15
2906,"35,639",6727,"593,298",2026-05-15
2908,"65,101",6728,"9,995",2026-05-15
2910,"5,171",6732,"73,584",2026-05-15
2912,"735,288",6735,"255,380",2026-05-15
2913,"593,352",6739,"239,217",2026-05-15
2915,"689,540",6741,"120,438",2026-05-15
2929,"88,968",6751,"12,765",2026-05-15
2939,"5,419",6752,"19,343",2026-05-15
3002,"79,125",6761,"541,406",2026-05-15
3003,"283,212",6763,"105,560",2026-05-15
3004,"160,672",6785,"43,380",2026-05-15
3005,"1,466,565",6788,"686,024",2026-05-15
3006,"6,505,720",6791,"40,476",2026-05-15
3008,"564,271",6803,"23,499",2026-05-15
3010,"529,526",6804,"14,763",2026-05-15
3011,"428,519",6811,"33,139",2026-05-15
3013,"1,259,278",6821,"390,929",2026-05-15
3014,"539,200",6823,"218,763",2026-05-15
3015,"94,259",6829,"579,963",2026-05-15
3016,"1,500,334",6840,"55,212",2026-05-15
3017,"1,584,372",6841,"75,099",2026-05-15
3019,"297,390",6843,"6,409",2026-05-15
3021,"49,123",6846,"5,345",2026-05-15
3022,"340,907",6859,"20,457",2026-05-15
3023,"718,518",6865,"15,742",2026-05-15
3024,"1,185,622",6870,"25,746",2026-05-15
3025,"222,310",6874,"25,620",2026-05-15
3026,"3,028,900",6877,"371,879",2026-05-15
3027,"117,130",6894,"70,077",2026-05-15
3028,"2,036,499",6895,"44,955",2026-05-15
3029,"449,858",6899,"38,073",2026-05-15
3030,"2,142,325",6903,"521,829",2026-05-15
3031,"2,313,201",6904,"1,204",2026-05-15
3032,"338,633",6907,"542,296",2026-05-15
3033,"3,161,197",6913,"185,257",2026-05-15
3034,"1,645,498",6922,"47,835",2026-05-15
3035,"182,813",6925,"20,359",2026-05-15
3036,"3,232,106",6953,"87,493",2026-05-15
3037,"7,590,216",6967,"69,878",2026-05-15
3038,"147,300",6968,"20,581",2026-05-15
3040,"55,577",6971,"17,892",2026-05-15
3041,"510,134",6982,"18,401",2026-05-15
3042,"3,331,544",6996,"56,760",2026-05-15
3043,"45,165",7402,"190,644",2026-05-15
3044,"1,765,372",7547,"225,543",2026-05-15
3045,"3,107,225",7556,"80,547",2026-05-15
3046,"65,968",7584,"9,399",2026-05-15
3047,"357,536",7642,"12,124",2026-05-15
3048,"1,972,602",7703,"79,342",2026-05-15
3050,"218,123",7704,"82,054",2026-05-15
3051,"1,404,417",7709,"287,915",2026-05-15
3052,"191,811",7712,"224,437",2026-05-15
3054,"215,375",7713,"4,296",2026-05-15
3055,"677,665",7714,"23,628",2026-05-15
3056,"407,953",7715,"12,373",2026-05-15
3059,"1,039,159",7717,"251,146",2026-05-15
3060,"801,068",7718,"8,970",2026-05-15
3062,"5,377,965",7723,"43,859",2026-05-15
3090,"2,673,843",7728,"111,567",2026-05-15
3092,"342,653",7734,"155,318",2026-05-15
3094,"658,195",7738,"13,941",2026-05-15
3130,"8,602",7744,"57,963",2026-05-15
3135,"1,932,395",7751,"127,616",2026-05-15
3138,"923,410",7753,"21,898",2026-05-15
3149,"2,951,768",7757,"7,710",2026-05-15
3150,"37,652",7777,"434,430",2026-05-15
3164,"18,131",7782,"12,381",2026-05-15
3167,"839,133",7792,"120,855",2026-05-15
3168,"20,500",7805,"48,127",2026-05-15
3189,"9,507,572",7810,"70,776",2026-05-15
3209,"1,420,750",8027,"3,778,875",2026-05-15
3231,"12,945,943",8032,"67,386",2026-05-15
3257,"103,401",8034,"273,334",2026-05-15
3266,"25,800",8040,"767,763",2026-05-15
3296,"36,665",8042,"1,535,940",2026-05-15
3305,"2,051,044",8043,"2,207,267",2026-05-15
3308,"56,230",8044,"163,448",2026-05-15
3311,"75,535",8048,"269,621",2026-05-15
3312,"938,898",8049,"57,541",2026-05-15
3338,"1,143,042",8050,"197,215",2026-05-15
3346,"135,623",8054,"918,567",2026-05-15
3356,"308,014",8064,"4,009,804",2026-05-15
3376,"1,806,307",8066,"25,869",2026-05-15
3380,"2,121,894",8068,"147,032",2026-05-15
3406,"538,503",8069,"3,695,202",2026-05-15
3413,"686,556",8071,"139,096",2026-05-15
3416,"156,498",8074,"2,435,457",2026-05-15
3437,"2,076,991",8076,"330,091",2026-05-15
3443,"700,530",8083,"23,307",2026-05-15
3447,"64,350",8085,"153,534",2026-05-15
3450,"6,336,059",8086,"3,137,076",2026-05-15
3481,"84,486,733",8087,"22,629",2026-05-15
3501,"83,624",8088,"1,158,596",2026-05-15
3504,"438,271",8089,"92,034",2026-05-15
3515,"290,663",8091,"414,418",2026-05-15
3518,"493,528",8092,"83,612",2026-05-15
3528,"171,152",8096,"5,169,775",2026-05-15
3530,"121,286",8097,"25,501",2026-05-15
3532,"1,323,791",8099,"48,408",2026-05-15
3533,"554,889",8107,"35,989",2026-05-15
3535,"1,249,235",8109,"100,302",2026-05-15
3543,"398,030",8111,"1,652,030",2026-05-15
3545,"789,030",8147,"395,663",2026-05-15
3550,"1,209,662",8155,"1,255,425",2026-05-15
3557,"28,443",8171,"56,550",2026-05-15
3563,"764,805",8182,"576,228",2026-05-15
3583,"1,048,095",8183,"198,092",2026-05-15
3588,"411,425",8227,"576,113",2026-05-15
3591,"1,470,233",8234,"368,426",2026-05-15
3592,"289,367",8240,"1,790,539",2026-05-15
3596,"567,135",8255,"235,758",2026-05-15
3605,"2,479,789",8279,"7,708",2026-05-15
3607,"140,104",8284,"4,953",2026-05-15
3617,"95,362",8289,"1,411,542",2026-05-15
3622,"113,242",8299,"2,911,135",2026-05-15
3645,"4,672,174",8342,"1,687",2026-05-15
3652,"52,257",8349,"89,550",2026-05-15
3653,"456,861",8354,"118,015",2026-05-15
3661,"842,877",8358,"7,891,268",2026-05-15
3665,"939,441",8383,"1,071,510",2026-05-15
3669,"112,722",8390,"319,535",2026-05-15
3673,"4,856,138",8401,"19,860",2026-05-15
3679,"18,494",8403,"69,384",2026-05-15
3694,"361,327",8410,"9,449",2026-05-15
3701,"2,369,232",8415,"199,697",2026-05-15
3702,"4,940,716",8421,"15,810",2026-05-15
3703,"346,342",8423,"7,536",2026-05-15
3704,"991,238",8424,"4,014",2026-05-15
3705,"66,849",8426,"14,114",2026-05-15
3706,"4,093,303",8431,"639,336",2026-05-15
3708,"385,131",8432,"13,090",2026-05-15
3711,"7,354,812",8433,"49,393",2026-05-15
3712,"366,608",8435,"8,655",2026-05-15
3714,"12,345,579",8436,"182,822",2026-05-15
3715,"7,480,410",8437,"28,932",2026-05-15
3716,"81,751",8440,"47,915",2026-05-15
3717,"637,608",8446,"76,931",2026-05-15
4104,"120,052",8450,"16,116",2026-05-15
4106,"37,233",8472,"6,208",2026-05-15
4119,"72,425",8489,"63,400",2026-05-15
4133,"39,291",8905,"14,344",2026-05-15
4137,"52,511",8906,"24,329",2026-05-15
4142,"385,687",8908,"60,543",2026-05-15
4148,"27,598",8916,"31,332",2026-05-15
4155,"104,408",8917,"7,935",2026-05-15
4164,"367,788",8923,"1,697",2026-05-15
4190,"12,972",8924,"49,506",2026-05-15
4306,"332,792",8927,"264,956",2026-05-15
4414,"138,142",8928,"7,836",2026-05-15
4426,"53,295",8929,"13,119",2026-05-15
4438,"32,105",8930,"19,494",2026-05-15
4439,"11,678",8931,"14,950",2026-05-15
4440,"28,026",8932,"802,057",2026-05-15
4441,"27,550",8936,"699,712",2026-05-15
4526,"2,203,997",8938,"111,738",2026-05-15
4532,"376,282",8941,"6,090",2026-05-15
4536,"69,015",8942,"244,297",2026-05-15
4540,"2,905,654",9949,"61,141",2026-05-15
4545,"45,858",9951,"26,706",2026-05-15
4551,"205,776",9960,"92,677",2026-05-15
4552,"36,489",9962,"25,728",2026-05-15
4555,"117,563",_,,2026-05-15
4557,"35,040",_,,2026-05-15
4560,"94,607",_,,2026-05-15
4562,"362,501",_,,2026-05-15
4564,"290,467",_,,2026-05-15
4566,"651,849",_,,2026-05-15
4569,"84,363",_,,2026-05-15
4571,"227,217",_,,2026-05-15
4572,"12,700",_,,2026-05-15
4576,"1,693,304",_,,2026-05-15
4581,"5,232",_,,2026-05-15
4583,"76,746",_,,2026-05-15
4585,"143,429",_,,2026-05-15
4588,"31,648",_,,2026-05-15
4720,"2,394,080",_,,2026-05-15
4722,"1,105,215",_,,2026-05-15
4736,"65,404",_,,2026-05-15
4737,"60,550",_,,2026-05-15
4739,"1,617,444",_,,2026-05-15
4746,"309,925",_,,2026-05-15
4755,"337,951",_,,2026-05-15
4763,"2,286,417",_,,2026-05-15
4764,"669,890",_,,2026-05-15
4766,"407,865",_,,2026-05-15
4770,"165,196",_,,2026-05-15
4771,"63,317",_,,2026-05-15
4807,"80,174",_,,2026-05-15
4904,"1,808,992",_,,2026-05-15
4906,"8,280,828",_,,2026-05-15
4912,"216,922",_,,2026-05-15
4915,"852,206",_,,2026-05-15
4916,"2,028,239",_,,2026-05-15
4919,"6,281,792",_,,2026-05-15
4927,"4,662,937",_,,2026-05-15
4930,"28,341",_,,2026-05-15
4935,"30,012",_,,2026-05-15
4938,"3,794,475",_,,2026-05-15
4942,"34,156",_,,2026-05-15
4949,"1,368,925",_,,2026-05-15
4952,"343,006",_,,2026-05-15
4956,"2,597,553",_,,2026-05-15
4958,"15,698,944",_,,2026-05-15
4960,"5,637,208",_,,2026-05-15
4961,"513,721",_,,2026-05-15
4967,"3,540,771",_,,2026-05-15
4968,"583,879",_,,2026-05-15
4976,"182,932",_,,2026-05-15
4977,"2,362,003",_,,2026-05-15
4989,"5,175,907",_,,2026-05-15
4994,"6,902",_,,2026-05-15
4999,"48,468",_,,2026-05-15
5007,"19,629",_,,2026-05-15
5203,"85,224",_,,2026-05-15
5215,"72,179",_,,2026-05-15
5222,"366,327",_,,2026-05-15
5225,"102,039",_,,2026-05-15
5234,"320,252",_,,2026-05-15
5243,"1,991,659",_,,2026-05-15
5244,"568,359",_,,2026-05-15
5258,"300,407",_,,2026-05-15
5269,"616,417",_,,2026-05-15
5283,"34,895",_,,2026-05-15
5284,"723,631",_,,2026-05-15
5285,"253,690",_,,2026-05-15
5288,"100,756",_,,2026-05-15
5292,"170,584",_,,2026-05-15
5306,"56,963",_,,2026-05-15
5388,"2,053,326",_,,2026-05-15
5434,"300,386",_,,2026-05-15
5469,"1,376,153",_,,2026-05-15
5471,"631,206",_,,2026-05-15
5515,"262,133",_,,2026-05-15
5519,"140,325",_,,2026-05-15
5521,"1,747,769",_,,2026-05-15
5522,"296,239",_,,2026-05-15
5525,"25,568",_,,2026-05-15
5531,"201,566",_,,2026-05-15
5533,"54,804",_,,2026-05-15
5534,"296,730",_,,2026-05-15
5538,"13,654",_,,2026-05-15
5546,"10,077",_,,2026-05-15
5607,"147,990",_,,2026-05-15
5608,"401,436",_,,2026-05-15
5706,"120,795",_,,2026-05-15
5871,"2,371,109",_,,2026-05-15
5876,"2,479,713",_,,2026-05-15
5880,"4,846,516",_,,2026-05-15
5906,901,_,,2026-05-15
5907,"80,403",_,,2026-05-15
6005,"4,863,768",_,,2026-05-15
6024,"124,958",_,,2026-05-15
6108,"815,961",_,,2026-05-15
6112,"177,638",_,,2026-05-15
6115,"51,427",_,,2026-05-15
6116,"15,798,205",_,,2026-05-15
6117,"315,215",_,,2026-05-15
6120,"1,595,394",_,,2026-05-15
6128,"41,769",_,,2026-05-15
6133,"392,268",_,,2026-05-15
6136,"255,984",_,,2026-05-15
6139,"1,516,859",_,,2026-05-15
6153,"2,106,367",_,,2026-05-15
6155,"1,091,273",_,,2026-05-15
6164,"232,704",_,,2026-05-15
6165,"383,320",_,,2026-05-15
6166,"843,465",_,,2026-05-15
6168,"3,011,782",_,,2026-05-15
6176,"2,653,925",_,,2026-05-15
6177,"329,028",_,,2026-05-15
6183,"10,378",_,,2026-05-15
6184,"17,929",_,,2026-05-15
6189,"248,578",_,,2026-05-15
6191,"2,994,115",_,,2026-05-15
6192,"109,384",_,,2026-05-15
6196,"1,009,324",_,,2026-05-15
6197,"1,562,493",_,,2026-05-15
6201,"11,342",_,,2026-05-15
6202,"1,363,195",_,,2026-05-15
6205,"2,060,724",_,,2026-05-15
6206,"547,365",_,,2026-05-15
6209,"2,265,003",_,,2026-05-15
6213,"7,990,651",_,,2026-05-15
6214,"439,117",_,,2026-05-15
6215,"819,438",_,,2026-05-15
6216,"62,942",_,,2026-05-15
6224,"469,149",_,,2026-05-15
6230,"56,989",_,,2026-05-15
6235,"231,968",_,,2026-05-15
6239,"5,233,856",_,,2026-05-15
6243,"154,338",_,,2026-05-15
6257,"5,556,950",_,,2026-05-15
6269,"1,328,562",_,,2026-05-15
6271,"2,366,134",_,,2026-05-15
6277,"105,440",_,,2026-05-15
6278,"4,053,853",_,,2026-05-15
6281,"48,828",_,,2026-05-15
6282,"9,638,634",_,,2026-05-15
6283,"152,776",_,,2026-05-15
6285,"10,704,068",_,,2026-05-15
6405,"700,695",_,,2026-05-15
6409,"293,973",_,,2026-05-15
6412,"750,858",_,,2026-05-15
6414,"543,780",_,,2026-05-15
6415,"2,106,078",_,,2026-05-15
6416,"91,690",_,,2026-05-15
6426,"1,134,627",_,,2026-05-15
6438,"867,282",_,,2026-05-15
6442,"889,335",_,,2026-05-15
6443,"5,270,633",_,,2026-05-15
6446,"686,349",_,,2026-05-15
6449,"413,890",_,,2026-05-15
6451,"1,251,835",_,,2026-05-15
6456,"3,507,027",_,,2026-05-15
6464,"10,155",_,,2026-05-15
6472,"309,068",_,,2026-05-15
6477,"235,514",_,,2026-05-15
6491,"117,414",_,,2026-05-15
6504,"15,932",_,,2026-05-15
6505,"3,706,738",_,,2026-05-15
6515,"104,478",_,,2026-05-15
6525,"266,363",_,,2026-05-15
6526,"587,874",_,,2026-05-15
6531,"2,062,176",_,,2026-05-15
6533,"403,083",_,,2026-05-15
6534,"70,876",_,,2026-05-15
6541,"130,401",_,,2026-05-15
6552,"128,300",_,,2026-05-15
6558,"180,391",_,,2026-05-15
6579,"130,786",_,,2026-05-15
6581,"6,840",_,,2026-05-15
6582,"32,928",_,,2026-05-15
6585,"43,434",_,,2026-05-15
6589,"312,672",_,,2026-05-15
6591,"112,356",_,,2026-05-15
6592,"167,799",_,,2026-05-15
6605,"116,406",_,,2026-05-15
6606,"28,623",_,,2026-05-15
6625,"71,511",_,,2026-05-15
6641,"24,161",_,,2026-05-15
6655,"2,871",_,,2026-05-15
6657,"93,881",_,,2026-05-15
6658,"660,105",_,,2026-05-15
6666,"6,064",_,,2026-05-15
6668,"163,377",_,,2026-05-15
6669,"743,584",_,,2026-05-15
6670,"132,759",_,,2026-05-15
6671,"12,128",_,,2026-05-15
6672,"2,450,463",_,,2026-05-15
6674,"10,651",_,,2026-05-15
6689,"112,458",_,,2026-05-15
6691,"200,103",_,,2026-05-15
6695,"663,436",_,,2026-05-15
6698,"84,774",_,,2026-05-15
6706,"2,750,026",_,,2026-05-15
6715,"555,474",_,,2026-05-15
6719,"218,192",_,,2026-05-15
6742,"98,412",_,,2026-05-15
6743,"203,025",_,,2026-05-15
6753,"415,296",_,,2026-05-15
6754,"6,454",_,,2026-05-15
6756,"156,276",_,,2026-05-15
6757,"420,135",_,,2026-05-15
6768,"253,092",_,,2026-05-15
6770,"45,832,887",_,,2026-05-15
6771,"12,466",_,,2026-05-15
6776,"131,083",_,,2026-05-15
6781,"596,320",_,,2026-05-15
6782,"154,052",_,,2026-05-15
6789,"2,892,689",_,,2026-05-15
6790,"52,588",_,,2026-05-15
6792,"26,551",_,,2026-05-15
6794,"13,382",_,,2026-05-15
6796,"22,787",_,,2026-05-15
6799,"130,877",_,,2026-05-15
6805,"703,090",_,,2026-05-15
6806,"420,819",_,,2026-05-15
6807,"7,345",_,,2026-05-15
6830,"689,089",_,,2026-05-15
6831,"563,620",_,,2026-05-15
6834,"501,978",_,,2026-05-15
6835,"130,070",_,,2026-05-15
6838,"117,346",_,,2026-05-15
6854,"327,858",_,,2026-05-15
6861,"480,876",_,,2026-05-15
6862,"247,185",_,,2026-05-15
6863,"39,654",_,,2026-05-15
6869,"202,365",_,,2026-05-15
6873,"208,868",_,,2026-05-15
6885,"95,828",_,,2026-05-15
6887,"26,227",_,,2026-05-15
6890,"198,887",_,,2026-05-15
6901,"366,639",_,,2026-05-15
6902,"118,237",_,,2026-05-15
6906,"37,597",_,,2026-05-15
6909,"997,046",_,,2026-05-15
6914,"25,967",_,,2026-05-15
6916,"13,769",_,,2026-05-15
6918,"21,406",_,,2026-05-15
6919,"3,596,523",_,,2026-05-15
6923,"74,106",_,,2026-05-15
6928,"48,074",_,,2026-05-15
6931,"55,286",_,,2026-05-15
6933,"205,270",_,,2026-05-15
6936,"14,237",_,,2026-05-15
6937,"372,617",_,,2026-05-15
6944,"357,121",_,,2026-05-15
6949,"73,869",_,,2026-05-15
6951,"19,998",_,,2026-05-15
6952,"11,179",_,,2026-05-15
6957,"26,807",_,,2026-05-15
6958,"49,359",_,,2026-05-15
6962,"1,757,972",_,,2026-05-15
6965,"16,662",_,,2026-05-15
6994,"190,908",_,,2026-05-15
7705,"17,357",_,,2026-05-15
7711,"335,341",_,,2026-05-15
7721,"378,937",_,,2026-05-15
7722,"42,313",_,,2026-05-15
7730,"27,377",_,,2026-05-15
7732,"5,271",_,,2026-05-15
7736,"12,429",_,,2026-05-15
7740,"87,667",_,,2026-05-15
7749,"198,796",_,,2026-05-15
7750,"187,320",_,,2026-05-15
7765,"27,960",_,,2026-05-15
7769,"401,860",_,,2026-05-15
7780,"954,750",_,,2026-05-15
7788,"182,816",_,,2026-05-15
7791,"16,814",_,,2026-05-15
7799,"116,249",_,,2026-05-15
8011,"593,336",_,,2026-05-15
8016,"583,636",_,,2026-05-15
8021,"2,576,870",_,,2026-05-15
8028,"4,968,812",_,,2026-05-15
8033,"1,412,703",_,,2026-05-15
8039,"5,327,049",_,,2026-05-15
8045,"97,272",_,,2026-05-15
8046,"6,392,912",_,,2026-05-15
8070,"1,112,253",_,,2026-05-15
8072,"90,495",_,,2026-05-15
8081,"266,925",_,,2026-05-15
8103,"1,028,191",_,,2026-05-15
8104,"472,959",_,,2026-05-15
8105,"1,316,161",_,,2026-05-15
8110,"3,791,766",_,,2026-05-15
8112,"5,949,563",_,,2026-05-15
8114,"381,057",_,,2026-05-15
8131,"2,028,376",_,,2026-05-15
8150,"11,027,908",_,,2026-05-15
8162,"276,740",_,,2026-05-15
8163,"393,867",_,,2026-05-15
8210,"1,132,773",_,,2026-05-15
8213,"457,011",_,,2026-05-15
8215,"1,442,105",_,,2026-05-15
8222,"123,860",_,,2026-05-15
8249,"166,008",_,,2026-05-15
8261,"1,478,743",_,,2026-05-15
8271,"1,749,398",_,,2026-05-15
8341,"69,310",_,,2026-05-15
8367,"16,575",_,,2026-05-15
8374,"374,901",_,,2026-05-15
8404,"144,449",_,,2026-05-15
8411,"27,291",_,,2026-05-15
8422,"3,185,392",_,,2026-05-15
8429,"86,516",_,,2026-05-15
8438,"757,451",_,,2026-05-15
8442,"21,611",_,,2026-05-15
8443,"12,413",_,,2026-05-15
8454,"180,028",_,,2026-05-15
8462,"38,062",_,,2026-05-15
8463,"24,390",_,,2026-05-15
8464,"284,300",_,,2026-05-15
8466,"28,829",_,,2026-05-15
8467,"10,667",_,,2026-05-15
8473,"159,281",_,,2026-05-15
8476,"166,012",_,,2026-05-15
8478,"63,465",_,,2026-05-15
8481,"10,279",_,,2026-05-15
8482,"2,279",_,,2026-05-15
8487,"15,156",_,,2026-05-15
8488,"12,925",_,,2026-05-15
8499,"53,364",_,,2026-05-15
8926,"1,046,569",_,,2026-05-15
8940,"20,848",_,,2026-05-15
8996,"945,196",_,,2026-05-15
9103,"323,427",_,,2026-05-15
9105,"6,029,407",_,,2026-05-15
912000,"150,764",_,,2026-05-15
9136,"325,205",_,,2026-05-15
9802,"348,724",_,,2026-05-15
9902,"44,399",_,,2026-05-15
9904,"4,054,982",_,,2026-05-15
9905,"40,500",_,,2026-05-15
