Code,Name,TradeVolume,Transaction,TradeValue,TradePrice,BidVolume,AskVolume,date
061370,國泰金群益59購01,,,,2.11,,,2026-05-18
061372,緯創群益59購04,,,,1.33,,,2026-05-18
061373,新日興群益59購03,,,,1.06,,,2026-05-18
061374,京鼎群益59購01,,,,1.84,,,2026-05-18
061375,辛耘群益5C購01,,,,10.60,,,2026-05-18
061378,亞翔群益5B購01,,,,2.54,,,2026-05-18
061380,台虹群益5B購02,,,,1.80,,,2026-05-18
061381,華泰台新59購02,,,,2.00,,,2026-05-18
061383,亞翔台新59購01,,,,2.69,,,2026-05-18
061385,元黃金中信63購03,,,,0.74,,,2026-05-18
061386,元石油中信63購04,,,,1.25,,,2026-05-18
061388,威盛中信5C購02,,,,1.73,,,2026-05-18
061389,台新金中信59購01,,,,0.84,,,2026-05-18
061390,奇鋐中信61購01,,,,1.46,,,2026-05-18
061391,智原中信63購01,,,,1.14,,,2026-05-18
061393,新唐中信59購02,,,,1.44,,,2026-05-18
061394,AES中信61購01,,,,0.77,,,2026-05-18
061395,至上中信5C購01,,,,0.44,,,2026-05-18
061398,T50反1富邦63購05,,,,0.28,,,2026-05-18
061399,T50反1富邦66購03,,,,0.25,,,2026-05-18
061400,國巨富邦5B購02,,,,3.55,,,2026-05-18
061401,大同富邦5B購01,,,,0.52,,,2026-05-18
061402,亞翔富邦61購02,,,,1.24,,,2026-05-18
061403,台虹富邦5B購01,,,,1.20,,,2026-05-18
061404,T50反1群益5A購01,,,,0.36,,,2026-05-18
061405,元石油群益59購02,,,,2.27,,,2026-05-18
06140U,鴻海中信56售02,,,,0.27,,,2026-05-18
061410,金像電群益59購06,,,,3.07,,,2026-05-18
061411,漢唐群益5A購05,,,,1.24,,,2026-05-18
061413,定穎控群益59購09,,,,1.22,,,2026-05-18
061414,啟碁群益59購10,,,,6.00,,,2026-05-18
061415,緯穎群益59購11,,,,3.91,,,2026-05-18
061418,亞翔永豐5A購03,,,,1.14,,,2026-05-18
061420,台聚統一61購01,,,,0.27,,,2026-05-18
061421,楠梓電統一63購01,,,,0.95,,,2026-05-18
061423,文曄統一62購04,,,,0.84,,,2026-05-18
061424,TPK統一61購01,,,,1.53,,,2026-05-18
061425,定穎控統一62購03,,,,0.81,,,2026-05-18
061426,定穎控統一63購02,,,,0.75,,,2026-05-18
061427,智伸科統一63購01,,,,0.82,,,2026-05-18
061428,新唐統一61購01,,,,1.75,,,2026-05-18
061431,緯創元富5C購01,,,,4.82,,,2026-05-18
061434,臺指2X凱基63購01,,,,3.37,,,2026-05-18
061435,元金2X凱基59購06,,,,2.92,,,2026-05-18
061440,楠梓電凱基59購03,,,,1.55,,,2026-05-18
061442,國巨凱基59購10,,,,10.70,,,2026-05-18
061443,華泰凱基59購05,,,,1.98,,,2026-05-18
061445,盟立凱基59購02,,,,8.65,,,2026-05-18
061446,立隆電凱基59購02,,,,6.35,,,2026-05-18
061448,冠德凱基5A購01,,,,1.46,,,2026-05-18
061449,大立光凱基59購03,,,,8.20,,,2026-05-18
061450,信邦凱基5A購01,,,,1.65,,,2026-05-18
061453,新日興凱基59購04,,,,1.08,,,2026-05-18
061454,京鼎凱基59購02,,,,1.63,,,2026-05-18
061458,定穎控凱基59購06,,,,1.82,,,2026-05-18
061459,定穎控凱基59購07,,,,1.65,,,2026-05-18
061460,南寶凱基59購02,,,,2.17,,,2026-05-18
061462,亞翔凱基59購06,,,,2.67,,,2026-05-18
061463,力成凱基5A購04,,,,2.99,,,2026-05-18
061464,台郡凱基59購01,,,,0.88,,,2026-05-18
061465,迅得凱基59購02,,,,0.79,,,2026-05-18
061466,AES凱基5B購02,,,,1.60,,,2026-05-18
061469,中環國泰5A購01,,,,0.38,,,2026-05-18
061473,台郡國泰5A購01,,,,1.27,,,2026-05-18
061474,A50正2國票61購01,,,,3.10,,,2026-05-18
061475,臺指反國票5B購02,,,,0.13,,,2026-05-18
061476,川湖國票5A購03,,,,4.92,,,2026-05-18
061479,禾伸堂國票61購01,,,,10.50,,,2026-05-18
061482,迅得國票5A購01,,,,1.04,,,2026-05-18
061483,AES國票59購01,,,,1.17,,,2026-05-18
061484,AES國票5A購01,,,,1.19,,,2026-05-18
061485,泰金寶國票59購01,,,,0.71,,,2026-05-18
061486,東元元富59購02,,,,1.27,,,2026-05-18
061491,強茂元富59購03,,,,3.05,,,2026-05-18
061492,大立光元富63購01,,,,12.50,,,2026-05-18
061497,台灣50元大63購03,,,,3.79,,,2026-05-18
061499,T50反1元大5A購03,,,,0.65,,,2026-05-18
061503,滬深2X元大59購03,,,,3.07,,,2026-05-18
061504,滬深2X元大5A購03,,,,2.86,,,2026-05-18
061505,滬深2X元大5B購02,,,,2.75,,,2026-05-18
061506,香港2X元大59購02,,,,1.90,,,2026-05-18
061507,元日2X元大5A購01,,,,1.25,,,2026-05-18
061508,元日2X元大5B購01,,,,0.88,,,2026-05-18
061509,元日2X元大5C購01,,,,0.80,,,2026-05-18
061510,東鹼元大59購04,,,,0.62,,,2026-05-18
061511,華泰元大59購09,,,,1.47,,,2026-05-18
061512,華泰元大59購10,,,,0.65,,,2026-05-18
061513,華泰元大59購11,,,,1.34,,,2026-05-18
061514,華泰元大59購12,,,,1.52,,,2026-05-18
061515,華泰元大61購04,,,,0.63,,,2026-05-18
061516,台積電元大59購34,,,,2.88,,,2026-05-18
061521,台積電元大59購36,,,,1.86,,,2026-05-18
061522,順德元大59購02,,,,4.14,,,2026-05-18
061523,敬鵬元大5C購01,,,,2.72,,,2026-05-18
061524,漢唐元大59購07,,,,1.53,,,2026-05-18
061525,建準元大59購10,,,,1.12,,,2026-05-18
061527,長榮元大59購15,,,,0.95,,,2026-05-18
061528,新興元大59購10,,,,0.14,,,2026-05-18
061529,晟銘電元大59購04,,,,0.56,,,2026-05-18
061530,奇鋐元大59購31,,,,1.86,,,2026-05-18
061531,奇鋐元大59購32,,,,1.06,,,2026-05-18
061535,智原元大59購04,,,,1.93,,,2026-05-18
061536,智原元大5B購01,,,,1.88,,,2026-05-18
061537,辛耘元大59購07,,,,6.00,,,2026-05-18
061538,達邁元大5C購01,,,,2.64,,,2026-05-18
061539,貿聯元大59購29,,,,1.66,,,2026-05-18
061540,貿聯元大59購30,,,,1.88,,,2026-05-18
061541,貿聯元大59購31,,,,2.15,,,2026-05-18
061542,大聯大元大59購03,,,,2.42,,,2026-05-18
061544,新唐元大63購02,,,,2.30,,,2026-05-18
061545,祥碩元大59購05,,,,1.38,,,2026-05-18
061546,力成元大59購06,,,,2.49,,,2026-05-18
061547,力成元大59購07,,,,2.55,,,2026-05-18
061548,力成元大59購08,,,,1.39,,,2026-05-18
061549,台郡元大59購01,,,,0.53,,,2026-05-18
061551,富鼎元大5C購01,,,,1.66,,,2026-05-18
061555,強茂國泰5A購02,,,,2.80,,,2026-05-18
061557,亞翔國泰5A購01,,,,2.17,,,2026-05-18
061559,緯穎台新59購02,,,,4.81,,,2026-05-18
061560,臺指2X中信63購05,,,,1.63,,,2026-05-18
061562,臺股指中信63購02,,,,1.60,,,2026-05-18
061563,台積電永豐63購09,,,,2.04,,,2026-05-18
061565,台積電永豐63購11,,,,3.51,,,2026-05-18
061566,台積電永豐73購05,,,,4.03,,,2026-05-18
061567,智邦永豐63購01,,,,2.88,,,2026-05-18
061568,長榮永豐63購01,,,,1.32,,,2026-05-18
061569,奇鋐永豐5B購06,,,,1.31,,,2026-05-18
061571,建漢永豐5C購01,,,,1.21,,,2026-05-18
061572,玉晶光永豐5B購01,,,,5.00,,,2026-05-18
061573,京鼎永豐5A購01,,,,1.00,,,2026-05-18
061574,牧德永豐63購01,,,,1.60,,,2026-05-18
061576,昇陽半永豐5A購01,,,,3.30,,,2026-05-18
061577,南亞兆豐63購02,,,,1.67,,,2026-05-18
061578,漢唐兆豐63購01,,,,1.45,,,2026-05-18
061579,亞翔兆豐5B購01,,,,1.01,,,2026-05-18
061580,滬深2X富邦63購01,,,,1.42,,,2026-05-18
061583,美時富邦5B購05,,,,0.82,,,2026-05-18
061585,漢唐富邦5B購01,,,,1.03,,,2026-05-18
061586,建準富邦5B購02,,,,1.16,,,2026-05-18
061587,晟銘電富邦5C購01,,,,0.91,,,2026-05-18
061589,聯詠富邦5B購01,,,,1.81,,,2026-05-18
061591,嘉澤富邦5C購02,,,,0.85,,,2026-05-18
061595,定穎控富邦5B購02,,,,0.65,,,2026-05-18
061596,祥碩富邦5B購04,,,,1.57,,,2026-05-18
061598,台塑化富邦5B購01,,,,0.47,,,2026-05-18
061600,AES富邦5B購03,,,,1.05,,,2026-05-18
061601,至上富邦59購05,,,,0.72,,,2026-05-18
061602,富鼎富邦5B購01,,,,1.68,,,2026-05-18
061603,智邦統一63購04,,,,1.79,,,2026-05-18
061604,神基統一63購01,,,,0.41,,,2026-05-18
061606,牧德統一66購01,,,,0.75,,,2026-05-18
061608,新唐統一63購02,,,,1.72,,,2026-05-18
061610,元黃金元富59購03,,,,1.73,,,2026-05-18
061612,技嘉元富59購01,,,,4.70,,,2026-05-18
061613,晟銘電元富59購01,,,,1.94,,,2026-05-18
061614,嘉澤元富59購03,,,,1.37,,,2026-05-18
061615,日月光元富59購04,,,,17.90,,,2026-05-18
061616,定穎控元富59購07,,,,0.96,,,2026-05-18
061618,力成元富59購04,,,,4.86,,,2026-05-18
061619,啟碁元富59購06,,,,7.70,,,2026-05-18
061620,長華元富59購01,,,,1.36,,,2026-05-18
061621,遠東新元大59購01,,,,1.03,,,2026-05-18
061622,長興元大5A購01,,,,2.60,,,2026-05-18
061623,楠梓電元大5C購02,,,,1.52,,,2026-05-18
061624,台積電元大59購37,,,,2.15,,,2026-05-18
061625,台積電元大59購38,,,,1.60,,,2026-05-18
061626,台積電元大59購39,,,,1.76,,,2026-05-18
061628,漢唐元大59購08,,,,1.16,,,2026-05-18
061629,漢唐元大59購09,,,,0.58,,,2026-05-18
061630,漢唐元大59購10,,,,0.76,,,2026-05-18
061632,新興元大5A購01,,,,0.16,,,2026-05-18
061633,奇鋐元大59購33,,,,1.03,,2,2026-05-18
061634,亞光元大59購04,,,,1.21,,,2026-05-18
061636,文曄元大59購03,,,,1.89,,,2026-05-18
061637,京鼎元大59購03,,,,1.12,,,2026-05-18
061640,嘉澤元大5B購02,,,,1.34,,,2026-05-18
061641,牧德元大59購13,,,,2.12,,,2026-05-18
061643,大聯大元大59購04,,,,0.87,,,2026-05-18
061645,智伸科元大59購01,,,,0.98,,,2026-05-18
061646,大銀元大59購02,,,,5.15,,,2026-05-18
061647,康普元大5C購01,,,,1.24,,,2026-05-18
061650,力成元大59購09,,,,2.07,,,2026-05-18
061653,龍德船元大5B購01,,,,1.03,,,2026-05-18
061654,龍德船元大63購01,,,,1.13,,,2026-05-18
061655,采鈺元大59購11,,,,6.75,,,2026-05-18
061656,昇陽半元大59購03,,,,3.47,,,2026-05-18
061657,台虹元大59購14,,,,1.42,,,2026-05-18
061659,勤誠元大59購13,,,,3.81,,,2026-05-18
061660,臺股指元大59購34,,,,4.53,,,2026-05-18
061662,臺股指元大5B購13,,,,5.65,,,2026-05-18
061663,台灣50凱基5C購05,,,,3.84,,,2026-05-18
061664,台灣50凱基5C購06,,,,3.63,,,2026-05-18
061666,上証2X凱基59購05,,,,6.05,,,2026-05-18
061667,滬深2X凱基5B購04,,,,1.94,,,2026-05-18
061669,中502X凱基59購01,,,,1.28,,,2026-05-18
061670,川湖凱基5B購04,,,,4.42,,,2026-05-18
061672,智邦凱基59購09,,,,3.85,,,2026-05-18
061673,敬鵬凱基5C購01,,,,2.55,,,2026-05-18
061676,京元電凱基59購07,,,,1.47,,,2026-05-18
061678,奇鋐凱基5A購06,,,,2.26,,,2026-05-18
061683,力成凱基5A購05,,,,1.43,,,2026-05-18
061684,啟碁凱基59購10,,,,5.35,,,2026-05-18
061685,緯穎凱基5A購01,,,,4.29,,,2026-05-18
061687,昇陽半凱基59購06,,,,5.00,,,2026-05-18
061688,至上凱基5B購02,,,,1.71,,,2026-05-18
061692,台塑群益59購05,,,,1.83,,,2026-05-18
061693,華新群益59購03,,,,1.65,,,2026-05-18
061694,國巨群益59購08,,,,9.85,,,2026-05-18
061696,強茂群益61購02,,,,1.44,,,2026-05-18
061697,大立光群益59購05,,,,9.00,,,2026-05-18
061698,奇鋐群益59購18,,,,3.99,,,2026-05-18
061699,禾伸堂群益59購01,,,,21.70,,,2026-05-18
061702,蔚華科群益59購01,,,,9.30,,,2026-05-18
061705,京鼎群益59購02,,,,2.45,,,2026-05-18
061709,貿聯群益59購11,,,,2.99,,,2026-05-18
061710,大聯大群益5A購02,,,,1.36,,,2026-05-18
061711,亞翔群益59購01,,,,3.36,,,2026-05-18
061712,帆宣群益59購02,,,,6.90,,,2026-05-18
061714,力成群益5B購01,,,,2.48,,,2026-05-18
061717,昇陽半群益5A購01,,,,3.14,,,2026-05-18
061719,新纖國票5A購01,,,,0.93,,,2026-05-18
061720,大成鋼國票5A購02,,,,2.49,,,2026-05-18
061721,為升國票5A購01,,,,1.05,,,2026-05-18
061722,國巨國票59購04,,,,7.00,,,2026-05-18
061723,台積電國票5A購06,,,,3.84,,,2026-05-18
061725,智邦國票63購02,,,,3.24,,,2026-05-18
061726,微星國票5A購02,,,,1.68,,,2026-05-18
061727,晟銘電國票59購02,,,,1.54,,,2026-05-18
061730,融程電國票5A購01,,,,0.77,,,2026-05-18
061731,嘉澤國票5C購01,,,,1.88,,,2026-05-18
061734,大聯大國票5A購03,,,,1.25,,,2026-05-18
061736,智伸科國票5A購01,,,,0.96,,,2026-05-18
061737,雙鍵國票59購01,,,,6.70,,,2026-05-18
061739,帆宣國票5A購01,,,,3.44,,,2026-05-18
061740,昇陽半國票61購01,,,,3.99,,,2026-05-18
061741,至上國票5A購04,,,,1.17,,,2026-05-18
061743,富鼎國票5A購01,,,,1.25,,,2026-05-18
061744,智邦台新59購02,,,,4.97,,,2026-05-18
061745,奇鋐台新59購03,,,,2.23,,,2026-05-18
061747,為升永豐5B購01,,,,0.47,,,2026-05-18
061748,華通永豐59購01,,,,0.76,,,2026-05-18
061749,奇鋐永豐5B購07,,,,1.43,,,2026-05-18
061750,奇鋐永豐62購02,,,,0.67,,,2026-05-18
061752,貿聯永豐5C購02,,,,1.55,,,2026-05-18
061758,士電富邦59購02,,,,0.54,,,2026-05-18
061759,東元富邦5A購02,,,,0.73,,,2026-05-18
061760,華通富邦63購04,,,,0.58,,,2026-05-18
061761,華泰富邦5C購02,,,,0.77,,,2026-05-18
061762,台積電富邦5B購01,,,,1.73,,,2026-05-18
061763,佳能富邦5C購01,,,,1.07,,,2026-05-18
061764,京鼎富邦59購01,,,,0.68,,,2026-05-18
061766,矽格富邦62購01,,,,2.07,,,2026-05-18
061769,昇陽半富邦63購01,,,,1.17,,,2026-05-18
061773,臺股指富邦63購07,,,,3.04,,,2026-05-18
061774,元金2X國票59購04,,,,1.45,,,2026-05-18
061775,為升國票62購01,,,,0.68,,,2026-05-18
061776,台達電國票59購03,,,,2.99,,,2026-05-18
061777,台達電國票5A購06,,,,3.23,,,2026-05-18
061778,華通國票5A購06,,,,1.01,,,2026-05-18
061779,台積電國票5A購08,,,,3.55,,,2026-05-18
061780,奇鋐國票5A購04,,,,1.76,,,2026-05-18
061781,大銀國票5A購01,,,,5.65,,,2026-05-18
061782,和碩國票5A購01,,,,1.32,,,2026-05-18
061784,ITH國票5A購01,,,,0.77,,,2026-05-18
061785,矽創國票5A購01,,,,2.16,,,2026-05-18
061787,元石油國泰5B購01,,,,1.38,,,2026-05-18
061788,為升國泰5A購01,,,,0.82,,,2026-05-18
061789,為升國泰5A購02,,,,0.65,,,2026-05-18
061790,華通國泰5A購05,,,,1.24,,,2026-05-18
061791,奇鋐國泰5A購04,,,,1.99,,,2026-05-18
061792,京鼎國泰5A購01,,,,1.74,,,2026-05-18
061794,帆宣國泰5B購01,,,,4.49,,,2026-05-18
061797,為升中信59購01,,,,0.39,,,2026-05-18
061798,奇鋐中信59購07,,,,0.67,,,2026-05-18
061799,禾伸堂中信59購01,,,,4.49,,,2026-05-18
06179U,臺股指富邦64售01,,,,0.05,,,2026-05-18
061800,昇陽半中信59購01,,,,1.78,,,2026-05-18
061801,FANG+凱基59購01,,,,4.48,,,2026-05-18
061803,大成鋼凱基59購02,,,,1.66,,,2026-05-18
061804,為升凱基59購02,,,,1.00,,,2026-05-18
061805,為升凱基59購03,,,,1.08,,,2026-05-18
061806,華通凱基59購04,,,,0.90,,,2026-05-18
061807,華通凱基59購05,,,,1.26,,,2026-05-18
061808,華通凱基62購01,,,,1.78,,,2026-05-18
061809,國巨凱基59購11,,,,9.90,,,2026-05-18
061811,台積電凱基66購01,,,,4.51,,,2026-05-18
061812,敬鵬凱基59購03,,,,1.22,,,2026-05-18
061813,微星凱基59購03,,,,3.11,,,2026-05-18
061816,奇鋐凱基62購01,,,,1.20,,,2026-05-18
061817,亞光凱基59購05,,,,1.88,,,2026-05-18
061820,玉晶光凱基59購01,,,,5.05,,,2026-05-18
061822,牧德凱基59購04,,,,2.20,,,2026-05-18
061824,大銀凱基59購01,,,,6.70,,,2026-05-18
061826,帆宣凱基59購01,,,,5.95,,,2026-05-18
061827,GIS凱基5C購01,,,,2.43,,,2026-05-18
061832,泰金寶凱基59購01,,,,0.71,,,2026-05-18
061837,美時群益59購04,,,,0.73,,,2026-05-18
061841,台達電群益59購05,,,,2.40,,,2026-05-18
061842,台達電群益59購06,,,,2.58,,,2026-05-18
061843,台達電群益59購07,,,,32.50,,,2026-05-18
061844,台達電群益5A購03,,,,2.80,,,2026-05-18
061845,華通群益59購02,,,,1.76,,,2026-05-18
061846,華通群益63購05,,,,1.48,,,2026-05-18
061848,敬鵬群益59購02,,,,1.36,,,2026-05-18
061849,漢唐群益5C購01,,,,1.27,,,2026-05-18
061850,京元電群益5A購01,,,,1.38,,,2026-05-18
061851,奇鋐群益59購19,,,,2.10,,,2026-05-18
061852,奇鋐群益59購20,,,,3.64,,,2026-05-18
061854,嘉澤群益59購10,,,,1.10,,,2026-05-18
061855,牧德群益59購07,,,,1.43,,,2026-05-18
061856,康舒群益59購03,,,,0.98,,,2026-05-18
061858,惠特群益5B購01,,,,1.24,,,2026-05-18
061859,AES群益59購02,,,,0.82,,,2026-05-18
061860,昇陽半群益59購03,,,,3.86,,,2026-05-18
061862,華通元富63購01,,,,1.09,,,2026-05-18
061863,華通元富63購02,,,,0.95,,,2026-05-18
061868,瑞昱元富59購02,,,,2.58,,,2026-05-18
061869,瑞昱元富59購03,,,,1.72,,,2026-05-18
061874,建準元富59購02,,,,1.72,,,2026-05-18
061875,奇鋐元富59購10,,,,1.58,,,2026-05-18
061876,奇鋐元富63購01,,,,1.52,,,2026-05-18
061877,奇鋐元富63購02,,,,1.32,,,2026-05-18
061879,禾伸堂元富59購02,,,,17.40,,,2026-05-18
061883,鈞興元富59購01,,,,3.70,,,2026-05-18
061884,康普元富5C購01,,,,1.83,,,2026-05-18
061885,康普元富5C購02,,,,2.36,,,2026-05-18
061886,崇越元富59購01,,,,4.48,,,2026-05-18
061887,佳必琪元富5C購01,,,,2.70,,,2026-05-18
061888,矽格元富59購03,,,,5.65,,,2026-05-18
061889,樺漢元富59購02,,,,3.05,,,2026-05-18
061890,矽力元富59購02,,,,12.90,,,2026-05-18
061891,保瑞元富59購01,,,,0.78,,,2026-05-18
061892,保瑞元富63購01,,,,2.97,,,2026-05-18
061893,帝寶元富5A購01,,,,1.17,,,2026-05-18
061894,來億元富5A購01,,,,1.67,,,2026-05-18
061895,瀚荃元富5B購01,,,,3.61,,,2026-05-18
061896,鼎炫元富5A購01,,,,2.02,,,2026-05-18
061897,元債2X元大5C購01,,,,0.58,,,2026-05-18
061898,元債2X元大62購01,,,,0.50,,,2026-05-18
061899,元債2X元大63購01,,,,0.46,,,2026-05-18
061900,美債2X元大5A購01,,,,0.45,,,2026-05-18
061901,美債2X元大62購01,,,,0.49,,,2026-05-18
061902,美債2X元大65購01,,,,0.51,,,2026-05-18
061903,新纖元大59購01,,,,0.88,,,2026-05-18
061904,為升元大59購01,,,,0.51,,,2026-05-18
061905,台達電元大59購05,,,,2.16,,,2026-05-18
061906,台達電元大59購06,,,,2.32,,1,2026-05-18
061907,台達電元大59購07,,,,2.03,,,2026-05-18
061908,台達電元大59購08,,,,2.13,,,2026-05-18
061909,台達電元大59購09,,,,2.54,,,2026-05-18
061910,華通元大59購27,,,,0.48,,,2026-05-18
061911,楠梓電元大5C購03,,,,1.69,,,2026-05-18
061913,台積電元大59購41,,,,1.79,,,2026-05-18
061914,台積電元大59購42,,,,1.68,,,2026-05-18
061915,智邦元大59購21,,,,2.03,,,2026-05-18
061917,敬鵬元大59購03,,,,1.44,,,2026-05-18
061918,友達元大5B購02,,,,2.55,,,2026-05-18
061920,奇鋐元大59購34,,,,1.40,,,2026-05-18
061921,奇鋐元大59購35,,,,1.20,,,2026-05-18
061923,聯詠元大63購04,,,,2.06,,,2026-05-18
061925,嘉澤元大59購13,,,,1.30,,,2026-05-18
061926,嘉澤元大5A購04,,,,0.89,,,2026-05-18
061927,嘉澤元大5B購03,,,,0.85,,,2026-05-18
061928,牧德元大59購14,,,,1.94,,,2026-05-18
061929,牧德元大63購01,,,,1.58,,,2026-05-18
061930,TPK元大59購01,,,,2.76,,,2026-05-18
061931,定穎控元大59購07,,,,1.09,,,2026-05-18
061932,定穎控元大59購08,,,,0.82,,,2026-05-18
061933,定穎控元大59購09,,,,0.43,,,2026-05-18
061937,力成元大59購10,,,,2.32,,,2026-05-18
061938,迅得元大5C購01,,,,1.05,,,2026-05-18
061940,昇陽半元大59購04,,,,3.65,,,2026-05-18
061941,昇陽半元大59購05,,,,4.10,,,2026-05-18
061942,至上元大59購07,,,,0.97,,,2026-05-18
061944,台達電中信63購01,,,,1.04,,,2026-05-18
061945,台達電中信63購02,,,,0.76,,,2026-05-18
061946,台達電中信63購03,,,,1.13,,,2026-05-18
061947,華通中信62購01,,,,0.71,,,2026-05-18
061948,國巨中信63購02,,,,2.08,,,2026-05-18
061949,金像電中信63購02,,,,1.15,,,2026-05-18
061950,嘉澤中信59購04,,,,0.48,,,2026-05-18
061951,牧德中信59購02,,,,0.46,,,2026-05-18
061952,定穎控中信63購01,,,,0.35,,,2026-05-18
061953,正文中信59購01,,,,0.62,,,2026-05-18
061955,台達電兆豐5B購02,,,,2.27,,,2026-05-18
061956,華通兆豐5B購04,,,,0.57,,,2026-05-18
061958,定穎控兆豐5B購01,,,,0.53,,,2026-05-18
061959,台灣50富邦5B購02,,,,4.79,,,2026-05-18
061960,T50反1富邦5B購02,,,,0.49,,,2026-05-18
061961,超豐富邦59購01,,,,0.76,,,2026-05-18
061962,牧德富邦62購01,,,,0.97,,,2026-05-18
061963,貿聯富邦63購01,,,,1.41,,,2026-05-18
061964,和碩富邦5C購01,,,,0.46,,,2026-05-18
061968,台達電台新59購03,,,,8.15,,,2026-05-18
061969,台達電國泰5B購01,,,,6.95,,,2026-05-18
061974,元日2X元富59購01,,,,0.98,,,2026-05-18
061976,美時元富63購01,,,,1.64,,,2026-05-18
061977,川湖元富59購06,,,,5.60,,,2026-05-18
061978,華泰元富59購03,,,,3.56,,,2026-05-18
061979,鴻準元富59購01,,,,3.78,,,2026-05-18
061980,正崴元富59購01,,,,0.69,,,2026-05-18
061981,京元電元富59購08,,,,3.91,,,2026-05-18
061983,建漢元富59購01,,,,0.96,,,2026-05-18
061984,世芯元富59購06,,,,4.26,,,2026-05-18
061987,貿聯元富5C購01,,,,2.24,,,2026-05-18
061989,定穎控元富59購08,,,,0.66,,,2026-05-18
06198U,華晶科群益5A售01,,,,1.35,,,2026-05-18
061990,定穎控元富5C購01,,,,0.78,,,2026-05-18
061991,臻鼎元富59購03,,,,12.80,,,2026-05-18
061993,矽格元富63購01,,,,5.50,,,2026-05-18
061994,保瑞元富63購02,,,,1.29,,,2026-05-18
061998,巨大元富59購01,,,,2.00,,,2026-05-18
061999,美時凱基59購06,,,,1.29,,,2026-05-18
062000,川湖凱基62購01,,,,4.41,,,2026-05-18
062001,台達電凱基59購05,,,,3.31,,,2026-05-18
062002,台達電凱基59購06,,,,3.21,,,2026-05-18
062003,台達電凱基59購07,,,,3.51,,,2026-05-18
062005,台達電凱基5B購01,,,,3.17,,,2026-05-18
062006,華通凱基63購03,,,,0.91,,,2026-05-18
062007,華泰凱基59購08,,,,1.98,,,2026-05-18
062008,台積電凱基66購02,,,,4.58,,,2026-05-18
062010,順德凱基59購03,,,,4.64,,,2026-05-18
062011,漢唐凱基5B購01,,,,2.04,,,2026-05-18
062014,聯詠凱基63購01,,,,1.99,,,2026-05-18
062015,智原凱基5B購02,,,,3.75,,,2026-05-18
062016,牧德凱基5B購02,,,,1.40,,,2026-05-18
062019,定穎控凱基59購09,,,,1.01,,,2026-05-18
06201U,新日興群益5A售01,,,,1.67,,,2026-05-18
062021,定穎控凱基5B購06,,,,1.23,,,2026-05-18
062022,智伸科凱基5B購01,,,,1.55,,,2026-05-18
062023,正文凱基5B購01,,,,1.90,,,2026-05-18
062026,力成凱基59購08,,,,2.05,,,2026-05-18
062027,啟碁凱基5C購02,,,,4.31,,,2026-05-18
062029,迅得凱基59購03,,,,0.94,,,2026-05-18
062031,矽創凱基59購01,,,,3.72,,,2026-05-18
062032,昇陽半凱基5B購01,,,,3.68,,,2026-05-18
062033,至上凱基59購06,,,,2.35,,,2026-05-18
062036,台達電永豐5B購02,,,,1.91,,,2026-05-18
062037,台達電永豐5C購01,,,,3.46,,,2026-05-18
062038,台達電永豐63購01,,,,2.42,,,2026-05-18
062039,華通永豐5B購01,,,,0.71,,,2026-05-18
062040,華通永豐62購01,,,,1.30,,,2026-05-18
062041,宏碁永豐5B購01,,,,1.89,,,2026-05-18
062043,牧德永豐5C購02,,,,0.81,,,2026-05-18
