Code,Name,TradeVolume,Transaction,TradeValue,TradePrice,BidVolume,AskVolume,date
065496,川湖元大5B購09,,,,2.90,,,2026-05-17
065497,金寶元大5B購02,,,,1.00,,,2026-05-17
065498,華通元大5B購07,,,,2.32,,,2026-05-17
065499,台積電元大5B購06,,,,0.70,,,2026-05-17
065500,台積電元大5B購07,,,,0.99,,,2026-05-17
065501,台積電元大5B購08,,,,0.94,,,2026-05-17
065502,台積電元大61購28,,,,0.67,,,2026-05-17
065503,華邦電元大5B購01,,,,1.52,,1,2026-05-17
065504,華邦電元大5B購02,,,,1.63,,,2026-05-17
065505,技嘉元大5B購02,,,,2.56,,,2026-05-17
065506,南亞科元大5B購01,,,,3.70,,,2026-05-17
065507,南亞科元大5B購02,,,,2.88,,,2026-05-17
065508,南亞科元大5B購03,,,,2.31,,,2026-05-17
065509,聯發科元大5B購02,,,,4.40,,,2026-05-17
065510,聯發科元大5B購03,,,,3.30,,,2026-05-17
065511,聯發科元大5B購04,,,,3.57,,,2026-05-17
065512,聯發科元大5B購05,,,,3.32,,,2026-05-17
065513,聯發科元大5B購06,,,,2.72,,,2026-05-17
065514,聯發科元大61購23,,,,1.97,,,2026-05-17
065515,盟立元大5B購01,,,,2.82,,,2026-05-17
065516,盟立元大5B購02,,,,1.28,,,2026-05-17
065517,大立光元大5B購04,,,,2.76,,,2026-05-17
065519,晟銘電元大5B購01,,,,1.02,,,2026-05-17
065522,智原元大5B購02,,,,1.73,,,2026-05-17
065523,智原元大5B購03,,,,1.37,,,2026-05-17
065524,智原元大64購01,,,,1.32,,,2026-05-17
065525,緯創元大5B購03,,,,0.74,,,2026-05-17
065526,亞翔元大5B購07,,,,1.92,,,2026-05-17
065528,力成元大5B購01,,,,1.75,,,2026-05-17
065529,力積電元大5B購04,,,,2.33,,,2026-05-17
065530,AES元大61購02,,,,0.92,,,2026-05-17
065531,昇陽半元大5B購01,,,,1.99,,,2026-05-17
065532,勤誠元大64購01,,,,1.54,,,2026-05-17
065534,智邦兆豐61購01,,,,1.06,,,2026-05-17
065535,力積電兆豐61購01,,,,1.32,,,2026-05-17
065536,勤誠兆豐61購01,,,,1.67,,,2026-05-17
065537,台玻國票5C購01,,,,1.01,,,2026-05-17
065538,光寶科國票5C購02,,,,1.75,,,2026-05-17
065540,聯電國票5C購01,,,,3.22,,,2026-05-17
065542,中環國票5B購01,,,,0.61,,,2026-05-17
065543,國巨國票5B購01,,,,3.57,,,2026-05-17
065544,國巨國票5B購02,,,,3.24,,,2026-05-17
065547,技嘉國票5B購02,,,,2.05,,,2026-05-17
065548,漢唐國票5C購02,,,,1.25,,,2026-05-17
065549,南亞科國票61購01,,,,2.57,,,2026-05-17
065552,聯發科國票5C購03,,,,2.00,,,2026-05-17
065553,盟立國票5B購01,,,,0.96,,,2026-05-17
065554,可成國票5B購01,,,,0.53,,,2026-05-17
065556,華新科國票61購01,,,,2.58,,,2026-05-17
065557,揚博國票5B購02,,,,0.81,,,2026-05-17
065558,大立光國票5C購01,,,,2.71,,,2026-05-17
065559,晟銘電國票5B購01,,,,0.65,,,2026-05-17
065560,聯詠國票5B購02,,,,2.31,,,2026-05-17
065561,聯詠國票5B購03,,,,2.24,,,2026-05-17
065562,聯詠國票5C購01,,,,2.12,,,2026-05-17
065563,健鼎國票5C購01,,,,1.31,,,2026-05-17
065565,宏致國票5B購01,,,,0.90,,,2026-05-17
065566,鈞興國票5B購01,,,,1.83,,,2026-05-17
065567,瑞儀國票5C購01,,,,0.94,,,2026-05-17
065568,迅得國票5B購01,,,,0.78,,,2026-05-17
065569,三集瑞國票5C購01,,,,0.73,,,2026-05-17
06556U,南電中信58售01,,,,0.03,,,2026-05-17
065570,台灣50台新5B購01,,,,2.73,,,2026-05-17
065571,台灣50台新5B購02,,,,1.99,,,2026-05-17
065572,T50正2台新5B購03,,,,2.04,,,2026-05-17
065573,T50正2台新5C購02,,,,1.41,,,2026-05-17
065574,T50正2台新62購01,,,,2.11,,,2026-05-17
065577,長興台新62購01,,,,1.74,,,2026-05-17
065578,美時台新65購01,,,,1.28,,,2026-05-17
065579,川湖台新5B購01,,,,4.80,,,2026-05-17
065581,鴻海台新5B購01,,,,44.90,,,2026-05-17
065582,國巨台新5B購01,,,,6.55,,,2026-05-17
065583,國巨台新5B購02,,,,6.10,,,2026-05-17
065584,台積電台新5B購01,,,,1.69,,,2026-05-17
065585,台積電台新5B購02,,,,1.45,,,2026-05-17
065586,台積電台新5B購03,,,,1.11,,,2026-05-17
065587,台積電台新5B購04,,,,0.92,,,2026-05-17
065588,台積電台新5B購05,,,,0.95,,,2026-05-17
065589,智邦台新5B購01,,,,2.10,,,2026-05-17
065591,南亞科台新62購01,,,,2.58,,,2026-05-17
065592,京元電台新5B購01,,,,3.01,,,2026-05-17
065595,聯發科台新5B購03,,,,8.65,,,2026-05-17
065596,聯發科台新5B購04,,,,2.20,,,2026-05-17
065597,盟立台新5B購01,,,,2.98,,,2026-05-17
065598,大立光台新65購01,,,,4.69,,,2026-05-17
065599,惠特台新5B購01,,,,1.92,,,2026-05-17
065600,力積電台新5B購01,,,,2.34,,,2026-05-17
065601,力積電台新5B購02,,,,10.40,,,2026-05-17
065602,昇陽半台新5B購01,,,,2.60,,,2026-05-17
065603,昇陽半台新5B購02,,,,2.40,,,2026-05-17
065604,FB科技富邦63購02,,,,0.82,,,2026-05-17
065605,台股增富邦61購01,,,,0.79,,,2026-05-17
065606,台強棒富邦61購01,,,,1.10,,,2026-05-17
065608,華通富邦61購04,,,,0.64,,,2026-05-17
065609,台積電富邦5B購03,,,,0.84,,,2026-05-17
065610,華邦電富邦5C購01,,,,1.21,,,2026-05-17
065611,所羅門富邦62購01,,,,1.35,,,2026-05-17
065612,TPK富邦5C購01,,,,0.65,,,2026-05-17
065613,日月光富邦5B購03,,,,1.04,,,2026-05-17
065614,迅得富邦63購01,,,,0.73,,,2026-05-17
065615,矽創富邦62購01,,,,1.06,,,2026-05-17
065616,勤誠富邦5B購02,,,,1.36,,,2026-05-17
065618,華城群益5B購03,,,,1.46,,,2026-05-17
065619,台玻群益5B購01,,,,2.96,,,2026-05-17
065621,鴻海群益5B購07,,,,1.72,,,2026-05-17
065622,國巨群益5B購04,,,,4.85,,,2026-05-17
065623,智邦群益5B購05,,,,3.99,,,2026-05-17
065624,南亞科群益5B購02,,,,2.49,,,2026-05-17
065625,京元電群益5C購01,,,,1.80,,,2026-05-17
065626,聯發科群益62購01,,,,3.96,,,2026-05-17
065627,聯發科群益65購01,,,,4.32,,,2026-05-17
065628,盟立群益5B購01,,,,1.83,,,2026-05-17
065629,嘉晶群益5B購01,,,,9.90,,,2026-05-17
065630,力積電群益5B購01,,,,1.46,,,2026-05-17
065631,AES群益5B購01,,,,0.70,,,2026-05-17
065633,臺股指群益65購05,,,,1.68,,,2026-05-17
065634,金寶國泰5C購01,,,,1.67,,,2026-05-17
065635,英業達國泰5C購01,,,,3.02,,,2026-05-17
065636,南亞科國泰63購01,,,,3.00,,,2026-05-17
065637,群創國泰5C購01,,,,3.42,,,2026-05-17
065639,TPK國泰5C購01,,,,2.43,,,2026-05-17
065642,台橡國泰5C購01,,,,1.74,,,2026-05-17
065643,耀登國泰61購01,,,,1.27,,,2026-05-17
065644,達邁國泰5C購01,,,,1.06,,,2026-05-17
065645,康普國泰5C購01,,,,2.09,,,2026-05-17
065646,緯穎國泰5C購01,,,,1.71,,,2026-05-17
065647,緯穎國泰5C購02,,,,1.34,,,2026-05-17
065648,台虹國泰5C購01,,,,1.45,,,2026-05-17
065649,台玻中信63購01,,,,0.55,,,2026-05-17
065650,台積電中信65購02,,,,0.65,,,2026-05-17
065651,華邦電中信5B購01,,,,1.46,,,2026-05-17
065652,立隆電中信5B購01,,,,1.19,,,2026-05-17
065653,大立光中信5B購01,,,,1.80,,,2026-05-17
065654,世芯中信63購02,,,,1.26,,,2026-05-17
065655,jpp中信63購01,,,,0.77,,,2026-05-17
065656,佳必琪中信63購01,,,,0.71,,,2026-05-17
065657,力成中信63購01,,,,0.92,,,2026-05-17
065658,力積電中信5B購02,,,,0.92,,,2026-05-17
065659,臺股指中信63購06,,,,0.57,,,2026-05-17
065660,台股增凱基5C購01,,,,1.67,,,2026-05-17
065661,台強棒凱基5C購01,,,,1.88,,,2026-05-17
065663,川湖凱基5B購06,,,,1.88,,,2026-05-17
065664,聯電凱基5B購03,,,,3.83,,,2026-05-17
065665,國巨凱基5B購02,,,,3.54,,,2026-05-17
065666,台積電凱基5B購17,,,,1.16,,,2026-05-17
065667,台積電凱基61購09,,,,1.41,,,2026-05-17
065668,華邦電凱基5B購01,,,,2.36,,,2026-05-17
065669,智邦凱基5C購02,,,,1.54,,,2026-05-17
065670,技嘉凱基5B購02,,,,2.02,,,2026-05-17
065671,南亞科凱基5B購01,,,,2.10,,,2026-05-17
065672,京元電凱基5B購03,,,,1.06,,,2026-05-17
065673,盟立凱基5B購01,,,,0.56,,,2026-05-17
065674,可成凱基5B購02,,,,0.50,,,2026-05-17
065675,大立光凱基5B購05,,,,3.05,,,2026-05-17
065677,亞光凱基5B購01,,,,1.10,,,2026-05-17
065678,德律凱基61購03,,,,1.64,,,2026-05-17
065679,群創凱基5B購01,,,,2.86,,,2026-05-17
065680,貿聯凱基61購02,,,,0.52,10,,2026-05-17
065681,達興凱基5B購01,,,,0.53,,,2026-05-17
065682,佳必琪凱基63購01,,,,1.05,,,2026-05-17
065683,力成凱基5C購01,,,,1.86,,,2026-05-17
065684,迅得凱基5B購01,,,,0.74,,,2026-05-17
065685,緯穎凱基5B購07,,,,1.35,,,2026-05-17
065686,緯穎凱基61購03,,,,1.24,,,2026-05-17
065687,力積電凱基61購01,,,,1.51,,,2026-05-17
065688,AES凱基61購02,,,,0.74,,,2026-05-17
065689,昇陽半凱基5B購03,,,,1.63,,,2026-05-17
065690,台虹凱基5B購02,,,,1.17,,,2026-05-17
065691,勤誠凱基64購01,,,,1.52,,,2026-05-17
065692,臺股指凱基65購04,,,,1.97,,,2026-05-17
065695,金寶永豐63購01,,,,1.00,,,2026-05-17
065696,國巨永豐63購01,,,,2.47,,,2026-05-17
065697,台積電永豐75購01,,,,1.32,,,2026-05-17
065698,台積電永豐75購02,,,,1.66,,,2026-05-17
065699,京元電永豐63購01,,,,1.52,,,2026-05-17
065700,盟立永豐5C購02,,,,1.07,,,2026-05-17
065701,晟銘電永豐65購01,,,,0.61,,,2026-05-17
065705,貿聯永豐63購01,,,,0.42,,,2026-05-17
065706,和碩永豐5C購01,,,,1.06,,,2026-05-17
065707,力成永豐63購01,,,,2.30,,,2026-05-17
065709,AES永豐65購01,,,,0.87,,,2026-05-17
065710,FB台50元大65購01,,,,1.91,,,2026-05-17
065711,T50反1元大5B購06,,,,1.22,,,2026-05-17
065713,亞德客元大5B購01,,,,0.66,,,2026-05-17
065714,長興元大5B購04,,,,1.19,,,2026-05-17
065715,台玻元大5B購03,,,,1.33,,,2026-05-17
065716,上銀元大5B購05,,,,2.89,,,2026-05-17
065717,聯電元大5B購06,,,,4.87,,,2026-05-17
065718,聯電元大61購14,,,,3.26,,,2026-05-17
065719,金寶元大5B購03,,,,1.06,,,2026-05-17
065720,台積電元大5B購10,,,,0.87,,,2026-05-17
065721,台積電元大61購29,,,,0.86,,,2026-05-17
065722,台積電元大64購07,,,,0.81,,,2026-05-17
065723,南亞科元大5B購04,,,,3.07,,,2026-05-17
065724,南亞科元大61購02,,,,1.81,,,2026-05-17
065725,京元電元大61購04,,,,1.90,,,2026-05-17
065726,盟立元大5B購03,,,,1.30,,,2026-05-17
065727,盟立元大5B購04,,,,1.28,,,2026-05-17
065728,盟立元大5B購05,,,,1.30,,,2026-05-17
065729,盟立元大65購04,,,,1.19,,,2026-05-17
065730,國泰金元大5B購01,,,,1.68,,,2026-05-17
065732,德律元大64購01,,,,2.61,,,2026-05-17
065733,群創元大64購02,,,,3.05,,,2026-05-17
065734,宏致元大5B購01,,,,0.74,,,2026-05-17
065735,世芯元大64購05,,,,2.38,,,2026-05-17
065736,貿聯元大5B購02,,,,0.47,,,2026-05-17
065737,貿聯元大5B購03,,,,0.73,,,2026-05-17
065738,貿聯元大5B購04,,,,0.62,,,2026-05-17
065739,貿聯元大5C購03,,,,0.49,,,2026-05-17
065740,貿聯元大61購03,,,,0.59,,,2026-05-17
065741,日月光元大5B購03,,,,2.82,,,2026-05-17
065743,力積電元大5B購05,,,,2.45,,,2026-05-17
065744,昇陽半元大5B購02,,,,3.04,,,2026-05-17
065745,昇陽半元大64購02,,,,2.44,,,2026-05-17
065746,長興兆豐61購01,,,,1.01,,,2026-05-17
065747,川湖兆豐61購01,,,,2.10,,,2026-05-17
065748,嘉澤兆豐61購01,,,,1.92,,,2026-05-17
065749,jpp兆豐61購01,,,,2.21,,,2026-05-17
065750,台灣50富邦75購01,,,,0.96,,,2026-05-17
065751,T50正2富邦62購02,,,,1.11,,,2026-05-17
065752,上銀富邦61購01,,,,1.57,,,2026-05-17
065754,南亞科富邦62購01,,,,1.67,,,2026-05-17
065755,南亞科富邦62購02,,,,1.74,,,2026-05-17
065756,國泰金富邦63購01,,,,1.04,,,2026-05-17
065757,AES富邦61購01,,,,0.91,,,2026-05-17
065758,AES富邦62購01,,,,0.78,,,2026-05-17
065759,台虹富邦5B購02,,,,0.63,,,2026-05-17
065760,福懋科富邦63購01,,,,0.81,,,2026-05-17
065761,台積電群益62購03,,,,1.65,,,2026-05-17
065762,台積電群益62購04,,,,1.27,,,2026-05-17
065763,台積電群益62購05,,,,1.71,,,2026-05-17
065764,台積電群益62購06,,,,1.35,,,2026-05-17
065766,技嘉群益5C購01,,,,2.68,,,2026-05-17
065767,南亞科群益5B購03,,,,3.13,,,2026-05-17
065768,盟立群益5B購02,,,,1.32,,,2026-05-17
065770,嘉晶群益61購01,,,,1.77,,,2026-05-17
065772,智原群益5B購04,,,,1.55,,,2026-05-17
065773,彩晶群益5B購01,,,,2.15,,,2026-05-17
065774,緯穎群益61購01,,,,0.85,,,2026-05-17
065775,昇陽半群益5C購01,,,,2.08,,,2026-05-17
065777,直得國票5C購01,,,,1.85,,,2026-05-17
065778,川湖國票61購02,,,,1.74,,,2026-05-17
065779,超豐國票5B購01,,,,1.93,,,2026-05-17
065780,盟立國票5B購02,,,,1.50,,,2026-05-17
065781,盟立國票5C購01,,,,1.25,,,2026-05-17
065782,強茂國票5B購01,,,,1.31,,,2026-05-17
065783,嘉晶國票5B購01,,,,3.44,,,2026-05-17
065784,德律國票5C購01,,,,1.93,,,2026-05-17
065785,群創國票5C購01,,,,3.31,,,2026-05-17
065786,達邁國票5C購01,,,,1.06,,,2026-05-17
065787,大聯大國票5C購01,,,,1.08,,,2026-05-17
065789,康舒國票5C購01,,,,1.24,,,2026-05-17
065790,昇陽半國票5C購01,,,,1.46,,,2026-05-17
065791,富鼎國票61購01,,,,1.24,,,2026-05-17
065792,台灣50台新5B購04,,,,1.78,,,2026-05-17
065796,上銀台新5B購01,,,,4.90,,,2026-05-17
065797,台積電台新62購01,,,,2.89,,,2026-05-17
065798,台積電台新62購02,,,,3.71,,,2026-05-17
065799,台積電台新62購03,,,,3.32,,,2026-05-17
065800,華邦電台新5B購01,,,,4.94,,,2026-05-17
065801,華邦電台新5B購02,,,,3.65,,,2026-05-17
065802,華邦電台新5B購03,,,,3.21,,,2026-05-17
065803,南亞科台新5C購01,,,,2.41,,,2026-05-17
065804,南亞科台新65購01,,,,3.56,,,2026-05-17
065805,盟立台新5B購03,,,,1.78,,,2026-05-17
065806,華新科台新5B購01,,,,6.00,,,2026-05-17
065807,貿聯台新5B購02,,,,0.64,,,2026-05-17
065808,貿聯台新62購01,,,,1.08,,,2026-05-17
065811,力成台新65購01,,,,4.20,2,,2026-05-17
065812,矽格台新5B購01,,,,3.62,,,2026-05-17
065813,啟碁台新5B購01,,,,2.78,,,2026-05-17
065814,迅得台新5B購01,,,,1.13,,,2026-05-17
065815,緯穎台新5B購01,,,,1.71,,,2026-05-17
065816,緯穎台新5C購01,,,,3.00,,,2026-05-17
065817,緯穎台新62購01,,,,2.33,,,2026-05-17
065818,緯穎台新65購01,,,,1.75,,,2026-05-17
065820,力積電台新5B購04,,,,4.27,,,2026-05-17
065821,世紀鋼台新65購01,,,,1.43,,,2026-05-17
065822,臺股指台新5B購02,,,,1.37,,,2026-05-17
065823,T50反1中信6B購01,,,,1.08,,,2026-05-17
065824,東元中信5B購01,,,,0.94,,,2026-05-17
065826,華通中信5B購01,,,,0.56,,,2026-05-17
065827,台積電中信65購03,,,,0.55,,,2026-05-17
065828,南亞科中信5B購03,,,,1.57,,,2026-05-17
065829,南亞科中信62購01,,,,1.19,,,2026-05-17
065831,嘉晶中信5B購01,,,,1.50,,,2026-05-17
065833,緯穎中信65購01,,,,1.32,,,2026-05-17
065835,T50正2永豐65購01,,,,1.62,,,2026-05-17
065836,台股增永豐61購01,,,,1.37,,,2026-05-17
065837,台股增永豐65購01,,,,1.31,2,,2026-05-17
065838,華通永豐61購01,,,,1.17,,,2026-05-17
065839,華通永豐63購01,,,,1.36,,,2026-05-17
065840,台積電永豐61購12,,,,1.18,,,2026-05-17
065841,台積電永豐65購02,,,,1.26,,,2026-05-17
065843,華邦電永豐6C購01,,,,1.78,,,2026-05-17
065844,燿華永豐61購01,,,,1.23,,,2026-05-17
065846,佳能永豐5C購01,,,,1.33,,,2026-05-17
065849,南亞科永豐69購01,,,,3.25,,,2026-05-17
065850,南亞科永豐6B購01,,,,3.15,,,2026-05-17
065851,群創永豐5B購02,,,,3.13,,,2026-05-17
065852,眾達永豐63購02,,,,0.90,,,2026-05-17
065854,華邦電兆豐65購02,,,,2.93,,,2026-05-17
065855,南亞科兆豐65購01,,,,2.45,,,2026-05-17
065856,緯穎兆豐65購01,,,,1.95,,,2026-05-17
065857,士電富邦61購01,,,,0.76,,,2026-05-17
065858,亞德客富邦61購01,,,,0.68,,,2026-05-17
065859,台玻富邦5B購01,,,,0.76,,,2026-05-17
065860,華碩富邦5B購01,,,,1.30,,,2026-05-17
065861,皇昌富邦62購01,,,,0.51,,,2026-05-17
065862,玉山金富邦5B購01,,,,0.77,,,2026-05-17
065863,元大金富邦5B購01,,,,0.94,,,2026-05-17
065864,中信金富邦5B購02,,,,0.92,,,2026-05-17
065865,嘉晶富邦5B購02,,,,1.17,,,2026-05-17
065867,力成富邦5B購02,,,,1.08,,,2026-05-17
065868,昇陽半富邦5B購02,,,,1.10,,,2026-05-17
065869,亞德客凱基5C購01,,,,0.91,,,2026-05-17
065870,長興凱基5B購02,,,,1.03,,,2026-05-17
065871,上銀凱基5B購01,,,,2.21,,,2026-05-17
065872,宇隆凱基5B購01,,,,0.99,,,2026-05-17
065873,聯電凱基5B購04,,,,2.70,,,2026-05-17
065874,華通凱基61購04,,,,0.83,,,2026-05-17
065875,鴻海凱基5B購06,,,,1.85,,,2026-05-17
065876,國巨凱基5B購03,,,,3.42,,,2026-05-17
065877,台積電凱基5B購18,,,,1.53,,,2026-05-17
065878,台積電凱基5B購19,,,,1.48,,,2026-05-17
065879,佳能凱基5B購02,,,,1.23,,,2026-05-17
065880,微星凱基5C購01,,,,1.79,,,2026-05-17
065881,南亞科凱基5B購02,,,,2.27,,,2026-05-17
065882,南亞科凱基5B購03,,,,3.02,,,2026-05-17
065883,京元電凱基5B購04,,,,0.82,,,2026-05-17
065884,強茂凱基5B購05,,,,1.57,,,2026-05-17
065886,嘉晶凱基61購01,,,,1.83,,,2026-05-17
065887,零壹凱基5B購01,,,,0.59,,,2026-05-17
065888,德律凱基5B購03,,,,1.75,,,2026-05-17
065889,智原凱基5B購05,,,,1.28,,,2026-05-17
065890,貿聯凱基61購03,,,,0.52,10,,2026-05-17
065893,康舒凱基5C購01,,,,1.04,,,2026-05-17
065894,緯穎凱基5B購08,,,,1.09,,,2026-05-17
065895,南亞國泰5C購01,,,,1.37,,,2026-05-17
065899,技嘉國泰5C購01,,,,2.40,,,2026-05-17
06589U,臺股指元富59售05,,,,0.03,,,2026-05-17
065900,晟銘電國泰5C購01,,,,1.26,,,2026-05-17
065901,力成國泰5C購01,,,,4.19,,,2026-05-17
065902,新纖國票61購01,,,,0.93,,,2026-05-17
065904,直得國票61購01,,,,1.36,,,2026-05-17
065906,廣宇國票5B購01,,,,1.06,,,2026-05-17
065907,燿華國票5B購01,,,,1.36,,,2026-05-17
065908,大同國票5B購01,,,,1.06,,,2026-05-17
065909,凱美國票5C購01,,,,1.86,,,2026-05-17
06590U,川湖群益56售04,,,,0.11,,,2026-05-17
065910,富邦金國票5B購01,,,,1.51,,,2026-05-17
065911,華晶科國票5C購01,,,,0.94,,,2026-05-17
065912,世芯國票5B購02,,,,1.48,,,2026-05-17
065913,世芯國票5B購03,,,,1.62,,,2026-05-17
065914,精銳國票5C購01,,,,1.19,,,2026-05-17
065915,和椿國票5B購01,,,,1.37,,,2026-05-17
065916,群電國票61購01,,,,0.97,,,2026-05-17
065917,矽創國票5C購01,,,,1.53,,,2026-05-17
065918,台股增元大5C購01,,,,1.47,,,2026-05-17
065919,華城元大61購06,,,,1.20,,,2026-05-17
065920,華城元大64購01,,,,1.04,,,2026-05-17
065921,亞德客元大5B購02,,,,0.81,,,2026-05-17
065922,長興元大5B購05,,,,1.28,,,2026-05-17
065923,上銀元大5B購06,,,,3.19,,,2026-05-17
065926,川湖元大5B購12,,,,1.85,,,2026-05-17
065927,華通元大61購08,,,,0.63,,,2026-05-17
065928,台積電元大5B購11,,,,0.81,,,2026-05-17
065929,台積電元大5B購12,,,,1.14,,,2026-05-17
065930,台積電元大5B購13,,,,1.02,,,2026-05-17
065931,台積電元大61購30,,,,0.88,,,2026-05-17
065932,台積電元大64購08,,,,0.87,,,2026-05-17
065933,華邦電元大5B購03,,,,2.81,,,2026-05-17
065934,漢唐元大64購02,,,,1.97,,,2026-05-17
065935,南亞科元大5B購05,,,,3.36,,,2026-05-17
065936,南亞科元大5B購06,,,,3.95,,,2026-05-17
065937,京元電元大61購05,,,,1.28,,,2026-05-17
065938,大立光元大5B購06,,,,4.22,,,2026-05-17
065939,大立光元大5B購07,,,,3.68,,,2026-05-17
065940,晟銘電元大5B購02,,,,0.69,,,2026-05-17
065941,緯創元大61購08,,,,0.83,,,2026-05-17
065942,昇貿元大5B購02,,,,1.48,,,2026-05-17
065943,玉晶光元大5B購01,,,,1.01,,,2026-05-17
065944,群創元大64購03,,,,3.47,,,2026-05-17
065945,宏致元大5B購02,,,,0.76,,,2026-05-17
065947,世芯元大61購14,,,,1.85,,,2026-05-17
065948,世芯元大64購06,,,,2.28,,,2026-05-17
065949,瑞儀元大5B購02,,,,0.74,,,2026-05-17
065950,佳必琪元大5B購03,,,,1.88,,,2026-05-17
065951,保瑞元大5B購02,,,,0.41,,,2026-05-17
065952,緯穎元大64購01,,,,2.68,,,2026-05-17
065953,矽創元大5B購01,,,,2.57,,,2026-05-17
065954,昇陽半元大5B購03,,,,2.62,,,2026-05-17
065955,昇陽半元大61購03,,,,1.21,,,2026-05-17
065956,昇陽半元大64購03,,,,1.53,,,2026-05-17
065957,臺股指元大5B購19,,,,1.48,,,2026-05-17
065958,台灣50台新5B購06,,,,3.60,,,2026-05-17
065959,東陽台新5B購01,,,,2.05,,,2026-05-17
065960,亞德客台新5B購01,,,,2.16,,,2026-05-17
065961,亞德客台新5B購02,,,,1.61,,,2026-05-17
065962,亞德客台新5B購03,,,,1.24,,,2026-05-17
065963,台玻台新5B購01,,,,1.25,,,2026-05-17
065964,台玻台新5C購01,,,,1.77,,,2026-05-17
065965,台玻台新62購01,,,,1.40,,,2026-05-17
065966,大成鋼台新5B購01,,,,1.91,,,2026-05-17
065967,大成鋼台新5C購01,,,,2.25,,,2026-05-17
065968,大成鋼台新62購01,,,,1.54,,,2026-05-17
065969,上銀台新5B購02,,,,3.84,,,2026-05-17
065970,金寶台新5B購01,,,,0.97,,,2026-05-17
065971,華通台新5B購01,,,,3.37,,,2026-05-17
065972,所羅門台新5B購01,,,,2.51,,,2026-05-17
065973,所羅門台新5B購02,,,,2.76,,,2026-05-17
065975,燿華台新5B購02,,,,2.38,,,2026-05-17
065976,佳能台新5B購01,,,,1.66,,,2026-05-17
065977,佳能台新5B購02,,,,2.01,,,2026-05-17
065978,漢唐台新5B購01,,,,1.87,,,2026-05-17
065979,漢唐台新5B購02,,,,1.78,,,2026-05-17
065980,漢唐台新62購01,,,,2.12,,,2026-05-17
065981,富邦金台新5B購01,,,,2.28,,,2026-05-17
065983,嘉晶台新5B購02,,,,3.77,,,2026-05-17
065984,智原台新5B購01,,,,3.76,,,2026-05-17
065985,智原台新5B購02,,,,2.89,,,2026-05-17
065986,健鼎台新5B購01,,,,1.78,,,2026-05-17
065988,群創台新5B購01,,,,6.35,,,2026-05-17
065989,群創台新5B購02,,,,6.90,,,2026-05-17
065990,宏致台新5B購01,,,,1.38,,,2026-05-17
065993,鈞興台新5B購01,,,,2.15,,,2026-05-17
065994,精銳台新5B購01,,,,1.81,,,2026-05-17
065995,南寶台新5B購01,,,,1.81,,,2026-05-17
065996,和碩台新5B購01,,,,1.70,,,2026-05-17
065998,眾達台新5B購01,,,,1.65,,,2026-05-17
065999,瑞儀台新5B購01,,,,1.72,,,2026-05-17
066000,帆宣台新5B購01,,,,2.57,,,2026-05-17
066001,帆宣台新5B購02,,,,1.68,,,2026-05-17
066003,達發台新5B購02,,,,3.10,,,2026-05-17
066004,洋基台新5B購01,,,,1.73,,,2026-05-17
066006,惠特台新5C購01,,,,2.06,,,2026-05-17
066007,昇陽半台新5B購03,,,,2.54,,,2026-05-17
066008,昇陽半台新5B購04,,,,2.94,,,2026-05-17
066009,福懋科台新5B購01,,,,2.08,,,2026-05-17
066010,福懋科台新5B購02,,,,1.87,,,2026-05-17
066011,勤誠台新5B購01,,,,2.87,,,2026-05-17
066012,台灣50群益5B購05,,,,2.56,,,2026-05-17
066013,台灣50群益5B購06,,,,2.36,,,2026-05-17
066015,台灣50群益65購01,,,,2.65,,,2026-05-17
066018,台股增群益5B購01,,,,1.59,,,2026-05-17
066019,華城群益63購02,,,,0.57,,,2026-05-17
066020,亞德客群益61購01,,,,0.80,,,2026-05-17
066022,國巨群益5B購05,,,,6.25,,25,2026-05-17
066023,華邦電群益5C購03,,,,2.41,,,2026-05-17
066024,智邦群益5B購06,,,,4.36,,,2026-05-17
066025,燿華群益5B購01,,,,2.48,,,2026-05-17
066026,技嘉群益5B購01,,,,1.85,,,2026-05-17
066028,南亞科群益5B購05,,,,3.37,,,2026-05-17
066029,京元電群益62購01,,,,1.27,,,2026-05-17
066031,凱基金群益5B購01,,,,1.11,,,2026-05-17
066032,大立光群益5B購02,,,,7.15,,,2026-05-17
066035,群創群益5B購01,,,,9.15,,,2026-05-17
066037,緯穎群益65購01,,,,1.12,,,2026-05-17
066038,力積電群益5B購02,,,,2.80,,,2026-05-17
066039,昇陽半群益61購01,,,,1.88,,,2026-05-17
066040,勤誠群益5B購01,,,,2.23,,,2026-05-17
066041,台積電兆豐61購01,,,,0.94,,,2026-05-17
066042,燿華兆豐65購01,,,,1.48,,,2026-05-17
066043,聯發科兆豐65購01,,,,2.21,,,2026-05-17
066044,聯發科兆豐65購02,,,,2.42,,,2026-05-17
066045,大立光兆豐65購01,,,,2.16,,,2026-05-17
066046,貿聯兆豐65購01,,,,0.71,,,2026-05-17
066047,日月光兆豐61購01,,,,1.09,,,2026-05-17
066048,祥碩兆豐65購01,,,,1.73,,,2026-05-17
066049,啟碁兆豐61購01,,,,1.41,,,2026-05-17
066050,台股增富邦5B購01,,,,0.80,,,2026-05-17
066051,台股增富邦65購01,,,,0.94,,,2026-05-17
066052,國巨富邦65購01,,,,1.29,,,2026-05-17
066054,聯發科富邦65購01,,,,2.14,,,2026-05-17
