股票代號,股票名稱,融資買進,融資賣出,融資現金償還,融資前日餘額,融資今日餘額,融資限額,融券買進,融券賣出,融券現券償還,融券前日餘額,融券今日餘額,融券限額,資券互抵,註記,date
00895,富邦未來車,3,,,95,98,38854,,,,12,12,38854,, ,2026-05-17
00896,中信綠能及電動車,,1,,352,351,67845,,,,,,67845,4, ,2026-05-17
00897,富邦基因免疫生技,,,,17,17,38378,,,,,,38378,, ,2026-05-17
00898,國泰基因免疫革命,,,,23,23,40119,,,,,,40119,, ,2026-05-17
00899,FT潔淨能源,4,15,,58,47,4158,,,,,,4158,, ,2026-05-17
00900,富邦特選高股息30,47,7,,195,235,460506,,,,,,460506,,X ,2026-05-17
00901,永豐智能車供應鏈,,,,10,10,16337,,,,,,16337,, ,2026-05-17
00902,中信電池及儲能,38,11,,1202,1229,60499,,1,,46,47,60499,, ,2026-05-17
00903,富邦元宇宙,3,1,,9,11,13805,,,,,,13805,, ,2026-05-17
00904,新光臺灣半導體30,11,5,,890,896,43028,,,,1,1,43028,, ,2026-05-17
00905,FT臺灣Smart,4,,,158,162,83456,,,,,,83456,, ,2026-05-17
00907,永豐優息存股,,21,,54,33,46408,,,,,,46408,, ,2026-05-17
00908,富邦入息REITs+,,,,,,9229,,,,,,9229,, ,2026-05-17
00909,國泰數位支付服務,119,74,,1304,1349,36301,,1,,63,64,36301,, ,2026-05-17
00910,第一金太空衛星,309,363,2,1386,1330,23234,1,,,5,4,23234,, ,2026-05-17
00911,兆豐洲際半導體,3,46,,181,138,4600,,,,,,4600,, ,2026-05-17
00912,中信臺灣智慧50,6,,,3,9,14813,,,,,,14813,, ,2026-05-17
00913,兆豐台灣晶圓製造,2,3,,65,64,5066,,,,,,5066,1, ,2026-05-17
00915,凱基優選高股息30,4,6,,106,104,154745,,,,,,154745,, ,2026-05-17
00916,國泰全球品牌50,,,,2,2,15604,,,,,,15604,, ,2026-05-17
00917,中信特選金融,,23,,194,171,15994,,,,,,15994,, ,2026-05-17
00918,大華優利高填息30,102,38,4,1956,2016,799191,49,,,72,23,799191,2, ,2026-05-17
00919,群益台灣精選高息,1447,253,12,5982,7164,4453158,10,12,,86,88,4453158,27, ,2026-05-17
00920,富邦ESG綠色電力,4,19,,64,49,4570,,,,,,4570,, ,2026-05-17
00921,兆豐龍頭等權重,,,,,,15442,,,,,,15442,, ,2026-05-17
00922,國泰台灣領袖50,28,50,,995,973,492046,,,,70,70,492046,, ,2026-05-17
00923,群益台ESG低碳50,,17,,551,534,212480,,,,8,8,212480,, ,2026-05-17
00924,復華S&P500成長,22,5,,70,87,113400,,,,,,113400,, ,2026-05-17
00926,凱基全球菁英55,,,,25,25,21745,,,,,,21745,, ,2026-05-17
00927,群益半導體收益,162,261,,3094,2995,188849,,,,21,21,188849,6, ,2026-05-17
00929,復華台灣科技優息,376,62,,1716,2030,1183409,,,,,,1183409,,X ,2026-05-17
00930,永豐ESG低碳高息,,,,24,24,38819,,,,,,38819,, ,2026-05-17
00932,兆豐永續高息等權,,,,5,5,40320,,,,,,40320,,X ,2026-05-17
00934,中信成長高股息,13,148,,575,440,102006,,,,,,102006,,X ,2026-05-17
00935,野村臺灣新科技50,80,144,,2813,2749,141126,,12,,56,68,141126,34, ,2026-05-17
00936,台新永續高息中小,2,,,5,7,65699,,,,,,65699,, ,2026-05-17
00938,凱基優選30,61,,,10,71,20379,,,,,,20379,,X ,2026-05-17
00939,統一台灣高息動能,5,5,,81,81,325619,,,,,,325619,, ,2026-05-17
00940,元大台灣價值高息,257,29,,921,1149,1496216,,,,,,1496216,, ,2026-05-17
00941,中信上游半導體,7,28,,210,189,114447,,,,1,1,114447,, ,2026-05-17
00943,兆豐電子高息等權,,,,5,5,10722,,,,,,10722,,X ,2026-05-17
00944,野村趨勢動能高息,,,,2,2,14895,,,,,,14895,,X ,2026-05-17
00945B,凱基美國非投等債,465,,,490,955,216829,,,,,,216829,,X ,2026-05-17
00946,群益科技高息成長,454,92,,234,596,125561,,,,,,125561,, ,2026-05-17
00947,台新臺灣IC設計,315,316,,2697,2696,47091,2,3,,14,15,47091,, ,2026-05-17
00949,復華日本龍頭,,12,,156,144,49107,,,,,,49107,, ,2026-05-17
00951,台新日本半導體,81,62,,1383,1402,59010,4,1,,6,3,59010,, ,2026-05-17
00952,凱基台灣AI50,465,24,,228,669,57318,,,,,,57318,,X ,2026-05-17
00953B,群益優選非投等債,1351,1211,,74381,74521,1106293,,,,,,1106293,, ,2026-05-17
00954,中信日本半導體,33,10,,1104,1127,24811,,,,,,24811,, ,2026-05-17
00956,中信日經高股息,,4,,99,95,8657,,,,,,8657,, ,2026-05-17
00960,野村全球航運龍頭,,,,64,64,17498,,,,,,17498,, ,2026-05-17
00961,FT臺灣永續高息,243,6,,489,726,42502,,,,,,42502,,X ,2026-05-17
00962,台新AI優息動能,20,,,105,125,12105,,,,,,12105,, ,2026-05-17
00963,中信全球高股息,2,,,9,11,22108,,,,,,22108,,X ,2026-05-17
00964,中信亞太高股息,,,,64,64,15031,,,,,,15031,,X ,2026-05-17
00965,元大航太防衛科技,4,62,,3561,3503,133748,8,2,,58,52,133748,, ,2026-05-17
00971,野村美國研發龍頭,,3,,63,60,17544,,,,,,17544,, ,2026-05-17
00972,野村日本動能高息,,,,11,11,5043,,,,,,5043,, ,2026-05-17
009800,中信NASDAQ,49,14,,1405,1440,72972,,,,9,9,72972,, ,2026-05-17
009801,中信美國創新科技,,3,,98,95,29279,,,,2,2,29279,, ,2026-05-17
009802,富邦旗艦50,190,89,,2417,2518,132248,4,11,,7,14,132248,2, ,2026-05-17
009803,玉山市值動能50,,5,2,131,124,32832,,,,,,32832,, ,2026-05-17
009804,聯邦台精彩50,,,,118,118,29723,,,,,,29723,, ,2026-05-17
009805,新光美國電力基建,25,678,,18961,18308,178829,,,,1,1,178829,, ,2026-05-17
009808,華南永昌優選50,,1,,72,71,10252,,,,,,10252,,X ,2026-05-17
009809,富邦淨零ESG50,,2,,6,4,8965,,,,,,8965,, ,2026-05-17
00980A,主動野村臺灣優選,511,463,,4845,4893,187432,,,,,,187432,,X ,2026-05-17
009810,玉山全球藍籌100,,,,1,1,4913,,,,,,4913,, ,2026-05-17
009811,統一美國50,11,,,119,130,74737,,,,35,35,74737,, ,2026-05-17
009812,野村日本東證,7,1,,48,54,27970,,,,,,27970,, ,2026-05-17
009813,貝萊德標普卓越50,2,,,252,254,112706,,,,,,112706,, ,2026-05-17
009816,凱基台灣TOP50,853,606,,30383,30630,2134211,10,8,,555,553,2134211,25, ,2026-05-17
009817,國泰日本不動產,2,,,157,159,71234,,,,,,71234,, ,2026-05-17
009818,華南永昌NASDAQxT,2,,,2,4,15913,,,,,,15913,, ,2026-05-17
009819,中信數據及電力,45,736,,4933,4242,166061,,,,1,1,166061,, ,2026-05-17
00981A,主動統一台股增長,13948,15375,244,189668,187997,2269552,669,2069,55,4088,5433,2269552,305, ,2026-05-17
00981T,平衡凱基雙核收息,,,,25,25,44065,,,,,,44065,,X ,2026-05-17
009820,元大納斯達克精選,724,933,,2710,2501,456675,,,,200,200,456675,21, ,2026-05-17
00982A,主動群益台灣強棒,2065,1332,103,13377,14007,557234,,,,,,557234,,X ,2026-05-17
00982D,主動富邦動態入息,10,1,,120,129,21307,,,,,,21307,,X ,2026-05-17
00982T,平衡兆豐台美動能,,,,,,4774,,,,,,4774,, ,2026-05-17
00983A,主動中信ARK創新,5,2,,845,848,54796,10,,,16,6,54796,, ,2026-05-17
00983D,主動富邦複合收益,,,,54,54,26049,,,,,,26049,,X ,2026-05-17
00984A,主動安聯台灣高息,20,14,,623,629,112989,,,,,,112989,, ,2026-05-17
00984D,主動聯博全球非投,,,,4103,4103,56014,,,,,,56014,, ,2026-05-17
00985A,主動野村台灣50,13,305,,2333,2041,129947,,,,67,67,129947,, ,2026-05-17
00985B,群益ESG投等債0-5,100,,,181,281,128375,,,,,,128375,, ,2026-05-17
00986A,主動台新龍頭成長,2,15,,67,54,10831,,,,,,10831,, ,2026-05-17
00987A,主動台新優勢成長,147,640,,3739,3246,49660,2,2,,22,22,49660,, ,2026-05-17
00988A,主動統一全球創新,13667,6946,13,43047,49755,485109,53,3134,305,28037,30813,485109,107, ,2026-05-17
00989A,主動摩根美國科技,20,4,,141,157,21029,,,,,,21029,, ,2026-05-17
00990A,主動元大AI新經濟,1497,557,,12058,12998,452255,,15,,159,174,452255,, ,2026-05-17
00991A,主動復華未來50,5793,9421,5,56771,53138,652604,18,78,,415,475,652604,591, ,2026-05-17
00992A,主動群益科技創新,6382,5922,8,59020,59472,719863,40,119,,792,871,719863,254, ,2026-05-17
00993A,主動安聯台灣,105,123,,2094,2076,224022,5,2,,44,41,224022,, ,2026-05-17
00994A,主動第一金台股優,190,1302,10,9785,8663,79172,,8,,1,9,79172,, ,2026-05-17
00995A,主動中信台灣卓越,57,750,,2737,2044,81758,1,8,,13,20,81758,, ,2026-05-17
00996A,主動兆豐台灣豐收,269,513,,3561,3317,84099,,6,,19,25,84099,10, ,2026-05-17
00997A,主動群益美國增長,268,704,,9530,9094,250219,1,2,,2,3,250219,5, ,2026-05-17
00999A,主動野村臺灣高息,306,1693,2,11051,9662,402754,,15,,2,17,402754,1, ,2026-05-17
1101,台泥,424,1354,2,32107,31175,1880795,7,1,,97,91,1880795,, ,2026-05-17
1102,亞泥,86,71,,1401,1416,886640,1,,,14,13,886640,, ,2026-05-17
1103,嘉泥,11,,,4121,4132,197561,,,,,,197561,, ,2026-05-17
1104,環泥,25,,,1014,1039,171670,,,,,,171670,, ,2026-05-17
1108,幸福,102,17,,821,906,101184,,,,,,101184,, ,2026-05-17
1109,信大,8,,,406,414,85289,,,,,,85289,2, ,2026-05-17
1110,東泥,4,3,,2771,2772,143000,,,,,,143000,, ,2026-05-17
1201,味全,10,18,114,1408,1286,126515,,,,4,4,126515,, ,2026-05-17
1203,味王,,,,6,6,60000,,,,,,60000,, ,2026-05-17
1210,大成,97,20,,1832,1909,223691,,,,,,223691,, ,2026-05-17
1213,大飲,,,,,,,,,,,,,,OX ,2026-05-17
1215,卜蜂,23,25,,278,276,73697,,,,,,73697,, ,2026-05-17
1216,統一,8,77,1,1081,1011,1420503,4,5,,14,15,1420503,2, ,2026-05-17
1217,愛之味,53,6,850,2055,1252,123628,6,,,6,,123628,, ,2026-05-17
1218,泰山,56,15,,1573,1614,124999,,,,,,124999,2, ,2026-05-17
1219,福壽,1,2,,1334,1333,85309,,,,,,85309,, ,2026-05-17
1220,台榮,12,3,,1135,1144,44269,,,,,,44269,, ,2026-05-17
1225,福懋油,4,53,,7187,7138,60567,,,,,,60567,, ,2026-05-17
1227,佳格,5,3,3,1058,1057,228772,,11,,,11,228772,, ,2026-05-17
1229,聯華,76,59,26,2858,2849,448990,,,,1,1,448990,, ,2026-05-17
1231,聯華食,,,,264,264,74613,,,,,,74613,, ,2026-05-17
1232,大統益,,,,4,4,39993,,,,,,39993,, ,2026-05-17
1233,天仁,,,,57,57,22647,,,,,,22647,, ,2026-05-17
1234,黑松,1,,,23,24,100467,,,,,,100467,, ,2026-05-17
1235,興泰,,,,810,810,47144,,,,,,47144,, ,2026-05-17
1236,宏亞,,2,,223,221,21668,,,,,,21668,, ,2026-05-17
1256,鮮活果汁-KY,15,14,,293,294,8943,,,,,,8943,, ,2026-05-17
1301,台塑,372,202,8,17960,18122,1591435,10,2,1,241,232,1591435,1, ,2026-05-17
1303,南亞,2507,2438,15,46455,46509,1982705,81,51,,2917,2887,1982705,147, ,2026-05-17
1304,台聚,306,504,,12563,12365,297190,20,3,,134,117,297190,, ,2026-05-17
1305,華夏,138,180,,7343,7301,145262,,3,,260,263,145262,1, ,2026-05-17
1307,三芳,29,31,,1690,1688,99454,,,,1,1,99454,, ,2026-05-17
1308,亞聚,93,113,,8067,8047,148435,41,,,44,3,148435,1, ,2026-05-17
1309,台達化,143,676,11,8798,8254,99396,4,3,,1412,1411,99396,7, ,2026-05-17
1310,台苯,262,153,,11457,11566,131967,8,,,17,9,131967,, ,2026-05-17
1312,國喬,486,712,2,16303,16075,276655,25,,,39,14,276655,1, ,2026-05-17
1313,聯成,122,183,10,11439,11368,337711,1,,,3,2,337711,, ,2026-05-17
1314,中石化,752,632,25,47528,47623,946212,3,1,,108,106,946212,10, ,2026-05-17
1315,達新,,,,60,60,24774,,,,,,24774,, ,2026-05-17
1316,上曜,192,315,18,11170,11029,93986,1,10,,5,14,93986,3, ,2026-05-17
1319,東陽,91,79,8,5514,5518,147869,1,,,3,2,147869,, ,2026-05-17
1321,大洋,19,3,,7070,7086,56807,,,,,,56807,, ,2026-05-17
1323,永裕,,5,,121,116,22818,,,,,,22818,, ,2026-05-17
1324,地球,1,10,,1464,1455,18780,,,,,,18780,, ,2026-05-17
1325,恆大,3,6,,2619,2616,21320,,,,16,16,21320,, ,2026-05-17
1326,台化,383,284,1,15876,15974,1465296,33,8,,65,40,1465296,1, ,2026-05-17
1337,再生-KY,56,150,,21095,21001,67238,,,,,,67238,, ,2026-05-17
1338,廣華-KY,2,1,,2315,2316,20960,,,,1,1,20960,, ,2026-05-17
1339,昭輝,15,10,,619,624,18534,,,,,,18534,, ,2026-05-17
1340,勝悅-KY,1,,,1077,1078,38230,,,,,,38230,, ,2026-05-17
1342,八貫,13,23,,550,540,19500,,,,,,19500,, ,2026-05-17
1402,遠東新,306,90,1,9160,9375,1338218,2,216,,14,228,1338218,11, ,2026-05-17
1409,新纖,365,438,,10181,10108,404602,27,,,33,6,404602,1, ,2026-05-17
1410,南染,,,,317,317,15500,,,,,,15500,, ,2026-05-17
1413,宏洲,,,,,,,,,,,,,,OX ,2026-05-17
1414,東和,59,8,,941,992,49500,,,,,,49500,, ,2026-05-17
1416,廣豐,36,8,,3776,3804,46335,,,,,,46335,, ,2026-05-17
1417,嘉裕,77,2,,1455,1530,47485,,,,,,47485,, ,2026-05-17
1418,東華,15,13,,716,718,11708,,,,,,11708,, ,2026-05-17
1419,新紡,45,114,,1333,1264,75010,,,,3,3,75010,1, ,2026-05-17
1423,利華,,6,,76,70,24912,,,,,,24912,, ,2026-05-17
1432,大魯閣,10,,,94,104,22500,,,,,,22500,, ,2026-05-17
1434,福懋,51,45,10,2602,2598,421166,,,,,,421166,, ,2026-05-17
1435,中福,,,,,,,,,,,,,,OX!,2026-05-17
1436,華友聯,89,34,1,858,912,48537,,,,11,11,48537,, ,2026-05-17
1437,勤益控,2,1,,1967,1968,50467,,30,,,30,50467,, ,2026-05-17
1438,三地開發,3,,,59,62,22801,,,,,,22801,, ,2026-05-17
1439,雋揚,1,,,1205,1206,23000,,7,,,7,23000,, ,2026-05-17
1440,南紡,20,47,,4970,4943,414203,,2,,,2,414203,, ,2026-05-17
1441,大東,,,,,,,,,,,,,,OX ,2026-05-17
1442,名軒,4,16,,3131,3119,91552,,3,,5,8,91552,, ,2026-05-17
1443,立益物流,,12,,47,35,33835,,,,,,33835,, ,2026-05-17
1444,力麗,,,,1015,1015,,,,,,,,,OX ,2026-05-17
1445,大宇,,,,1303,1303,32666,,,,,,32666,, ,2026-05-17
1446,宏和,2,,,2317,2319,34427,,,,,,34427,, ,2026-05-17
1447,力鵬,,36,,2617,2581,,,,,,,,,OX ,2026-05-17
1449,佳和,46,59,4,3983,3966,31778,7,,,7,,31778,, ,2026-05-17
1451,年興,4,5,,613,612,49500,,,,,,49500,, ,2026-05-17
1452,宏益,,2,,103,101,33160,,,,,,33160,, ,2026-05-17
1453,大將,4,1,,1308,1311,28310,,,,,,28310,, ,2026-05-17
1454,台富,2,9,,2091,2084,32458,,,,,,32458,, ,2026-05-17
1455,集盛,75,115,5,2829,2784,132922,,,,26,26,132922,, ,2026-05-17
1456,怡華,4,,,315,319,23430,,,,,,23430,, ,2026-05-17
1457,宜進,100,,,503,603,79182,,,,,,79182,, ,2026-05-17
1459,聯發,21,15,,369,375,89657,,,,,,89657,, ,2026-05-17
1460,宏遠,,,,,,,,,,,,,,OX ,2026-05-17
1463,強盛新,,,,252,252,43317,,,,,,43317,, ,2026-05-17
1464,得力,42,5,,1968,2005,106393,,,,,,106393,, ,2026-05-17
1465,偉全,6,23,,3338,3321,25901,,,,,,25901,, ,2026-05-17
1466,聚隆,17,2,,4716,4731,27789,,,,2,2,27789,, ,2026-05-17
1467,南緯,60,28,,4578,4610,42052,,,,,,42052,, ,2026-05-17
1468,昶和,,,,,,,,,,,,,,OX ,2026-05-17
1470,大統新創,,,,6,6,21441,,,,,,21441,, ,2026-05-17
1471,首利,,,,,,,,,,,,,,OX ,2026-05-17
1472,三洋實業,,,,4149,4149,8747,,,,,,8747,, ,2026-05-17
1473,台南,15,6,,827,836,36538,,,,,,36538,, ,2026-05-17
1474,弘裕,,,,3352,3352,32474,,,,,,32474,, ,2026-05-17
1475,業旺,,3,,362,359,16504,,,,,,16504,, ,2026-05-17
1476,儒鴻,17,4,,626,639,68591,,,,3,3,68591,, ,2026-05-17
1477,聚陽,145,27,,1260,1378,61673,,1,,9,10,61673,, ,2026-05-17
1503,士電,137,154,3,3007,2987,130243,4,7,,12,15,130243,, ,2026-05-17
1504,東元,1293,1400,37,27792,27648,594110,60,11,,149,100,594110,12, ,2026-05-17
1506,正道,,,,,,,,,,,,,,OX ,2026-05-17
1512,瑞利,,,,,,,,,,,,,,OX ,2026-05-17
1513,中興電,239,177,7,8852,8907,125778,1,4,,11,14,125778,, ,2026-05-17
1514,亞力,367,327,1,7204,7243,68277,4,8,,492,496,68277,1, ,2026-05-17
1515,力山,45,7,,1919,1957,45368,6,,,9,3,45368,, ,2026-05-17
1516,川飛,,,,18,18,,,,,,,,,OX ,2026-05-17
1517,利奇,1,,,1296,1297,55000,,,,,,55000,, ,2026-05-17
1519,華城,273,221,4,3251,3299,78970,1,25,,18,42,78970,, ,2026-05-17
1521,大億,,,,420,420,19057,,,,,,19057,, ,2026-05-17
1522,堤維西,70,58,1,4613,4624,78224,4,,,33,29,78224,1, ,2026-05-17
1524,耿鼎,126,133,,4679,4672,41327,10,3,,28,21,41327,, ,2026-05-17
1525,江申,,,,238,238,18350,,,,,,18350,, ,2026-05-17
1526,日馳,20,3,,616,633,15000,3,,,3,,15000,, ,2026-05-17
1527,鑽全,3,1,,544,546,34642,1,,,2,1,34642,, ,2026-05-17
1528,恩德,269,306,16,10285,10232,47832,17,2,,334,319,47832,12, ,2026-05-17
1529,樂事綠能,80,132,32,3493,3409,38773,,,,,,38773,, ,2026-05-17
1530,亞崴,,,,133,133,23648,,,,,,23648,, ,2026-05-17
1531,高林股,7,2,,1918,1923,45527,,,,1,1,45527,, ,2026-05-17
1532,勤美,101,69,,2471,2503,105651,,,,,,105651,, ,2026-05-17
1533,車王電,38,28,,727,737,24636,,,,,,24636,, ,2026-05-17
1535,中宇,,2,,54,52,30935,,,,,,30935,, ,2026-05-17
1536,和大,112,54,19,8511,8550,69739,10,25,,193,208,69739,1, ,2026-05-17
1537,廣隆,1,,,29,30,20515,,,,,,20515,, ,2026-05-17
1538,正峰,,,,,,,,,,,,,,OX ,2026-05-17
1539,巨庭,15,4,,1195,1206,16342,,,,,,16342,, ,2026-05-17
1540,喬福,17,5,1,1884,1895,21368,,,,,,21368,, ,2026-05-17
1541,錩泰,5,6,,107,106,19700,,,,,,19700,, ,2026-05-17
1558,伸興,,,,294,294,16133,,,,,,16133,, ,2026-05-17
1560,中砂,118,184,,1971,1905,37441,7,9,,70,72,37441,1, ,2026-05-17
1563,巧新,12,76,,1125,1061,56402,,,,,,56402,, ,2026-05-17
1568,倉佑,61,7,,3069,3123,25771,,,,1,1,25771,, ,2026-05-17
1582,信錦,954,917,,6517,6554,36067,9,8,,32,31,36067,21, ,2026-05-17
1583,程泰,14,,,16,30,27350,,,,,,27350,, ,2026-05-17
1587,吉茂,2,155,6,3126,2967,20013,2,2,,4,4,20013,, ,2026-05-17
1589,永冠-KY,,,,1779,1779,,,,,,,,,OX!,2026-05-17
1590,亞德客-KY,4,22,,201,183,49999,,,,1,1,49999,, ,2026-05-17
1597,直得,331,453,,7080,6958,22315,13,,1,204,190,22315,212, ,2026-05-17
1598,岱宇,,42,,2204,2162,44785,,,,7,7,44785,, ,2026-05-17
1603,華電,175,60,,2230,2345,47922,,88,,,88,47922,, ,2026-05-17
1604,聲寶,,3,,264,261,96050,,,,,,96050,, ,2026-05-17
1605,華新,2648,4650,10,52339,50327,1107833,31,29,,436,434,1107833,54, ,2026-05-17
1608,華榮,145,264,10,8550,8421,158193,7,5,,9,7,158193,, ,2026-05-17
1609,大亞,293,152,34,13489,13596,196315,1,,,17,16,196315,, ,2026-05-17
1611,中電,64,7,,3456,3513,80683,,,,,,80683,, ,2026-05-17
1612,宏泰,14,10,,1389,1393,79020,,,,1,1,79020,, ,2026-05-17
1614,三洋電,4,,,351,355,67278,,,,,,67278,, ,2026-05-17
1615,大山,2,2,,152,152,49165,,5,,,5,49165,, ,2026-05-17
1616,億泰,41,38,,3622,3625,48537,,7,,3,10,48537,, ,2026-05-17
1617,榮星,34,,,1182,1216,42378,,,,,,42378,, ,2026-05-17
1618,合機,32,30,2,4008,4008,48172,1,,,5,4,48172,, ,2026-05-17
1626,艾美特-KY,,,,2568,2568,37455,,,,1,1,37455,, ,2026-05-17
1702,南僑,16,,1,389,404,73533,,,,1,1,73533,1, ,2026-05-17
1707,葡萄王,1,,,228,229,37034,,,,4,4,37034,, ,2026-05-17
1708,東鹼,152,260,,5804,5696,62250,4,,,50,46,62250,, ,2026-05-17
1709,和益,20,48,2,2422,2392,119254,2,,,3,1,119254,, ,2026-05-17
1710,東聯,440,142,50,7851,8099,221425,,,,12,12,221425,, ,2026-05-17
1711,永光,2329,1303,24,24782,25784,136938,26,38,,1658,1670,136938,23, ,2026-05-17
1712,興農,2,1,,411,412,105123,,,,,,105123,, ,2026-05-17
1713,國化,8,37,,3131,3102,37737,,,,,,37737,, ,2026-05-17
1714,和桐,383,277,,8190,8296,247956,,,,5,5,247956,1, ,2026-05-17
1717,長興,3301,2806,1,30134,30628,293061,34,19,,351,336,293061,65, ,2026-05-17
1718,中纖,259,408,6,12865,12710,421476,126,,,131,5,421476,22, ,2026-05-17
1720,生達,1,6,,386,381,44674,,,,,,44674,, ,2026-05-17
1721,三晃,,30,,159,129,,,,,,,,,OX ,2026-05-17
1722,台肥,376,130,1,3958,4203,245000,4,7,,4,7,245000,, ,2026-05-17
1723,中碳,68,68,,884,884,59226,,,,,,59226,, ,2026-05-17
1725,元禎,2,9,,300,293,45457,,,,,,45457,, ,2026-05-17
1726,永記,,,,8,8,40500,,,,,,40500,, ,2026-05-17
1727,中華化,1161,2696,,9851,8316,32004,34,244,,399,609,32004,5, ,2026-05-17
1730,花仙子,,1,,8,7,15808,,,,,,15808,, ,2026-05-17
1731,美吾華,1,,,234,235,33228,,,,,,33228,, ,2026-05-17
1732,毛寶,3,30,,508,481,10610,,,,,,10610,, ,2026-05-17
1733,五鼎,1,1,,2641,2641,24987,,,,,,24987,, ,2026-05-17
1734,杏輝,1,,,470,471,47549,,,,,,47549,, ,2026-05-17
1735,日勝化,62,86,,868,844,24847,,1,,1,2,24847,5, ,2026-05-17
1736,喬山,49,20,,1969,1998,75848,,2,,1,3,75848,1, ,2026-05-17
1737,臺鹽,,,,40,40,50000,,,,,,50000,, ,2026-05-17
1752,南光,8,3,,340,345,25247,,,,,,25247,, ,2026-05-17
1760,寶齡富錦,19,15,2,974,976,21434,,,,7,7,21434,, ,2026-05-17
1762,中化生,21,153,,1008,876,19229,,1,,11,12,19229,, ,2026-05-17
1773,勝一,60,81,1,1482,1460,75000,2,,,9,7,75000,, ,2026-05-17
1776,展宇,541,339,,624,826,15026,4,,,4,,15026,21, ,2026-05-17
1783,和康生,5,2,,845,848,20244,,,,,,20244,, ,2026-05-17
1786,科妍,188,123,2,5635,5698,18706,11,2,,11,2,18706,2, ,2026-05-17
1789,神隆,40,21,,2962,2981,197684,,,,1,1,197684,, ,2026-05-17
1795,美時,292,316,16,9439,9399,66718,15,3,,26,14,66718,, ,2026-05-17
1802,台玻,2564,3679,2,62888,61771,727015,434,627,,2414,2607,727015,49, ,2026-05-17
1805,寶徠,3,,,1507,1510,33742,,,,,,33742,, ,2026-05-17
1806,冠軍,10,14,,2824,2820,97600,,,,,,97600,, ,2026-05-17
1808,潤隆,14,36,,5864,5842,223257,,,,,,223257,, ,2026-05-17
1809,中釉,296,517,,7362,7141,41760,14,8,,255,249,41760,177, ,2026-05-17
1810,和成,260,297,,18841,18804,75575,,5,,9,14,75575,2, ,2026-05-17
1817,凱撒衛,4,3,,20,21,18150,,,,,,18150,, ,2026-05-17
1903,士紙,5,97,,2946,2854,65009,,,,1,1,65009,, ,2026-05-17
1904,正隆,260,619,,2611,2252,277068,,2,,8,10,277068,9, ,2026-05-17
1905,華紙,489,265,1,9205,9428,275708,5,1,,13,9,275708,1, ,2026-05-17
1906,寶隆,1,1,,7294,7294,37750,,,,,,37750,, ,2026-05-17
1907,永豐餘,591,854,,24059,23796,415092,1,,,1,,415092,, ,2026-05-17
1909,榮成,156,151,4,8517,8518,331921,,,,1,1,331921,, ,2026-05-17
2002,中鋼,492,644,22,40976,40802,3933715,2,1,,58,57,3933715,, ,2026-05-17
2006,東和鋼鐵,86,3,,995,1078,182553,,,,9,9,182553,, ,2026-05-17
2007,燁興,,,,6,6,,,,,,,,,OX ,2026-05-17
2008,高興昌,,,,178,178,47713,,,,,,47713,, ,2026-05-17
2009,第一銅,278,869,,6594,6003,89905,44,,,46,2,89905,5, ,2026-05-17
2010,春源,349,29,,1691,2011,161913,,1,,1,2,161913,, ,2026-05-17
2012,春雨,,,,68,68,75540,,,,,,75540,, ,2026-05-17
2013,中鋼構,2,,,1441,1443,50000,,,,,,50000,, ,2026-05-17
2014,中鴻,,1,,2045,2044,,,,,,,,,OX ,2026-05-17
2015,豐興,,,,36,36,145399,,,,,,145399,, ,2026-05-17
2017,官田鋼,25,35,12,7028,7006,111718,,,,10,10,111718,, ,2026-05-17
2020,美亞,24,10,,698,712,66757,10,,,10,,66757,, ,2026-05-17
2022,聚亨,143,2,,1109,1250,84292,1,,,2,1,84292,14, ,2026-05-17
2023,燁輝,93,24,15,3587,3641,469060,,,,1,1,469060,, ,2026-05-17
2024,志聯,,2,,53,51,24375,,,,,,24375,, ,2026-05-17
2025,千興,,,,,,,,,,,,,,OX ,2026-05-17
2027,大成鋼,941,2130,7,31575,30379,646065,25,58,,103,136,646065,2, ,2026-05-17
2028,威致,10,2,,1167,1175,81428,,,,,,81428,, ,2026-05-17
2029,盛餘,21,,,384,405,80295,,,,,,80295,, ,2026-05-17
2030,彰源,100,95,,2082,2087,70131,18,1,,24,7,70131,, ,2026-05-17
2031,新光鋼,3,5,2,1189,1185,80286,,,,1,1,80286,, ,2026-05-17
2032,新鋼,20,79,,2803,2744,32630,,,,,,32630,, ,2026-05-17
2033,佳大,,14,5,2858,2839,20173,,,,,,20173,, ,2026-05-17
2034,允強,92,76,,4660,4676,132248,,,,,,132248,, ,2026-05-17
2038,海光,10,35,14,5300,5261,48533,,,,1,1,48533,, ,2026-05-17
2049,上銀,883,798,,4267,4352,88448,13,53,6,142,176,88448,7, ,2026-05-17
2059,川湖,38,35,1,437,439,23824,,,,2,2,23824,9, ,2026-05-17
2062,橋椿,6,6,,1713,1713,49998,,,,,,49998,, ,2026-05-17
2069,運錩,29,98,,826,757,41596,,,,1,1,41596,, ,2026-05-17
2101,南港,498,508,19,26951,26922,183483,,,,5,5,183483,1, ,2026-05-17
2102,泰豐,9,5,,4338,4342,118332,,,,,,118332,, ,2026-05-17
2103,台橡,703,970,,12679,12412,206427,7,,,17,10,206427,10, ,2026-05-17
2104,國際中橡,509,462,13,20722,20756,246183,1,12,,27,38,246183,, ,2026-05-17
