股票代號,股票名稱,融資買進,融資賣出,融資現金償還,融資前日餘額,融資今日餘額,融資限額,融券買進,融券賣出,融券現券償還,融券前日餘額,融券今日餘額,融券限額,資券互抵,註記,date
1446,宏和,2,,,2317,2319,34427,,,,,,34427,, ,2026-05-18
1447,力鵬,,36,,2617,2581,,,,,,,,,OX ,2026-05-18
1449,佳和,46,59,4,3983,3966,31778,7,,,7,,31778,, ,2026-05-18
1451,年興,4,5,,613,612,49500,,,,,,49500,, ,2026-05-18
1452,宏益,,2,,103,101,33160,,,,,,33160,, ,2026-05-18
1453,大將,4,1,,1308,1311,28310,,,,,,28310,, ,2026-05-18
1454,台富,2,9,,2091,2084,32458,,,,,,32458,, ,2026-05-18
1455,集盛,75,115,5,2829,2784,132922,,,,26,26,132922,, ,2026-05-18
1456,怡華,4,,,315,319,23430,,,,,,23430,, ,2026-05-18
1457,宜進,100,,,503,603,79182,,,,,,79182,, ,2026-05-18
1459,聯發,21,15,,369,375,89657,,,,,,89657,, ,2026-05-18
1460,宏遠,,,,,,,,,,,,,,OX ,2026-05-18
1463,強盛新,,,,252,252,43317,,,,,,43317,, ,2026-05-18
1464,得力,42,5,,1968,2005,106393,,,,,,106393,, ,2026-05-18
1465,偉全,6,23,,3338,3321,25901,,,,,,25901,, ,2026-05-18
1466,聚隆,17,2,,4716,4731,27789,,,,2,2,27789,, ,2026-05-18
1467,南緯,60,28,,4578,4610,42052,,,,,,42052,, ,2026-05-18
1468,昶和,,,,,,,,,,,,,,OX ,2026-05-18
1470,大統新創,,,,6,6,21441,,,,,,21441,, ,2026-05-18
1471,首利,,,,,,,,,,,,,,OX ,2026-05-18
1472,三洋實業,,,,4149,4149,8747,,,,,,8747,, ,2026-05-18
1473,台南,15,6,,827,836,36538,,,,,,36538,, ,2026-05-18
1474,弘裕,,,,3352,3352,32474,,,,,,32474,, ,2026-05-18
1475,業旺,,3,,362,359,16504,,,,,,16504,, ,2026-05-18
1476,儒鴻,17,4,,626,639,68591,,,,3,3,68591,, ,2026-05-18
1477,聚陽,145,27,,1260,1378,61673,,1,,9,10,61673,, ,2026-05-18
1503,士電,137,154,3,3007,2987,130243,4,7,,12,15,130243,, ,2026-05-18
1504,東元,1293,1400,37,27792,27648,594110,60,11,,149,100,594110,12, ,2026-05-18
1506,正道,,,,,,,,,,,,,,OX ,2026-05-18
1512,瑞利,,,,,,,,,,,,,,OX ,2026-05-18
1513,中興電,239,177,7,8852,8907,125778,1,4,,11,14,125778,, ,2026-05-18
1514,亞力,367,327,1,7204,7243,68277,4,8,,492,496,68277,1, ,2026-05-18
1515,力山,45,7,,1919,1957,45368,6,,,9,3,45368,, ,2026-05-18
1516,川飛,,,,18,18,,,,,,,,,OX ,2026-05-18
1517,利奇,1,,,1296,1297,55000,,,,,,55000,, ,2026-05-18
1519,華城,273,221,4,3251,3299,78970,1,25,,18,42,78970,, ,2026-05-18
1521,大億,,,,420,420,19057,,,,,,19057,, ,2026-05-18
1522,堤維西,70,58,1,4613,4624,78224,4,,,33,29,78224,1, ,2026-05-18
1524,耿鼎,126,133,,4679,4672,41327,10,3,,28,21,41327,, ,2026-05-18
1525,江申,,,,238,238,18350,,,,,,18350,, ,2026-05-18
1526,日馳,20,3,,616,633,15000,3,,,3,,15000,, ,2026-05-18
1527,鑽全,3,1,,544,546,34642,1,,,2,1,34642,, ,2026-05-18
1528,恩德,269,306,16,10285,10232,47832,17,2,,334,319,47832,12, ,2026-05-18
1529,樂事綠能,80,132,32,3493,3409,38773,,,,,,38773,, ,2026-05-18
1530,亞崴,,,,133,133,23648,,,,,,23648,, ,2026-05-18
1531,高林股,7,2,,1918,1923,45527,,,,1,1,45527,, ,2026-05-18
1532,勤美,101,69,,2471,2503,105651,,,,,,105651,, ,2026-05-18
1533,車王電,38,28,,727,737,24636,,,,,,24636,, ,2026-05-18
1535,中宇,,2,,54,52,30935,,,,,,30935,, ,2026-05-18
1536,和大,112,54,19,8511,8550,69739,10,25,,193,208,69739,1, ,2026-05-18
1537,廣隆,1,,,29,30,20515,,,,,,20515,, ,2026-05-18
1538,正峰,,,,,,,,,,,,,,OX ,2026-05-18
1539,巨庭,15,4,,1195,1206,16342,,,,,,16342,, ,2026-05-18
1540,喬福,17,5,1,1884,1895,21368,,,,,,21368,, ,2026-05-18
1541,錩泰,5,6,,107,106,19700,,,,,,19700,, ,2026-05-18
1558,伸興,,,,294,294,16133,,,,,,16133,, ,2026-05-18
1560,中砂,118,184,,1971,1905,37441,7,9,,70,72,37441,1, ,2026-05-18
1563,巧新,12,76,,1125,1061,56402,,,,,,56402,, ,2026-05-18
1568,倉佑,61,7,,3069,3123,25771,,,,1,1,25771,, ,2026-05-18
1582,信錦,954,917,,6517,6554,36067,9,8,,32,31,36067,21, ,2026-05-18
1583,程泰,14,,,16,30,27350,,,,,,27350,, ,2026-05-18
1587,吉茂,2,155,6,3126,2967,20013,2,2,,4,4,20013,, ,2026-05-18
1589,永冠-KY,,,,1779,1779,,,,,,,,,OX!,2026-05-18
1590,亞德客-KY,4,22,,201,183,49999,,,,1,1,49999,, ,2026-05-18
1597,直得,331,453,,7080,6958,22315,13,,1,204,190,22315,212, ,2026-05-18
1598,岱宇,,42,,2204,2162,44785,,,,7,7,44785,, ,2026-05-18
1603,華電,175,60,,2230,2345,47922,,88,,,88,47922,, ,2026-05-18
1604,聲寶,,3,,264,261,96050,,,,,,96050,, ,2026-05-18
1605,華新,2648,4650,10,52339,50327,1107833,31,29,,436,434,1107833,54, ,2026-05-18
1608,華榮,145,264,10,8550,8421,158193,7,5,,9,7,158193,, ,2026-05-18
1609,大亞,293,152,34,13489,13596,196315,1,,,17,16,196315,, ,2026-05-18
1611,中電,64,7,,3456,3513,80683,,,,,,80683,, ,2026-05-18
1612,宏泰,14,10,,1389,1393,79020,,,,1,1,79020,, ,2026-05-18
1614,三洋電,4,,,351,355,67278,,,,,,67278,, ,2026-05-18
1615,大山,2,2,,152,152,49165,,5,,,5,49165,, ,2026-05-18
1616,億泰,41,38,,3622,3625,48537,,7,,3,10,48537,, ,2026-05-18
1617,榮星,34,,,1182,1216,42378,,,,,,42378,, ,2026-05-18
1618,合機,32,30,2,4008,4008,48172,1,,,5,4,48172,, ,2026-05-18
1626,艾美特-KY,,,,2568,2568,37455,,,,1,1,37455,, ,2026-05-18
1702,南僑,16,,1,389,404,73533,,,,1,1,73533,1, ,2026-05-18
1707,葡萄王,1,,,228,229,37034,,,,4,4,37034,, ,2026-05-18
1708,東鹼,152,260,,5804,5696,62250,4,,,50,46,62250,, ,2026-05-18
1709,和益,20,48,2,2422,2392,119254,2,,,3,1,119254,, ,2026-05-18
1710,東聯,440,142,50,7851,8099,221425,,,,12,12,221425,, ,2026-05-18
1711,永光,2329,1303,24,24782,25784,136938,26,38,,1658,1670,136938,23, ,2026-05-18
1712,興農,2,1,,411,412,105123,,,,,,105123,, ,2026-05-18
1713,國化,8,37,,3131,3102,37737,,,,,,37737,, ,2026-05-18
1714,和桐,383,277,,8190,8296,247956,,,,5,5,247956,1, ,2026-05-18
1717,長興,3301,2806,1,30134,30628,293061,34,19,,351,336,293061,65, ,2026-05-18
1718,中纖,259,408,6,12865,12710,421476,126,,,131,5,421476,22, ,2026-05-18
1720,生達,1,6,,386,381,44674,,,,,,44674,, ,2026-05-18
1721,三晃,,30,,159,129,,,,,,,,,OX ,2026-05-18
1722,台肥,376,130,1,3958,4203,245000,4,7,,4,7,245000,, ,2026-05-18
1723,中碳,68,68,,884,884,59226,,,,,,59226,, ,2026-05-18
1725,元禎,2,9,,300,293,45457,,,,,,45457,, ,2026-05-18
1726,永記,,,,8,8,40500,,,,,,40500,, ,2026-05-18
1727,中華化,1161,2696,,9851,8316,32004,34,244,,399,609,32004,5, ,2026-05-18
1730,花仙子,,1,,8,7,15808,,,,,,15808,, ,2026-05-18
1731,美吾華,1,,,234,235,33228,,,,,,33228,, ,2026-05-18
1732,毛寶,3,30,,508,481,10610,,,,,,10610,, ,2026-05-18
1733,五鼎,1,1,,2641,2641,24987,,,,,,24987,, ,2026-05-18
1734,杏輝,1,,,470,471,47549,,,,,,47549,, ,2026-05-18
1735,日勝化,62,86,,868,844,24847,,1,,1,2,24847,5, ,2026-05-18
1736,喬山,49,20,,1969,1998,75848,,2,,1,3,75848,1, ,2026-05-18
1737,臺鹽,,,,40,40,50000,,,,,,50000,, ,2026-05-18
1752,南光,8,3,,340,345,25247,,,,,,25247,, ,2026-05-18
1760,寶齡富錦,19,15,2,974,976,21434,,,,7,7,21434,, ,2026-05-18
1762,中化生,21,153,,1008,876,19229,,1,,11,12,19229,, ,2026-05-18
1773,勝一,60,81,1,1482,1460,75000,2,,,9,7,75000,, ,2026-05-18
1776,展宇,541,339,,624,826,15026,4,,,4,,15026,21, ,2026-05-18
1783,和康生,5,2,,845,848,20244,,,,,,20244,, ,2026-05-18
1786,科妍,188,123,2,5635,5698,18706,11,2,,11,2,18706,2, ,2026-05-18
1789,神隆,40,21,,2962,2981,197684,,,,1,1,197684,, ,2026-05-18
1795,美時,292,316,16,9439,9399,66718,15,3,,26,14,66718,, ,2026-05-18
1802,台玻,2564,3679,2,62888,61771,727015,434,627,,2414,2607,727015,49, ,2026-05-18
1805,寶徠,3,,,1507,1510,33742,,,,,,33742,, ,2026-05-18
1806,冠軍,10,14,,2824,2820,97600,,,,,,97600,, ,2026-05-18
1808,潤隆,14,36,,5864,5842,223257,,,,,,223257,, ,2026-05-18
1809,中釉,296,517,,7362,7141,41760,14,8,,255,249,41760,177, ,2026-05-18
1810,和成,260,297,,18841,18804,75575,,5,,9,14,75575,2, ,2026-05-18
1817,凱撒衛,4,3,,20,21,18150,,,,,,18150,, ,2026-05-18
1903,士紙,5,97,,2946,2854,65009,,,,1,1,65009,, ,2026-05-18
1904,正隆,260,619,,2611,2252,277068,,2,,8,10,277068,9, ,2026-05-18
1905,華紙,489,265,1,9205,9428,275708,5,1,,13,9,275708,1, ,2026-05-18
1906,寶隆,1,1,,7294,7294,37750,,,,,,37750,, ,2026-05-18
1907,永豐餘,591,854,,24059,23796,415092,1,,,1,,415092,, ,2026-05-18
1909,榮成,156,151,4,8517,8518,331921,,,,1,1,331921,, ,2026-05-18
2002,中鋼,492,644,22,40976,40802,3933715,2,1,,58,57,3933715,, ,2026-05-18
2006,東和鋼鐵,86,3,,995,1078,182553,,,,9,9,182553,, ,2026-05-18
2007,燁興,,,,6,6,,,,,,,,,OX ,2026-05-18
2008,高興昌,,,,178,178,47713,,,,,,47713,, ,2026-05-18
2009,第一銅,278,869,,6594,6003,89905,44,,,46,2,89905,5, ,2026-05-18
2010,春源,349,29,,1691,2011,161913,,1,,1,2,161913,, ,2026-05-18
2012,春雨,,,,68,68,75540,,,,,,75540,, ,2026-05-18
2013,中鋼構,2,,,1441,1443,50000,,,,,,50000,, ,2026-05-18
2014,中鴻,,1,,2045,2044,,,,,,,,,OX ,2026-05-18
2015,豐興,,,,36,36,145399,,,,,,145399,, ,2026-05-18
2017,官田鋼,25,35,12,7028,7006,111718,,,,10,10,111718,, ,2026-05-18
2020,美亞,24,10,,698,712,66757,10,,,10,,66757,, ,2026-05-18
2022,聚亨,143,2,,1109,1250,84292,1,,,2,1,84292,14, ,2026-05-18
2023,燁輝,93,24,15,3587,3641,469060,,,,1,1,469060,, ,2026-05-18
2024,志聯,,2,,53,51,24375,,,,,,24375,, ,2026-05-18
2025,千興,,,,,,,,,,,,,,OX ,2026-05-18
2027,大成鋼,941,2130,7,31575,30379,646065,25,58,,103,136,646065,2, ,2026-05-18
2028,威致,10,2,,1167,1175,81428,,,,,,81428,, ,2026-05-18
2029,盛餘,21,,,384,405,80295,,,,,,80295,, ,2026-05-18
2030,彰源,100,95,,2082,2087,70131,18,1,,24,7,70131,, ,2026-05-18
2031,新光鋼,3,5,2,1189,1185,80286,,,,1,1,80286,, ,2026-05-18
2032,新鋼,20,79,,2803,2744,32630,,,,,,32630,, ,2026-05-18
2033,佳大,,14,5,2858,2839,20173,,,,,,20173,, ,2026-05-18
2034,允強,92,76,,4660,4676,132248,,,,,,132248,, ,2026-05-18
2038,海光,10,35,14,5300,5261,48533,,,,1,1,48533,, ,2026-05-18
2049,上銀,883,798,,4267,4352,88448,13,53,6,142,176,88448,7, ,2026-05-18
2059,川湖,38,35,1,437,439,23824,,,,2,2,23824,9, ,2026-05-18
2062,橋椿,6,6,,1713,1713,49998,,,,,,49998,, ,2026-05-18
2069,運錩,29,98,,826,757,41596,,,,1,1,41596,, ,2026-05-18
2101,南港,498,508,19,26951,26922,183483,,,,5,5,183483,1, ,2026-05-18
2102,泰豐,9,5,,4338,4342,118332,,,,,,118332,, ,2026-05-18
2103,台橡,703,970,,12679,12412,206427,7,,,17,10,206427,10, ,2026-05-18
2104,國際中橡,509,462,13,20722,20756,246183,1,12,,27,38,246183,, ,2026-05-18
2105,正新,522,651,,12357,12228,810353,,5,,,5,810353,5, ,2026-05-18
2106,建大,64,5,,2839,2898,238722,,,,28,28,238722,, ,2026-05-18
2107,厚生,,5,,136,131,75898,,,,,,75898,, ,2026-05-18
2108,南帝,92,87,,2266,2271,123104,1,,,29,28,123104,, ,2026-05-18
2109,華豐,,1,,791,790,69837,,,,,,69837,, ,2026-05-18
2114,鑫永銓,,,,56,56,19497,,,,,,19497,, ,2026-05-18
2115,六暉-KY,9,,,785,794,26093,,,,,,26093,, ,2026-05-18
2201,裕隆,161,175,3,11621,11604,267500,1,,,46,45,267500,1, ,2026-05-18
2204,中華,13,35,6,2176,2148,138405,,,,,,138405,1, ,2026-05-18
2206,三陽工業,1,211,111,7214,6893,195918,,,,,,195918,, ,2026-05-18
2207,和泰車,9,8,,95,96,139275,,,,,,139275,, ,2026-05-18
2208,台船,,,,,,,,,,,,,,OX ,2026-05-18
2211,長榮鋼,98,77,,648,669,104272,,,,1,1,104272,, ,2026-05-18
2228,劍麟,5,5,6,1940,1934,19944,,,,1,1,19944,, ,2026-05-18
2231,為升,15,82,2,3383,3314,33982,,14,,15,29,33982,, ,2026-05-18
2233,宇隆,290,294,,8525,8521,15072,,3,,32,35,15072,79, ,2026-05-18
2236,百達-KY,34,24,,12025,12035,15352,1,,113,373,259,15352,,@ ,2026-05-18
2239,英利-KY,17,30,,1569,1556,29428,,,,,,29428,, ,2026-05-18
2241,艾姆勒,1469,228,,3098,4339,26150,,1,,9,10,26150,2, ,2026-05-18
2243,宏旭-KY,25,15,,679,689,17343,,,,,,17343,, ,2026-05-18
2247,汎德永業,1,,,119,120,20177,,,,1,1,20177,, ,2026-05-18
2248,華勝-KY,4,5,,211,210,11900,,,,6,6,11900,, ,2026-05-18
2250,IKKA-KY,8,6,,1292,1294,9097,,,,,,9097,, ,2026-05-18
2254,巨鎧精密-創,13,,,2416,2429,15976,,,,,,15976,, ,2026-05-18
2301,光寶科,2270,1029,2,16102,17341,579193,56,17,,463,424,579193,21, ,2026-05-18
2302,麗正,567,1117,,3981,3431,41575,30,5,1,67,41,41575,1, ,2026-05-18
2303,聯電,15181,25192,5,110996,100980,3144631,635,761,6,4440,4560,3144631,306, ,2026-05-18
2305,全友,69,141,,4023,3951,51415,,,,5,5,51415,2, ,2026-05-18
2308,台達電,286,364,1,5441,5362,649385,9,9,,62,62,649385,3, ,2026-05-18
2312,金寶,759,2411,5,53474,51817,376445,9,11,,342,344,376445,15, ,2026-05-18
2313,華通,3079,2377,17,44435,45120,297955,113,103,,381,371,297955,147, ,2026-05-18
2314,台揚,,,,,,,,,,,,,,OX ,2026-05-18
2316,楠梓電,591,825,,5679,5445,45685,41,9,1,155,122,45685,9, ,2026-05-18
2317,鴻海,2175,3791,58,48647,46973,3507162,17,140,1,830,952,3507162,41, ,2026-05-18
2321,東訊,,,,,,,,,,,,,,OX ,2026-05-18
2323,中環,447,1011,,31436,30872,272337,,1,,21,22,272337,, ,2026-05-18
2324,仁寶,4394,2089,176,48999,51128,1101786,63,177,,149,263,1101786,17, ,2026-05-18
2327,國巨*,5388,9570,9,37837,33646,517866,232,148,1,1033,948,517866,350, ,2026-05-18
2328,廣宇,839,698,32,19654,19763,129586,27,18,,129,120,129586,13, ,2026-05-18
2329,華泰,804,1197,2,23795,23400,139994,5,5,,412,412,139994,21, ,2026-05-18
2330,台積電,1032,1373,33,26547,26173,6483131,3,5,,117,119,6483131,1, ,2026-05-18
2331,精英,331,232,1,10462,10560,139350,,1,,11,12,139350,2, ,2026-05-18
2332,友訊,206,135,150,19759,19680,150560,,3,,23,26,150560,, ,2026-05-18
2337,旺宏,7581,13693,8,119550,113430,495313,460,193,9,3608,3332,495313,206, ,2026-05-18
2338,光罩,184,132,,6728,6780,75869,4,1,,26,23,75869,2, ,2026-05-18
2340,台亞,420,853,10,10654,10211,94655,15,30,,49,64,94655,27, ,2026-05-18
2342,茂矽,357,728,,5789,5418,39381,51,17,,178,144,39381,16, ,2026-05-18
2344,華邦電,13326,25766,30,155787,143317,1125000,1237,341,1,4320,3423,1125000,439, ,2026-05-18
2345,智邦,277,176,,1447,1548,140279,12,,,46,34,140279,2, ,2026-05-18
2347,聯強,11,31,,481,461,416986,,,,4,4,416986,, ,2026-05-18
2348,海悅,30,9,,1731,1752,37974,,5,,13,18,37974,, ,2026-05-18
2349,錸德,,,,,,,,,,,,,,OX ,2026-05-18
2351,順德,1023,1193,,26365,26195,45535,28,38,22,358,346,45535,8, ,2026-05-18
2352,佳世達,194,363,24,13343,13150,395126,2,2,,18,18,395126,, ,2026-05-18
2353,宏碁,535,489,2,26730,26774,761963,18,,,1095,1077,761963,, ,2026-05-18
2354,鴻準,1163,633,17,26245,26758,353621,11,14,,81,84,353621,40, ,2026-05-18
2355,敬鵬,2139,1228,,15190,16101,99373,45,3,,73,31,99373,52, ,2026-05-18
2356,英業達,1503,2338,6,22413,21572,896868,34,102,2,275,341,896868,66, ,2026-05-18
2357,華碩,175,211,1,2478,2441,185690,7,,,45,38,185690,, ,2026-05-18
2359,所羅門,960,642,,6392,6710,42867,,59,,150,209,42867,6, ,2026-05-18
2360,致茂,44,67,,1214,1191,106311,,,,59,59,106311,2, ,2026-05-18
2362,藍天,86,24,24,2547,2585,155565,,,,4,4,155565,, ,2026-05-18
2363,矽統,2181,2861,6,20561,19875,128747,35,14,,265,244,128747,18, ,2026-05-18
2364,倫飛,20,27,,953,946,13097,,,,1,1,13097,, ,2026-05-18
2365,昆盈,537,426,1,9660,9770,55382,3,27,,23,47,55382,7, ,2026-05-18
2367,燿華,2916,1915,7,39966,40960,176563,181,159,,1919,1897,176563,35, ,2026-05-18
2368,金像電,717,309,8,3896,4296,129800,47,361,36,248,526,129800,5, ,2026-05-18
2369,菱生,366,521,5,14339,14179,95025,1,23,,54,76,95025,6, ,2026-05-18
2371,大同,320,738,51,71662,71193,537708,3,22,,24,43,537708,4, ,2026-05-18
2373,震旦行,,,,54,54,59050,,,,,,59050,, ,2026-05-18
2374,佳能,2385,2495,3,22121,22008,84143,8,15,,61,68,84143,68, ,2026-05-18
2375,凱美,1231,1824,1,6137,5543,27168,45,28,,251,234,27168,23, ,2026-05-18
2376,技嘉,3124,866,1,10770,13027,167472,5,19,,224,238,167472,13, ,2026-05-18
2377,微星,3489,3514,124,22991,22842,211214,248,27,1,436,214,211214,21, ,2026-05-18
2379,瑞昱,136,117,,2824,2843,128878,5,,,11,6,128878,, ,2026-05-18
2380,虹光,,,,,,,,,,,,,,OX ,2026-05-18
2382,廣達,3438,1313,6,8836,10955,965656,63,58,,955,950,965656,11, ,2026-05-18
2383,台光電,152,126,,1951,1977,89580,2,1,,52,51,89580,, ,2026-05-18
2385,群光,132,70,12,2030,2080,190013,2,,,20,18,190013,, ,2026-05-18
2387,精元,10,3,,1720,1727,48812,,,,1,1,48812,, ,2026-05-18
2388,威盛,1300,1467,,15031,14864,138988,15,16,,357,358,138988,84, ,2026-05-18
2390,云辰,112,54,20,2692,2730,48154,,,,,,48154,1, ,2026-05-18
2392,正崴,254,217,10,6257,6284,128081,788,,,802,14,128081,, ,2026-05-18
2393,億光,431,79,10,1986,2328,110848,108,1,,115,8,110848,, ,2026-05-18
2395,研華,211,437,1,2216,1989,217063,4,5,,23,24,217063,7, ,2026-05-18
2397,友通,206,187,2,1331,1348,28672,,,,,,28672,2, ,2026-05-18
2399,映泰,830,960,,9663,9533,44525,83,5,,396,318,44525,27, ,2026-05-18
2401,凌陽,112,215,2,10196,10091,147998,2,,,44,42,147998,3, ,2026-05-18
2402,毅嘉,674,1268,7,16132,15531,76884,4,13,,287,296,76884,7, ,2026-05-18
2404,漢唐,400,330,1,4067,4136,47646,4,2,,14,12,47646,5, ,2026-05-18
2405,輔信,439,201,,8923,9161,85856,,17,,1,18,85856,1, ,2026-05-18
2406,國碩,432,471,1,13168,13128,87726,27,29,,208,210,87726,2, ,2026-05-18
2408,南亞科,11528,17119,25,112727,107111,774656,550,171,,2165,1786,774656,184, ,2026-05-18
2409,友達,11729,21790,23,195124,185040,1886774,532,2491,2500,14834,14293,1886774,378, ,2026-05-18
2412,中華電,3,3,,243,243,1939361,,1,,8,9,1939361,, ,2026-05-18
2413,環科,78,47,2,5373,5402,31839,15,2,,119,106,31839,2, ,2026-05-18
2414,精技,5,18,,206,193,40433,,,,,,40433,2, ,2026-05-18
2415,錩新,36,1,,2354,2389,22500,,,,3,3,22500,, ,2026-05-18
2417,圓剛,391,551,1,4558,4397,39323,6,13,,45,52,39323,6, ,2026-05-18
2419,仲琦,278,140,2,7121,7257,80329,9,,,35,26,80329,1, ,2026-05-18
2420,新巨,136,61,,543,618,38162,,,,,,38162,, ,2026-05-18
2421,建準,301,439,2,7021,6881,71735,1,3,,20,22,71735,1, ,2026-05-18
2423,固緯,101,281,,570,390,36261,,,,2,2,36261,1, ,2026-05-18
2424,隴華,,,,,,,,,,,,,,OX ,2026-05-18
2425,承啟,188,171,2,2096,2111,24124,,,,8,8,24124,20, ,2026-05-18
2426,鼎元,87,626,1,20029,19489,75155,90,,150,444,204,75155,150, ,2026-05-18
2427,三商電,34,44,,5808,5798,49499,,,,11,11,49499,, ,2026-05-18
2428,興勤,486,236,,3025,3275,32028,3,,,7,4,32028,8, ,2026-05-18
2429,銘旺科,,23,,4582,4559,,,,,,,,,OX ,2026-05-18
2430,燦坤,2,2,,155,155,29200,,,,3,3,29200,, ,2026-05-18
2431,聯昌,,26,,2178,2152,,,,,,,,,OX ,2026-05-18
2432,倚天酷碁-創,,1,,281,280,15465,,,,,,15465,, ,2026-05-18
2433,互盛電,,,,9,9,36124,,,,,,36124,, ,2026-05-18
2434,統懋,1,,,22,23,2377,,,,,,2377,, ,2026-05-18
2436,偉詮電,217,846,2,10244,9613,50023,25,6,,2218,2199,50023,10, ,2026-05-18
2438,翔耀,,,,,,,,,,,,,,OX ,2026-05-18
2439,美律,35,18,2,3507,3522,63456,1,8,,10,17,63456,, ,2026-05-18
2440,太空梭,137,99,,748,786,25916,,,,3,3,25916,, ,2026-05-18
2441,超豐,3536,2649,,12924,13811,142211,5,83,,2050,2128,142211,92, ,2026-05-18
2442,新美齊,82,96,,5539,5525,79113,,,,,,79113,, ,2026-05-18
2444,兆勁,,,,,,,,,,,,,,OX ,2026-05-18
2449,京元電子,1481,2839,13,24040,22669,305686,4,8,,124,128,305686,17, ,2026-05-18
2450,神腦,5,1,,98,102,64563,,,,4,4,64563,, ,2026-05-18
2451,創見,437,584,,5517,5370,107673,7,7,,110,110,107673,2, ,2026-05-18
2453,凌群,38,87,,2550,2501,25000,,,,1,1,25000,2, ,2026-05-18
2454,聯發科,497,540,17,8481,8421,400976,9,37,,116,144,400976,644, ,2026-05-18
2455,全新,18,196,,7337,7159,46226,46,148,64,560,598,46226,196, ,2026-05-18
2457,飛宏,176,230,3,12451,12394,106193,,2,,26,28,106193,5, ,2026-05-18
2458,義隆,210,231,,3629,3608,75970,31,,,73,42,75970,4, ,2026-05-18
2459,敦吉,1,,,126,127,26398,,,,,,26398,, ,2026-05-18
2460,建通,,,,375,375,,,,,,,,,OX ,2026-05-18
2461,光群雷,16,109,,4005,3912,47971,,5,,5,10,47971,, ,2026-05-18
2462,良得電,62,79,2,2568,2549,30486,1,,,6,5,30486,1, ,2026-05-18
2464,盟立,4395,3173,,13041,14263,51587,13,306,144,1055,1204,51587,4, ,2026-05-18
2465,麗臺,145,252,,2339,2232,17236,3,8,,14,19,17236,1, ,2026-05-18
2466,冠西電,37,22,,5032,5047,40952,,,,17,17,40952,, ,2026-05-18
2467,志聖,230,217,,2131,2144,39188,13,1,3,104,89,39188,4, ,2026-05-18
2468,華經,8,26,,3497,3479,17490,1,,,2,1,17490,, ,2026-05-18
2471,資通,7,10,,1445,1442,11813,,,,,,11813,, ,2026-05-18
2472,立隆電,1053,1559,,9773,9267,41183,26,16,,88,78,41183,14, ,2026-05-18
2474,可成,201,196,8,6014,6011,140342,,,,6,6,140342,1, ,2026-05-18
2476,鉅祥,894,1109,76,27920,27629,54724,1,7,,21,27,54724,6, ,2026-05-18
2477,美隆電,1,14,1,1312,1298,39643,,,,46,46,39643,, ,2026-05-18
2478,大毅,475,795,,2940,2620,36182,1,11,,45,55,36182,7, ,2026-05-18
2480,敦陽科,3,16,,451,438,26590,,,,,,26590,, ,2026-05-18
2481,強茂,3886,2618,8,15394,16654,95528,40,66,,368,394,95528,61, ,2026-05-18
2482,連宇,43,,,2089,2132,19470,,,,,,19470,, ,2026-05-18
2483,百容,23,27,,372,368,26972,,,,,,26972,, ,2026-05-18
2484,希華,369,351,,12267,12285,39855,5,3,,7,5,39855,11, ,2026-05-18
2485,兆赫,2278,3012,33,21297,20530,79422,202,321,1,1171,1289,79422,48, ,2026-05-18
2486,一詮,25,375,,19675,19325,58580,89,10,,257,178,58580,194, ,2026-05-18
2488,漢平,10,13,,574,571,19999,,,,,,19999,, ,2026-05-18
2489,瑞軒,1145,2820,1,52548,50872,152500,359,33,1,622,295,152500,70, ,2026-05-18
2491,吉祥全,34,65,,1639,1608,20502,,,,14,14,20502,, ,2026-05-18
2492,華新科,1175,2077,2,15531,14627,121451,185,28,,1149,992,121451,1939, ,2026-05-18
2493,揚博,631,628,3,7756,7756,31699,6,22,,14,30,31699,6, ,2026-05-18
2495,普安,210,467,4,10117,9856,68387,7,,,41,34,68387,, ,2026-05-18
2496,卓越,,1,,41,40,4775,,,,,,4775,, ,2026-05-18
2497,怡利電,33,84,,3232,3181,29521,4,,,6,2,29521,2, ,2026-05-18
2498,宏達電,4506,5753,10,33395,32138,209016,26,349,3,541,861,209016,50, ,2026-05-18
2501,國建,48,326,10,5517,5229,289890,,,,11,11,289890,, ,2026-05-18
2504,國產,250,102,,3893,4041,295000,20,3,,21,4,295000,, ,2026-05-18
2505,國揚,79,11,,2770,2838,95000,,,,,,95000,, ,2026-05-18
2506,太設,1,,,1888,1889,75125,,,,,,75125,, ,2026-05-18
2509,全坤建,5,5,,651,651,56137,,,,,,56137,, ,2026-05-18
2511,太子,26,22,1,3924,3927,405831,,,,,,405831,, ,2026-05-18
2514,龍邦,606,,,15224,15830,98682,,,,,,98682,, ,2026-05-18
2515,中工,736,506,,30264,30494,401976,,5,,41,46,401976,, ,2026-05-18
2516,新建,,,,,,,,,,,,,,OX ,2026-05-18
2520,冠德,14,25,1,4256,4244,152371,,,,167,167,152371,1, ,2026-05-18
2524,京城,5,50,,3259,3214,91495,,,,31,31,91495,, ,2026-05-18
2527,宏璟,23,5,,3217,3235,67576,,,,1,1,67576,, ,2026-05-18
2528,皇普,101,4,,5637,5734,108999,,,,,,108999,, ,2026-05-18
2530,華建,53,4,,5359,5408,210313,,2,,,2,210313,, ,2026-05-18
2534,宏盛,25,13,,12353,12365,118556,,,,,,118556,, ,2026-05-18
2535,達欣工,1,,,357,358,67698,,,,5,5,67698,, ,2026-05-18
